ID;IDMUN;MUNICIPIO;IDPROV;PROVINCIA;MUN;POB;POBLACIÓN;IDVIA;TIPOVIA;NOMBRE DE VÍA;NOMBRE COMPLETO;NOMBRE PROPIO;PERSONAJE
213140;10213;Villar del Pedroso;10;Cáceres;213;636;De 501 a 1.000;00044;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
210946;10190;Torrejón el Rubio;10;Cáceres;190;628;De 501 a 1.000;00133;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
71473;05082;Gavilanes;05;Ávila;082;619;De 501 a 1.000;00188;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
71479;05082;Gavilanes;05;Ávila;082;619;De 501 a 1.000;00196;AVDA;JOSE ANTONIO;AVDA JOSE ANTONIO;Avda. José Antonio;José Antonio Primo de Rivera
71517;05082;Gavilanes;05;Ávila;082;619;De 501 a 1.000;00249;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
462726;28011;Ambite;28;Madrid;011;618;De 501 a 1.000;00005;AVDA;JOSE ANTONIO (DE);AVDA JOSE ANTONIO (DE);Avda. de José Antonio;José Antonio Primo de Rivera
462757;28011;Ambite;28;Madrid;011;618;De 501 a 1.000;00106;PLAZA;CAUDILLO (DEL);PLAZA CAUDILLO (DEL);Plaza del Caudillo;Francisco Franco
65450;04901;Las Tres Villas;04;Almería;901;615;De 501 a 1.000;00029;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
65473;04901;Las Tres Villas;04;Almería;901;615;De 501 a 1.000;00052;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
332382;18037;Calicasas;18;Granada;037;606;De 501 a 1.000;00033;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
71305;05076;El Fresno;05;Ávila;076;601;De 501 a 1.000;00055;AVDA;JOSE ANTONIO (DE);AVDA JOSE ANTONIO (DE);Avda. de José Antonio;José Antonio Primo de Rivera
211219;10194;Torrequemada;10;Cáceres;194;601;De 501 a 1.000;00043;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
211222;10194;Torrequemada;10;Cáceres;194;601;De 501 a 1.000;00047;PLAZA;GENERAL MOLA;PLAZA GENERAL MOLA;Plaza General Mola;Emilio Mola
213420;10217;Zarza de Montánchez;10;Cáceres;217;594;De 501 a 1.000;00018;PLAZA;GENERAL MOLA;PLAZA GENERAL MOLA;Plaza General Mola;Emilio Mola
476755;28076;Lozoya;28;Madrid;076;594;De 501 a 1.000;00017;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
46615;04008;Alcóntar;04;Almería;008;570;De 501 a 1.000;00058;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
764907;45030;Calzada de Oropesa;45;Toledo;030;564;De 501 a 1.000;00006;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
652660;37347;La Vellés;37;Salamanca;347;561;De 501 a 1.000;00016;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
652662;37347;La Vellés;37;Salamanca;347;561;De 501 a 1.000;00018;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
863926;50217;Pradilla de Ebro;50;Zaragoza;217;560;De 501 a 1.000;00051;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
83912;06041;Cristina;06;Badajoz;041;556;De 501 a 1.000;00025;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
343379;18117;Lanteira;18;Granada;117;546;De 501 a 1.000;00029;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
343385;18117;Lanteira;18;Granada;117;546;De 501 a 1.000;00056;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
426222;24185;Val de San Lorenzo;24;León;185;542;De 501 a 1.000;00005;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
302710;16243;Villaescusa de Haro;16;Cuenca;243;529;De 501 a 1.000;00039;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
302720;16243;Villaescusa de Haro;16;Cuenca;243;529;De 501 a 1.000;00069;PLAZA;CAUDILLO;PLAZA CAUDILLO;Plaza Caudillo;Francisco Franco
76612;05227;Santa María del Tiétar;05;Ávila;227;526;De 501 a 1.000;00015;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
76613;05227;Santa María del Tiétar;05;Ávila;227;526;De 501 a 1.000;00038;AVDA;JOSE ANTONIO;AVDA JOSE ANTONIO;Avda. José Antonio;José Antonio Primo de Rivera
76625;05227;Santa María del Tiétar;05;Ávila;227;526;De 501 a 1.000;00052;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
76652;05227;Santa María del Tiétar;05;Ávila;227;526;De 501 a 1.000;00102;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
766871;45049;Cervera de los Montes;45;Toledo;049;521;De 501 a 1.000;00003;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
766879;45049;Cervera de los Montes;45;Toledo;049;521;De 501 a 1.000;00020;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
212844;10210;Villamiel;10;Cáceres;210;518;De 501 a 1.000;00025;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
303760;16269;Villares del Saz;16;Cuenca;269;517;De 501 a 1.000;00004;AVDA;GENERALISIMO;AVDA GENERALISIMO;Avda. Generalísimo;Francisco Franco
303771;16269;Villares del Saz;16;Cuenca;269;517;De 501 a 1.000;00033;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
303789;16269;Villares del Saz;16;Cuenca;269;517;De 501 a 1.000;00067;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
212729;10207;Villa del Campo;10;Cáceres;207;515;De 501 a 1.000;00020;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
184340;09067;Canicosa de la Sierra;09;Burgos;067;514;De 501 a 1.000;00021;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
853933;49242;Villafáfila;49;Zamora;242;506;De 501 a 1.000;00029;PLAZA;GENERAL SANJURJO;PLAZA GENERAL SANJURJO;Plaza General Sanjurjo;José Sanjurjo
564862;30031;Ojós;30;Murcia;031;504;De 501 a 1.000;00013;AVDA;GENERALISIMO;AVDA GENERALISIMO;Avda. Generalísimo;Francisco Franco
837737;47205;Villafrechós;47;Valladolid;205;491;De 101 a 500;00093;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
849589;49117;Micereces de Tera;49;Zamora;117;490;De 101 a 500;00019;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
849607;49117;Micereces de Tera;49;Zamora;117;490;De 101 a 500;00046;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
846864;49034;Cañizal;49;Zamora;034;485;De 101 a 500;00025;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
846868;49034;Cañizal;49;Zamora;034;485;De 101 a 500;00031;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
846873;49034;Cañizal;49;Zamora;034;485;De 101 a 500;00037;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
644951;37152;Gomecello;37;Salamanca;152;480;De 101 a 500;00016;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
862349;50169;Miedes de Aragón;50;Zaragoza;169;479;De 101 a 500;00047;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
862355;50169;Miedes de Aragón;50;Zaragoza;169;479;De 101 a 500;00053;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
835088;47179;Valbuena de Duero;47;Valladolid;179;475;De 101 a 500;00046;PLAZA;GENERALISIMO FRANCO;PLAZA GENERALISIMO FRANCO;Plaza Generalísimo Franco;Francisco Franco
835090;47179;Valbuena de Duero;47;Valladolid;179;475;De 101 a 500;00048;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
835100;47179;Valbuena de Duero;47;Valladolid;179;475;De 101 a 500;00058;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
74343;05165;Navarredonda de Gredos;05;Ávila;165;473;De 101 a 500;00059;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
74344;05165;Navarredonda de Gredos;05;Ávila;165;473;De 101 a 500;00066;AVDA;GENERALISIMO (DEL);AVDA GENERALISIMO (DEL);Avda. del Generalísimo;Francisco Franco
74351;05165;Navarredonda de Gredos;05;Ávila;165;473;De 101 a 500;00073;CALLE;GENERAL MOLA (DEL);CALLE GENERAL MOLA (DEL);Calle del General Mola;Emilio Mola
74365;05165;Navarredonda de Gredos;05;Ávila;165;473;De 101 a 500;00090;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
74368;05165;Navarredonda de Gredos;05;Ávila;165;473;De 101 a 500;00093;PLAZA;JOSE ANTONIO (DE);PLAZA JOSE ANTONIO (DE);Plaza de José Antonio;José Antonio Primo de Rivera
690721;40234;Zarzuela del Pinar;40;Segovia;234;473;De 101 a 500;00020;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
690746;40234;Zarzuela del Pinar;40;Segovia;234;473;De 101 a 500;00113;AVDA;GENERALISIMO;AVDA GENERALISIMO;Avda. Generalísimo;Francisco Franco
184265;09064;Caleruega;09;Burgos;064;470;De 101 a 500;00054;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
184266;09064;Caleruega;09;Burgos;064;470;De 101 a 500;00055;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
580157;31172;Monreal/Elo;31;Navarra;172;470;De 101 a 500;00008;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
610051;34135;Pomar de Valdivia;34;Palencia;135;462;De 101 a 500;00076;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
426014;24182;Valderrey;24;León;182;461;De 101 a 500;00015;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
426015;24182;Valderrey;24;León;182;461;De 101 a 500;00017;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
426018;24182;Valderrey;24;León;182;461;De 101 a 500;00020;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
212896;10211;Villanueva de la Sierra;10;Cáceres;211;460;De 101 a 500;00015;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
212933;10211;Villanueva de la Sierra;10;Cáceres;211;460;De 101 a 500;00076;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
293485;16018;Almonacid del Marquesado;16;Cuenca;018;458;De 101 a 500;00022;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
358945;19044;Atienza;19;Guadalajara;044;458;De 101 a 500;00011;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
189343;09256;Pedrosa de Duero;09;Burgos;256;455;De 101 a 500;00039;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
425156;24172;Truchas;24;León;172;454;De 101 a 500;00022;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
425210;24172;Truchas;24;León;172;454;De 101 a 500;00126;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
586014;32010;Beade;32;Ourense;010;451;De 101 a 500;00039;CALLE;CAUDILLO;CALLE CAUDILLO;Calle Caudillo;Francisco Franco
854913;49268;Villarrín de Campos;49;Zamora;268;450;De 101 a 500;00015;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
854918;49268;Villarrín de Campos;49;Zamora;268;450;De 101 a 500;00020;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
854934;49268;Villarrín de Campos;49;Zamora;268;450;De 101 a 500;00043;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
199759;10051;Casares de las Hurdes;10;Cáceres;051;449;De 101 a 500;00008;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
206542;10132;Navalvillar de Ibor;10;Cáceres;132;447;De 101 a 500;00032;CALLE;GENERAL QUEIPO DE LLANO;CALLE GENERAL QUEIPO DE LLANO;Calle General Queipo de Llano;Gonzalo Queipo de Llano
206543;10132;Navalvillar de Ibor;10;Cáceres;132;447;De 101 a 500;00033;PLAZA;GENERALISIMO FRANCO;PLAZA GENERALISIMO FRANCO;Plaza Generalísimo Franco;Francisco Franco
206546;10132;Navalvillar de Ibor;10;Cáceres;132;447;De 101 a 500;00042;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
206547;10132;Navalvillar de Ibor;10;Cáceres;132;447;De 101 a 500;00046;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
201663;10078;La Garganta;10;Cáceres;078;446;De 101 a 500;00009;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
610471;34159;San Cebrián de Campos;34;Palencia;159;446;De 101 a 500;00048;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
610488;34159;San Cebrián de Campos;34;Palencia;159;446;De 101 a 500;00171;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
764102;45022;Buenaventura;45;Toledo;022;445;De 101 a 500;00005;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
358718;19036;Aranzueque;19;Guadalajara;036;436;De 101 a 500;00010;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
73293;05135;Muñana;05;Ávila;135;435;De 101 a 500;00004;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
73310;05135;Muñana;05;Ávila;135;435;De 101 a 500;00045;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
23816;03054;Castell de Castells;03;Alicante;054;431;De 101 a 500;00016;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
55276;04058;Líjar;04;Almería;058;431;De 101 a 500;00018;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
849549;49116;Melgar de Tera;49;Zamora;116;430;De 101 a 500;00047;AVDA;GENERALISIMO;AVDA GENERALISIMO;Avda. Generalísimo;Francisco Franco
687208;40174;Sacramenia;40;Segovia;174;429;De 101 a 500;00107;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
849716;49121;Mombuey;49;Zamora;121;427;De 101 a 500;00035;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
300212;16172;Puebla de Almenara;16;Cuenca;172;416;De 101 a 500;00029;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
293363;16015;La Almarcha;16;Cuenca;015;415;De 101 a 500;00028;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
293384;16015;La Almarcha;16;Cuenca;015;415;De 101 a 500;00066;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
293391;16015;La Almarcha;16;Cuenca;015;415;De 101 a 500;00092;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
426891;24193;La Vecilla;24;León;193;408;De 101 a 500;00002;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
426894;24193;La Vecilla;24;León;193;408;De 101 a 500;00006;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
684634;40110;Lastras de Cuéllar;40;Segovia;110;407;De 101 a 500;00006;PLAZA;GENERAL MOLA;PLAZA GENERAL MOLA;Plaza General Mola;Emilio Mola
684657;40110;Lastras de Cuéllar;40;Segovia;110;407;De 101 a 500;00116;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
862923;50183;Munébrega;50;Zaragoza;183;405;De 101 a 500;00068;PLAZA;GENERAL FRANCO;PLAZA GENERAL FRANCO;Plaza General Franco;Francisco Franco
862925;50183;Munébrega;50;Zaragoza;183;405;De 101 a 500;00070;PLAZA;GENERAL MOLA;PLAZA GENERAL MOLA;Plaza General Mola;Emilio Mola
6933;02022;Casas de Lázaro;02;Albacete;022;403;De 101 a 500;00010;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
6938;02022;Casas de Lázaro;02;Albacete;022;403;De 101 a 500;00015;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
849319;49110;Manzanal de Arriba;49;Zamora;110;398;De 101 a 500;00019;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
420113;24113;Pobladura de Pelayo García;24;León;113;396;De 101 a 500;00026;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
202064;10085;El Gordo;10;Cáceres;085;394;De 101 a 500;00044;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
76564;05225;Santa María del Berrocal;05;Ávila;225;391;De 101 a 500;00045;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
76565;05225;Santa María del Berrocal;05;Ávila;225;391;De 101 a 500;00046;CALLE;GENERALISIMO FRANCO;CALLE GENERALISIMO FRANCO;Calle Generalísimo Franco;Francisco Franco
76567;05225;Santa María del Berrocal;05;Ávila;225;391;De 101 a 500;00048;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
772212;45090;Manzaneque;45;Toledo;090;391;De 101 a 500;00022;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
454776;26157;Tricio;26;La Rioja;157;390;De 101 a 500;00022;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
454777;26157;Tricio;26;La Rioja;157;390;De 101 a 500;00029;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
454791;26157;Tricio;26;La Rioja;157;390;De 101 a 500;00052;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
850535;49141;Pajares de la Lampreana;49;Zamora;141;383;De 101 a 500;00012;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
683937;40088;Fuenterrebollo;40;Segovia;088;369;De 101 a 500;00077;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
683939;40088;Fuenterrebollo;40;Segovia;088;369;De 101 a 500;00079;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
683941;40088;Fuenterrebollo;40;Segovia;088;369;De 101 a 500;00081;AVDA;GENERALISIMO;AVDA GENERALISIMO;Avda. Generalísimo;Francisco Franco
683947;40088;Fuenterrebollo;40;Segovia;088;369;De 101 a 500;00088;AVDA;JOSE ANTONIO;AVDA JOSE ANTONIO;Avda. José Antonio;José Antonio Primo de Rivera
683952;40088;Fuenterrebollo;40;Segovia;088;369;De 101 a 500;00094;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
361210;19099;Corduente;19;Guadalajara;099;365;De 101 a 500;00037;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
361215;19099;Corduente;19;Guadalajara;099;365;De 101 a 500;00042;CALLE;JOSE ANTONIO (DE);CALLE JOSE ANTONIO (DE);Calle de José Antonio;José Antonio Primo de Rivera
395335;22905;Lupiñén-Ortilla;22;Huesca;905;364;De 101 a 500;00022;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
862563;50177;Morés;50;Zaragoza;177;362;De 101 a 500;00067;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
95837;06161;Zarza-Capilla;06;Badajoz;161;359;De 101 a 500;00015;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
95842;06161;Zarza-Capilla;06;Badajoz;161;359;De 101 a 500;00021;CALLE;JOSE ANTONIO PRIMO DE RIVERA;CALLE JOSE ANTONIO PRIMO DE RIVERA;Calle José Antonio Primo de Rivera;José Antonio Primo de Rivera
95836;06161;Zarza-Capilla;06;Badajoz;161;359;De 101 a 500;00014;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
7569;02027;Corral-Rubio;02;Albacete;027;358;De 101 a 500;00186;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
202111;10086;La Granja;10;Cáceres;086;357;De 101 a 500;00022;CALLE;GENERAL QUEIPO DE LLANO;CALLE GENERAL QUEIPO DE LLANO;Calle General Queipo de Llano;Gonzalo Queipo de Llano
197460;10036;Cabrero;10;Cáceres;036;356;De 101 a 500;00033;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
73826;05158;Navalmoral;05;Ávila;158;353;De 101 a 500;00002;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
73892;05158;Navalmoral;05;Ávila;158;353;De 101 a 500;00183;TRVA;GENERAL FRANCO;TRVA GENERAL FRANCO;Trva General Franco;Francisco Franco
865026;50249;Tabuenca;50;Zaragoza;249;352;De 101 a 500;00039;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
865028;50249;Tabuenca;50;Zaragoza;249;352;De 101 a 500;00042;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
865034;50249;Tabuenca;50;Zaragoza;249;352;De 101 a 500;00048;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
865038;50249;Tabuenca;50;Zaragoza;249;352;De 101 a 500;00053;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
209182;10171;Santibáñez el Alto;10;Cáceres;171;349;De 101 a 500;00019;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
209187;10171;Santibáñez el Alto;10;Cáceres;171;349;De 101 a 500;00029;CALLE;GENERAL QUEIPO DE LLANO;CALLE GENERAL QUEIPO DE LLANO;Calle General Queipo de Llano;Gonzalo Queipo de Llano
209197;10171;Santibáñez el Alto;10;Cáceres;171;349;De 101 a 500;00048;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
209199;10171;Santibáñez el Alto;10;Cáceres;171;349;De 101 a 500;00051;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
209811;10179;Talaveruela de la Vera;10;Cáceres;179;345;De 101 a 500;00042;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
254153;13017;Anchuras;13;Ciudad Real;017;343;De 101 a 500;00047;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
357919;19011;Alcolea del Pinar;19;Guadalajara;011;343;De 101 a 500;00015;CALLE;JOSE ANTONIO (DE);CALLE JOSE ANTONIO (DE);Calle de José Antonio;José Antonio Primo de Rivera
647232;37216;Navales;37;Salamanca;216;341;De 101 a 500;00010;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
854318;49252;Villamayor de Campos;49;Zamora;252;337;De 101 a 500;00009;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
854319;49252;Villamayor de Campos;49;Zamora;252;337;De 101 a 500;00010;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
73716;05156;Navahondilla;05;Ávila;156;335;De 101 a 500;00079;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
73718;05156;Navahondilla;05;Ávila;156;335;De 101 a 500;00083;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
73720;05156;Navahondilla;05;Ávila;156;335;De 101 a 500;00086;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
73722;05156;Navahondilla;05;Ávila;156;335;De 101 a 500;00090;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
208947;10166;Santa Cruz de la Sierra;10;Cáceres;166;329;De 101 a 500;00009;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
208996;10167;Santa Cruz de Paniagua;10;Cáceres;167;326;De 101 a 500;00014;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
208999;10167;Santa Cruz de Paniagua;10;Cáceres;167;326;De 101 a 500;00018;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
