ID;IDMUN;MUNICIPIO;IDPROV;PROVINCIA;MUN;POB;POBLACIÓN;IDVIA;TIPOVIA;NOMBRE DE VÍA;NOMBRE COMPLETO;NOMBRE PROPIO;PERSONAJE
209024;10167;Santa Cruz de Paniagua;10;Cáceres;167;326;De 101 a 500;00067;TRVA;GENERAL FRANCO;TRVA GENERAL FRANCO;Trva General Franco;Francisco Franco
303743;16266;Villarejo-Periesteban;16;Cuenca;266;324;De 101 a 500;00070;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
828307;47043;Castromonte;47;Valladolid;043;321;De 101 a 500;00049;PASEO;GENERALISIMO;PASEO GENERALISIMO;Paseo Generalísimo;Francisco Franco
828319;47043;Castromonte;47;Valladolid;043;321;De 101 a 500;00094;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
834137;47163;Tiedra;47;Valladolid;163;319;De 101 a 500;00117;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
831461;47102;Nueva Villa de las Torres;47;Valladolid;102;316;De 101 a 500;00027;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
75204;05184;Peguerinos;05;Ávila;184;312;De 101 a 500;00104;CALLE;RAMIRO LEDESMA;CALLE RAMIRO LEDESMA;Calle Ramiro Ledesma;Ramiro Ledesma
761318;44245;Valdeltormo;44;Teruel;245;312;De 101 a 500;00002;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
761322;44245;Valdeltormo;44;Teruel;245;312;De 101 a 500;00007;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
761331;44245;Valdeltormo;44;Teruel;245;312;De 101 a 500;00034;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
761320;44245;Valdeltormo;44;Teruel;245;312;De 101 a 500;00005;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
428178;24211;Villamandos;24;León;211;310;De 101 a 500;00014;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
264440;13094;Villanueva de San Carlos;13;Ciudad Real;094;308;De 101 a 500;00001;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
264446;13094;Villanueva de San Carlos;13;Ciudad Real;094;308;De 101 a 500;00012;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
264447;13094;Villanueva de San Carlos;13;Ciudad Real;094;308;De 101 a 500;00018;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
264449;13094;Villanueva de San Carlos;13;Ciudad Real;094;308;De 101 a 500;00020;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
264451;13094;Villanueva de San Carlos;13;Ciudad Real;094;308;De 101 a 500;00030;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
264443;13094;Villanueva de San Carlos;13;Ciudad Real;094;308;De 101 a 500;00004;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
364700;19176;Mazuecos;19;Guadalajara;176;307;De 101 a 500;00024;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
413884;24023;Brazuelo;24;León;023;307;De 101 a 500;00002;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
207013;10141;Peraleda de San Román;10;Cáceres;141;306;De 101 a 500;00013;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
207014;10141;Peraleda de San Román;10;Cáceres;141;306;De 101 a 500;00014;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
207024;10141;Peraleda de San Román;10;Cáceres;141;306;De 101 a 500;00033;CALLE;GENERAL QUEIPO DE LLANO;CALLE GENERAL QUEIPO DE LLANO;Calle General Queipo de Llano;Gonzalo Queipo de Llano
207029;10141;Peraleda de San Román;10;Cáceres;141;306;De 101 a 500;00039;PLAZA;GENERAL FRANCO;PLAZA GENERAL FRANCO;Plaza General Franco;Francisco Franco
851739;49177;Rionegro del Puente;49;Zamora;177;306;De 101 a 500;00024;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
851747;49177;Rionegro del Puente;49;Zamora;177;306;De 101 a 500;00040;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
199819;10053;Casas de Don Gómez;10;Cáceres;053;301;De 101 a 500;00016;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
199822;10053;Casas de Don Gómez;10;Cáceres;053;301;De 101 a 500;00023;CALLE;GENERALISIMO FRANCO;CALLE GENERALISIMO FRANCO;Calle Generalísimo Franco;Francisco Franco
765833;45039;Carriches;45;Toledo;039;294;De 101 a 500;00006;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
765852;45039;Carriches;45;Toledo;039;294;De 101 a 500;00032;CALLE;GENERAL QUEIPO DE LLANO;CALLE GENERAL QUEIPO DE LLANO;Calle General Queipo de Llano;Gonzalo Queipo de Llano
201458;10075;Fresnedoso de Ibor;10;Cáceres;075;293;De 101 a 500;00025;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
644784;37145;Gallegos de Argañán;37;Salamanca;145;291;De 101 a 500;00021;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
763419;45017;Azután;45;Toledo;017;291;De 101 a 500;00003;AVDA;GENERALISIMO;AVDA GENERALISIMO;Avda. Generalísimo;Francisco Franco
763422;45017;Azután;45;Toledo;017;291;De 101 a 500;00006;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
763424;45017;Azután;45;Toledo;017;291;De 101 a 500;00008;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
608736;34088;Husillos;34;Palencia;088;290;De 101 a 500;00023;CALLE;JOSE ANTONIO PRIMO DE RIVERA;CALLE JOSE ANTONIO PRIMO DE RIVERA;Calle José Antonio Primo de Rivera;José Antonio Primo de Rivera
845878;49016;Aspariegos;49;Zamora;016;286;De 101 a 500;00023;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
845883;49016;Aspariegos;49;Zamora;016;286;De 101 a 500;00031;PLAZA;GENERALISIMO FRANCO;PLAZA GENERALISIMO FRANCO;Plaza Generalísimo Franco;Francisco Franco
853444;49226;Vadillo de la Guareña;49;Zamora;226;285;De 101 a 500;00046;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
449615;26024;Bañares;26;La Rioja;024;284;De 101 a 500;00065;TRVA;GENERAL MOLA;TRVA GENERAL MOLA;Trva General Mola;Emilio Mola
642997;37106;Cipérez;37;Salamanca;106;284;De 101 a 500;00011;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
642998;37106;Cipérez;37;Salamanca;106;284;De 101 a 500;00013;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
643004;37106;Cipérez;37;Salamanca;106;284;De 101 a 500;00020;CALLE;MILLAN ASTRAY;CALLE MILLAN ASTRAY;Calle Millán Astray;José Millan Astray
643010;37106;Cipérez;37;Salamanca;106;284;De 101 a 500;00027;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
643022;37106;Cipérez;37;Salamanca;106;284;De 101 a 500;00093;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
50823;04027;Benizalón;04;Almería;027;283;De 101 a 500;00018;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
391988;22143;Laspaúles;22;Huesca;143;281;De 101 a 500;00083;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
647651;37231;Parada de Rubiales;37;Salamanca;231;281;De 101 a 500;00017;CALLE;GENERALISIMO FRANCO;CALLE GENERALISIMO FRANCO;Calle Generalísimo Franco;Francisco Franco
772301;45092;Marjaliza;45;Toledo;092;278;De 101 a 500;00033;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
772302;45092;Marjaliza;45;Toledo;092;278;De 101 a 500;00034;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
772303;45092;Marjaliza;45;Toledo;092;278;De 101 a 500;00035;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
772306;45092;Marjaliza;45;Toledo;092;278;De 101 a 500;00039;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
772320;45092;Marjaliza;45;Toledo;092;278;De 101 a 500;00063;PLAZA;GENERAL MOLA;PLAZA GENERAL MOLA;Plaza General Mola;Emilio Mola
772286;45092;Marjaliza;45;Toledo;092;278;De 101 a 500;00005;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
828100;47036;Casasola de Arión;47;Valladolid;036;275;De 101 a 500;00062;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
828101;47036;Casasola de Arión;47;Valladolid;036;275;De 101 a 500;00063;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
828102;47036;Casasola de Arión;47;Valladolid;036;275;De 101 a 500;00064;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
828111;47036;Casasola de Arión;47;Valladolid;036;275;De 101 a 500;00078;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
828122;47036;Casasola de Arión;47;Valladolid;036;275;De 101 a 500;00097;CALLE;JOSE ANTONIO PRIMO DE RIVERA;CALLE JOSE ANTONIO PRIMO DE RIVERA;Calle José Antonio Primo de Rivera;José Antonio Primo de Rivera
845898;49017;Asturianos;49;Zamora;017;275;De 101 a 500;00001;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
293414;16016;Almendros;16;Cuenca;016;272;De 101 a 500;00002;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
293426;16016;Almendros;16;Cuenca;016;272;De 101 a 500;00018;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
293429;16016;Almendros;16;Cuenca;016;272;De 101 a 500;00024;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
293434;16016;Almendros;16;Cuenca;016;272;De 101 a 500;00037;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
293423;16016;Almendros;16;Cuenca;016;272;De 101 a 500;00013;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
417295;24077;Gordaliza del Pino;24;León;077;272;De 101 a 500;00032;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
835016;47176;La Unión de Campos;47;Valladolid;176;272;De 101 a 500;00054;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
835034;47176;La Unión de Campos;47;Valladolid;176;272;De 101 a 500;00077;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
852037;49186;San Cebrián de Castro;49;Zamora;186;272;De 101 a 500;00020;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
768005;45057;Chueca;45;Toledo;057;269;De 101 a 500;00003;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
768006;45057;Chueca;45;Toledo;057;269;De 101 a 500;00004;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
768008;45057;Chueca;45;Toledo;057;269;De 101 a 500;00013;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
768009;45057;Chueca;45;Toledo;057;269;De 101 a 500;00014;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
768010;45057;Chueca;45;Toledo;057;269;De 101 a 500;00018;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
768015;45057;Chueca;45;Toledo;057;269;De 101 a 500;00027;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
353895;18181;Turón;18;Granada;181;265;De 101 a 500;00067;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
515940;29052;Faraján;29;Málaga;052;265;De 101 a 500;00001;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
515941;29052;Faraján;29;Málaga;052;265;De 101 a 500;00003;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
515944;29052;Faraján;29;Málaga;052;265;De 101 a 500;00006;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
515949;29052;Faraján;29;Málaga;052;265;De 101 a 500;00015;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
392991;22173;Las Peñas de Riglos;22;Huesca;173;264;De 101 a 500;00092;CALLE;CAUDILLO FRANCO;CALLE CAUDILLO FRANCO;Calle Caudillo Franco;Francisco Franco
393000;22173;Las Peñas de Riglos;22;Huesca;173;264;De 101 a 500;00102;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
690312;40222;Veganzones;40;Segovia;222;264;De 101 a 500;00057;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
609005;34104;Melgar de Yuso;34;Palencia;104;263;De 101 a 500;00013;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
76776;05233;Serranillos;05;Ávila;233;262;De 101 a 500;00027;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
834483;47167;Torrecilla de la Orden;47;Valladolid;167;262;De 101 a 500;00014;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
834491;47167;Torrecilla de la Orden;47;Valladolid;167;262;De 101 a 500;00037;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
834500;47167;Torrecilla de la Orden;47;Valladolid;167;262;De 101 a 500;00074;PLAZA;GENERALISIMO FRANCO;PLAZA GENERALISIMO FRANCO;Plaza Generalísimo Franco;Francisco Franco
834510;47167;Torrecilla de la Orden;47;Valladolid;167;262;De 101 a 500;00089;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
850555;49142;Palacios del Pan;49;Zamora;142;262;De 101 a 500;00001;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
850557;49142;Palacios del Pan;49;Zamora;142;262;De 101 a 500;00003;CALLE;RAMIRO LEDESMA;CALLE RAMIRO LEDESMA;Calle Ramiro Ledesma;Ramiro Ledesma
70057;05044;Cabezas del Villar;05;Ávila;044;261;De 101 a 500;00002;CALLE;JOSE ANTONIO PRIMO DE RIVERA;CALLE JOSE ANTONIO PRIMO DE RIVERA;Calle José Antonio Primo de Rivera;José Antonio Primo de Rivera
70074;05044;Cabezas del Villar;05;Ávila;044;261;De 101 a 500;00055;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
199509;10048;Carrascalejo;10;Cáceres;048;257;De 101 a 500;00028;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
199513;10048;Carrascalejo;10;Cáceres;048;257;De 101 a 500;00033;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
199514;10048;Carrascalejo;10;Cáceres;048;257;De 101 a 500;00034;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
212694;10206;Viandar de la Vera;10;Cáceres;206;255;De 101 a 500;00024;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
212699;10206;Viandar de la Vera;10;Cáceres;206;255;De 101 a 500;00032;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
74954;05179;Papatrigo;05;Ávila;179;253;De 101 a 500;00030;PLAZA;GENERALISIMO;PLAZA GENERALISIMO;Plaza Generalísimo;Francisco Franco
74962;05179;Papatrigo;05;Ávila;179;253;De 101 a 500;00040;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
74963;05179;Papatrigo;05;Ávila;179;253;De 101 a 500;00041;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
74974;05179;Papatrigo;05;Ávila;179;253;De 101 a 500;00054;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
826198;46262;La Yesa;46;Valencia;262;252;De 101 a 500;00022;PLAZA;CAUDILLO;PLAZA CAUDILLO;Plaza Caudillo;Francisco Franco
826199;46262;La Yesa;46;Valencia;262;252;De 101 a 500;00025;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
607180;34036;Brañosera;34;Palencia;036;247;De 101 a 500;00056;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
607181;34036;Brañosera;34;Palencia;036;247;De 101 a 500;00058;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
644285;37134;Fresno Alhándiga;37;Salamanca;134;247;De 101 a 500;00006;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
865719;50263;Torrijo de la Cañada;50;Zaragoza;263;245;De 101 a 500;00074;PLAZA;GENERAL FRANCO;PLAZA GENERAL FRANCO;Plaza General Franco;Francisco Franco
641430;37057;Bóveda del Río Almar;37;Salamanca;057;242;De 101 a 500;00010;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
851248;49158;El Piñero;49;Zamora;158;240;De 101 a 500;00003;CALLE;MILLAN ASTRAY;CALLE MILLAN ASTRAY;Calle Millán Astray;José Millan Astray
208806;10163;Salvatierra de Santiago;10;Cáceres;163;239;De 101 a 500;00025;AVDA;JOSE ANTONIO;AVDA JOSE ANTONIO;Avda. José Antonio;José Antonio Primo de Rivera
517818;29065;Júzcar;29;Málaga;065;238;De 101 a 500;00006;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
642760;37096;Castillejo de Martín Viejo;37;Salamanca;096;238;De 101 a 500;00022;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
185035;09103;Cilleruelo de Abajo;09;Burgos;103;237;De 101 a 500;00020;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
77819;05254;Velayos;05;Ávila;254;234;De 101 a 500;00035;CALLE;GENERALISIMO FRANCO;CALLE GENERALISIMO FRANCO;Calle Generalísimo Franco;Francisco Franco
77823;05254;Velayos;05;Ávila;254;234;De 101 a 500;00039;AVDA;JOSE ANTONIO;AVDA JOSE ANTONIO;Avda. José Antonio;José Antonio Primo de Rivera
261611;13075;San Lorenzo de Calatrava;13;Ciudad Real;075;231;De 101 a 500;00003;CALLE;CAUDILLO;CALLE CAUDILLO;Calle Caudillo;Francisco Franco
261628;13075;San Lorenzo de Calatrava;13;Ciudad Real;075;231;De 101 a 500;00024;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
359820;19054;Budia;19;Guadalajara;054;231;De 101 a 500;00017;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
359824;19054;Budia;19;Guadalajara;054;231;De 101 a 500;00021;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
76146;05212;San Juan del Molinillo;05;Ávila;212;227;De 101 a 500;00044;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
203527;10108;Ladrillar;10;Cáceres;108;222;De 101 a 500;00016;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
188884;09229;Nava de Roa;09;Burgos;229;221;De 101 a 500;00010;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
611642;34231;Villarrabé;34;Palencia;231;218;De 101 a 500;00058;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
645388;37162;Horcajo Medianero;37;Salamanca;162;218;De 101 a 500;00022;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
74398;05166;Navarredondilla;05;Ávila;166;217;De 101 a 500;00020;PLAZA;CAUDILLO;PLAZA CAUDILLO;Plaza Caudillo;Francisco Franco
202244;10088;Guijo de Coria;10;Cáceres;088;216;De 101 a 500;00049;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
644187;37131;Frades de la Sierra;37;Salamanca;131;214;De 101 a 500;00015;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
644189;37131;Frades de la Sierra;37;Salamanca;131;214;De 101 a 500;00017;CALLE;GENERAL QUEIPO DE LLANO;CALLE GENERAL QUEIPO DE LLANO;Calle General Queipo de Llano;Gonzalo Queipo de Llano
644190;37131;Frades de la Sierra;37;Salamanca;131;214;De 101 a 500;00018;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
644191;37131;Frades de la Sierra;37;Salamanca;131;214;De 101 a 500;00019;CALLE;GENERAL VARELA;CALLE GENERAL VARELA;Calle General Varela;José Enrique Varela
644192;37131;Frades de la Sierra;37;Salamanca;131;214;De 101 a 500;00020;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
644198;37131;Frades de la Sierra;37;Salamanca;131;214;De 101 a 500;00026;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
644188;37131;Frades de la Sierra;37;Salamanca;131;214;De 101 a 500;00016;CALLE;GENERAL MOSCARDO;CALLE GENERAL MOSCARDO;Calle General Moscardó;José Moscardó
609117;34114;Olmos de Ojeda;34;Palencia;114;213;De 101 a 500;00041;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
781741;45164;Sotillo de las Palomas;45;Toledo;164;213;De 101 a 500;00013;AVDA;GENERALISIMO;AVDA GENERALISIMO;Avda. Generalísimo;Francisco Franco
781755;45164;Sotillo de las Palomas;45;Toledo;164;213;De 101 a 500;00029;CALLE;GENERALISIMO;CALLE GENERALISIMO;Calle Generalísimo;Francisco Franco
300341;16174;Puebla del Salvador;16;Cuenca;174;211;De 101 a 500;00034;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
429498;24226;Villaselán;24;León;226;210;De 101 a 500;00006;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
429499;24226;Villaselán;24;León;226;210;De 101 a 500;00007;CALLE;GENERAL SANJURJO;CALLE GENERAL SANJURJO;Calle General Sanjurjo;José Sanjurjo
429516;24226;Villaselán;24;León;226;210;De 101 a 500;00038;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
429519;24226;Villaselán;24;León;226;210;De 101 a 500;00045;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
653663;37367;Villasbuenas;37;Salamanca;367;209;De 101 a 500;00010;CALLE;GENERALISIMO FRANCO;CALLE GENERALISIMO FRANCO;Calle Generalísimo Franco;Francisco Franco
653665;37367;Villasbuenas;37;Salamanca;367;209;De 101 a 500;00012;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
835146;47181;Valdenebro de los Valles;47;Valladolid;181;208;De 101 a 500;00057;AVDA;JOSE ANTONIO;AVDA JOSE ANTONIO;Avda. José Antonio;José Antonio Primo de Rivera
849500;49115;Mayalde;49;Zamora;115;207;De 101 a 500;00028;CALLE;JOSE ANTONIO;CALLE JOSE ANTONIO;Calle José Antonio;José Antonio Primo de Rivera
646799;37200;Montejo;37;Salamanca;200;206;De 101 a 500;00009;PLAZA;GENERAL FRANCO;PLAZA GENERAL FRANCO;Plaza General Franco;Francisco Franco
646800;37200;Montejo;37;Salamanca;200;206;De 101 a 500;00010;PLAZA;GENERAL MOLA;PLAZA GENERAL MOLA;Plaza General Mola;Emilio Mola
646809;37200;Montejo;37;Salamanca;200;206;De 101 a 500;00019;CALLE;QUEIPO DE LLANO;CALLE QUEIPO DE LLANO;Calle Queipo de Llano;Gonzalo Queipo de Llano
358627;19032;Anguita;19;Guadalajara;032;205;De 101 a 500;00014;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
199782;10052;Casas de Don Antonio;10;Cáceres;052;204;De 101 a 500;00002;CALLE;GENERAL FRANCO;CALLE GENERAL FRANCO;Calle General Franco;Francisco Franco
199787;10052;Casas de Don Antonio;10;Cáceres;052;204;De 101 a 500;00010;PLAZA;JOSE ANTONIO;PLAZA JOSE ANTONIO;Plaza José Antonio;José Antonio Primo de Rivera
199798;10052;Casas de Don Antonio;10;Cáceres;052;204;De 101 a 500;00031;CALLE;GENERAL MOLA;CALLE GENERAL MOLA;Calle General Mola;Emilio Mola
465509;28024;Braojos;28;Madrid;024;203;De 101 a 500;00032;CALLE;GENERAL MOLA (DEL);CALLE GENERAL MOLA (DEL);Calle del General Mola;Emilio Mola
465510;28024;Braojos;28;Madrid;024;203;De 101 a 500;00033;CALLE;GENERALISIMO (DEL);CALLE GENERALISIMO (DEL);Calle del Generalísimo;Francisco Franco
