ano,idmun,municipality,province,inmigrations,emigrations,net_migration
1988,01036,Laudio/Llodio,Álava,130,312,-182
1988,01059,Vitoria-Gasteiz,Álava,2268,1751,517
1988,02003,Albacete,Albacete,1090,1227,-137
1988,02009,Almansa,Albacete,261,188,73
1988,02037,Hellín,Albacete,193,339,-146
1988,02069,La Roda,Albacete,75,91,-16
1988,02081,Villarrobledo,Albacete,104,191,-87
1988,03009,Alcoy/Alcoi,Alicante,243,359,-116
1988,03014,Alicante/Alacant,Alicante,2953,1768,1185
1988,03015,Almoradí,Alicante,92,62,30
1988,03018,Altea,Alicante,143,56,87
1988,03019,Aspe,Alicante,32,55,-23
1988,03031,Benidorm,Alicante,1327,466,861
1988,03047,Calp,Alicante,245,106,139
1988,03049,Callosa de Segura,Alicante,54,56,-2
1988,03050,El Campello,Alicante,141,89,52
1988,03056,Cocentaina,Alicante,63,50,13
1988,03059,Crevillent,Alicante,93,53,40
1988,03063,Dénia,Alicante,426,221,205
1988,03065,Elche/Elx,Alicante,853,588,265
1988,03066,Elda,Alicante,211,177,34
1988,03079,Ibi,Alicante,123,102,21
1988,03082,Jávea/Xàbia,Alicante,245,95,150
1988,03089,Monóvar/Monòver,Alicante,21,18,3
1988,03093,Novelda,Alicante,85,87,-2
1988,03099,Orihuela,Alicante,133,364,-231
1988,03104,Petrer,Alicante,74,76,-2
1988,03119,Sant Joan d'Alacant,Alicante,178,88,90
1988,03121,Santa Pola,Alicante,285,55,230
1988,03122,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,194,145,49
1988,03133,Torrevieja,Alicante,981,203,778
1988,03139,Villajoyosa/La Vila Joiosa,Alicante,258,181,77
1988,03140,Villena,Alicante,129,134,-5
1988,04003,Adra,Almería,169,178,-9
1988,04006,Albox,Almería,27,61,-34
1988,04013,Almería,Almería,1254,1256,-2
1988,04029,Berja,Almería,93,58,35
1988,04053,Huércal-Overa,Almería,136,137,-1
1988,04066,Níjar,Almería,78,57,21
1988,04079,Roquetas de Mar,Almería,761,276,485
1988,04102,Vícar,Almería,239,84,155
1988,04902,El Ejido,Almería,626,254,372
1988,05019,Ávila,Ávila,523,528,-5
1988,06011,Almendralejo,Badajoz,130,306,-176
1988,06014,Azuaga,Badajoz,37,90,-53
1988,06015,Badajoz,Badajoz,829,1368,-539
1988,06044,Don Benito,Badajoz,233,271,-38
1988,06083,Mérida,Badajoz,502,618,-116
1988,06088,Montijo,Badajoz,108,120,-12
1988,06095,Olivenza,Badajoz,57,120,-63
1988,06149,Villafranca de los Barros,Badajoz,54,80,-26
1988,06153,Villanueva de la Serena,Badajoz,106,269,-163
1988,06158,Zafra,Badajoz,106,136,-30
1988,07011,Calvià,Baleares,950,297,653
1988,07015,Ciutadella de Menorca,Baleares,469,174,295
1988,07022,Felanitx,Baleares,344,48,296
1988,07026,Eivissa,Baleares,1202,572,630
1988,07027,Inca,Baleares,111,37,74
1988,07031,Llucmajor,Baleares,302,143,159
1988,07032,Maó-Mahón,Baleares,671,307,364
1988,07033,Manacor,Baleares,672,165,507
1988,07036,Marratxí,Baleares,77,33,44
1988,07040,Palma,Baleares,5676,2495,3181
1988,07042,Pollença,Baleares,240,87,153
1988,07044,Sa Pobla,Baleares,90,36,54
1988,07046,Sant Antoni de Portmany,Baleares,521,264,257
1988,07054,Santa Eulària des Riu,Baleares,565,227,338
1988,07061,Sóller,Baleares,53,38,15
1988,08006,Arenys de Mar,Barcelona,73,56,17
1988,08015,Badalona,Barcelona,1042,1114,-72
1988,08019,Barcelona,Barcelona,5477,9544,-4067
1988,08022,Berga,Barcelona,69,94,-25
1988,08033,Caldes de Montbui,Barcelona,41,36,5
1988,08035,Calella,Barcelona,139,91,48
1988,08041,Canovelles,Barcelona,107,47,60
1988,08051,Castellar del Vallès,Barcelona,65,37,28
1988,08056,Castelldefels,Barcelona,390,278,112
1988,08073,Cornellà de Llobregat,Barcelona,407,558,-151
1988,08076,Esparreguera,Barcelona,78,48,30
1988,08077,Esplugues de Llobregat,Barcelona,230,298,-68
1988,08089,Gavà,Barcelona,427,253,174
1988,08096,Granollers,Barcelona,318,228,90
1988,08101,L'Hospitalet de Llobregat,Barcelona,1093,1605,-512
1988,08102,Igualada,Barcelona,122,125,-3
1988,08105,La Llagosta,Barcelona,81,73,8
1988,08110,Malgrat de Mar,Barcelona,99,55,44
1988,08112,Manlleu,Barcelona,107,43,64
1988,08113,Manresa,Barcelona,201,284,-83
1988,08114,Martorell,Barcelona,78,136,-58
1988,08118,El Masnou,Barcelona,119,82,37
1988,08121,Mataró,Barcelona,492,423,69
1988,08123,Molins de Rei,Barcelona,45,103,-58
1988,08124,Mollet del Vallès,Barcelona,266,232,34
1988,08125,Montcada i Reixac,Barcelona,144,126,18
1988,08136,Montornès del Vallès,Barcelona,54,49,5
1988,08147,Olesa de Montserrat,Barcelona,70,86,-16
1988,08159,Parets del Vallès,Barcelona,77,40,37
1988,08163,Pineda de Mar,Barcelona,185,128,57
1988,08169,El Prat de Llobregat,Barcelona,382,557,-175
1988,08172,Premià de Mar,Barcelona,186,168,18
1988,08180,Ripollet,Barcelona,230,162,68
1988,08184,Rubí,Barcelona,370,323,47
1988,08187,Sabadell,Barcelona,749,790,-41
1988,08194,Sant Adrià de Besòs,Barcelona,141,206,-65
1988,08196,Sant Andreu de la Barca,Barcelona,99,123,-24
1988,08200,Sant Boi de Llobregat,Barcelona,317,470,-153
1988,08202,Sant Celoni,Barcelona,66,52,14
1988,08205,Sant Cugat del Vallès,Barcelona,266,252,14
1988,08211,Sant Feliu de Llobregat,Barcelona,153,222,-69
1988,08217,Sant Joan Despí,Barcelona,150,166,-16
1988,08219,Vilassar de Mar,Barcelona,64,69,-5
1988,08221,Sant Just Desvern,Barcelona,43,62,-19
1988,08231,Sant Pere de Ribes,Barcelona,136,50,86
1988,08245,Santa Coloma de Gramenet,Barcelona,666,855,-189
1988,08252,Barberà del Vallès,Barcelona,200,242,-42
1988,08260,Santa Perpètua de Mogoda,Barcelona,104,82,22
1988,08263,Sant Vicenç dels Horts,Barcelona,81,110,-29
1988,08266,Cerdanyola del Vallès,Barcelona,297,402,-105
1988,08270,Sitges,Barcelona,103,53,50
1988,08279,Terrassa,Barcelona,446,673,-227
1988,08285,Torelló,Barcelona,42,39,3
1988,08298,Vic,Barcelona,139,98,41
1988,08301,Viladecans,Barcelona,319,331,-12
1988,08305,Vilafranca del Penedès,Barcelona,141,177,-36
1988,08307,Vilanova i la Geltrú,Barcelona,244,315,-71
1988,09018,Aranda de Duero,Burgos,227,304,-77
1988,09059,Burgos,Burgos,1034,1411,-377
1988,09219,Miranda de Ebro,Burgos,363,496,-133
1988,10037,Cáceres,Cáceres,646,723,-77
1988,10067,Coria,Cáceres,92,169,-77
1988,10131,Navalmoral de la Mata,Cáceres,261,228,33
1988,10148,Plasencia,Cáceres,333,394,-61
1988,11004,Algeciras,Cádiz,951,868,83
1988,11006,Arcos de la Frontera,Cádiz,71,228,-157
1988,11007,Barbate,Cádiz,173,283,-110
1988,11008,Los Barrios,Cádiz,106,74,32
1988,11012,Cádiz,Cádiz,801,1102,-301
1988,11014,Conil de la Frontera,Cádiz,44,41,3
1988,11015,Chiclana de la Frontera,Cádiz,231,179,52
1988,11016,Chipiona,Cádiz,112,66,46
1988,11020,Jerez de la Frontera,Cádiz,857,1569,-712
1988,11022,La Línea de la Concepción,Cádiz,330,469,-139
1988,11023,Medina-Sidonia,Cádiz,70,106,-36
1988,11027,El Puerto de Santa María,Cádiz,663,500,163
1988,11028,Puerto Real,Cádiz,127,110,17
1988,11030,Rota,Cádiz,113,148,-35
1988,11031,San Fernando,Cádiz,550,752,-202
1988,11032,Sanlúcar de Barrameda,Cádiz,251,250,1
1988,11033,San Roque,Cádiz,157,211,-54
1988,11035,Tarifa,Cádiz,127,154,-27
1988,11038,Ubrique,Cádiz,64,86,-22
1988,11039,Vejer de la Frontera,Cádiz,34,84,-50
1988,11041,Villamartín,Cádiz,50,90,-40
1988,12009,Almassora,Castellón,54,54,0
1988,12027,Benicarló,Castellón,204,132,72
1988,12032,Borriana/Burriana,Castellón,144,116,28
1988,12040,Castellón de la Plana/Castelló de la Plana,Castellón,1673,770,903
1988,12082,Nules,Castellón,67,32,35
1988,12084,Onda,Castellón,69,38,31
1988,12126,La Vall d'Uixó,Castellón,148,94,54
1988,12135,Vila-real,Castellón,244,121,123
1988,12138,Vinaròs,Castellón,292,147,145
1988,13005,Alcázar de San Juan,Ciudad Real,234,345,-111
1988,13023,Bolaños de Calatrava,Ciudad Real,26,21,5
1988,13028,Campo de Criptana,Ciudad Real,80,80,0
1988,13034,Ciudad Real,Ciudad Real,644,649,-5
1988,13039,Daimiel,Ciudad Real,54,170,-116
1988,13053,Manzanares,Ciudad Real,222,227,-5
1988,13071,Puertollano,Ciudad Real,484,799,-315
1988,13078,Socuéllamos,Ciudad Real,84,161,-77
1988,13079,La Solana,Ciudad Real,26,63,-37
1988,13082,Tomelloso,Ciudad Real,148,181,-33
1988,13087,Valdepeñas,Ciudad Real,182,243,-61
1988,14002,Aguilar de la Frontera,Córdoba,39,81,-42
1988,14007,Baena,Córdoba,102,163,-61
1988,14013,Cabra,Córdoba,124,199,-75
1988,14021,Córdoba,Córdoba,2048,2727,-679
1988,14038,Lucena,Córdoba,237,205,32
1988,14042,Montilla,Córdoba,119,220,-101
1988,14049,Palma del Río,Córdoba,129,231,-102
1988,14052,Peñarroya-Pueblonuevo,Córdoba,95,137,-42
1988,14054,Pozoblanco,Córdoba,101,118,-17
1988,14055,Priego de Córdoba,Córdoba,161,210,-49
1988,14056,Puente Genil,Córdoba,184,284,-100
1988,14058,Rute,Córdoba,115,135,-20
1988,14069,Villanueva de Córdoba,Córdoba,120,77,43
1988,15005,Arteixo,A Coruña,73,82,-9
1988,15009,Betanzos,A Coruña,44,36,8
1988,15011,Boiro,A Coruña,50,98,-48
1988,15017,Cambre,A Coruña,108,56,52
1988,15019,Carballo,A Coruña,46,81,-35
1988,15029,Coristanco,A Coruña,19,41,-22
1988,15030,A Coruña,A Coruña,1793,1491,302
1988,15031,Culleredo,A Coruña,47,46,1
1988,15035,Fene,A Coruña,33,127,-94
1988,15036,Ferrol,A Coruña,422,934,-512
1988,15041,A Laracha,A Coruña,18,25,-7
1988,15053,Muros,A Coruña,13,91,-78
1988,15054,Narón,A Coruña,132,283,-151
1988,15057,Noia,A Coruña,49,74,-25
1988,15058,Oleiros,A Coruña,172,86,86
1988,15059,Ordes,A Coruña,29,51,-22
1988,15061,Ortigueira,A Coruña,22,57,-35
1988,15062,Outes,A Coruña,7,25,-18
1988,15065,Padrón,A Coruña,43,68,-25
1988,15067,A Pobra do Caramiñal,A Coruña,28,36,-8
1988,15070,As Pontes de García Rodríguez,A Coruña,105,133,-28
1988,15071,Porto do Son,A Coruña,22,57,-35
1988,15072,Rianxo,A Coruña,13,87,-74
1988,15073,Ribeira,A Coruña,126,101,25
1988,15077,Santa Comba,A Coruña,13,26,-13
1988,15078,Santiago de Compostela,A Coruña,681,644,37
1988,15082,Teo,A Coruña,85,41,44
1988,16078,Cuenca,Cuenca,458,493,-35
1988,16203,Tarancón,Cuenca,137,118,19
1988,17015,Banyoles,Girona,151,61,90
1988,17023,Blanes,Girona,596,273,323
1988,17066,Figueres,Girona,627,306,321
1988,17079,Girona,Girona,807,544,263
1988,17095,Lloret de Mar,Girona,685,325,360
1988,17114,Olot,Girona,293,154,139
1988,17117,Palafrugell,Girona,320,170,150
1988,17118,Palamós,Girona,159,77,82
1988,17147,Ripoll,Girona,102,158,-56
1988,17152,Roses,Girona,324,123,201
1988,17155,Salt,Girona,268,129,139
1988,17160,Sant Feliu de Guíxols,Girona,315,99,216
1988,18017,Almuñécar,Granada,129,137,-8
1988,18021,Armilla,Granada,76,74,2
1988,18023,Baza,Granada,130,270,-140
1988,18087,Granada,Granada,3024,2256,768
1988,18089,Guadix,Granada,162,274,-112
1988,18098,Huéscar,Granada,117,163,-46
1988,18102,Illora,Granada,94,70,24
1988,18122,Loja,Granada,160,139,21
1988,18127,Maracena,Granada,103,87,16
1988,18140,Motril,Granada,427,353,74
1988,18158,Pinos Puente,Granada,110,77,33
1988,18175,Santa Fe,Granada,86,81,5
1988,19046,Azuqueca de Henares,Guadalajara,202,179,23
1988,19130,Guadalajara,Guadalajara,815,938,-123
1988,20009,Andoain,Guipúzcoa,59,212,-153
1988,20017,Azkoitia,Guipúzcoa,19,57,-38
1988,20018,Azpeitia,Guipúzcoa,33,55,-22
1988,20019,Beasain,Guipúzcoa,44,96,-52
1988,20030,Eibar,Guipúzcoa,142,526,-384
1988,20032,Elgoibar,Guipúzcoa,35,121,-86
1988,20036,Hondarribia,Guipúzcoa,57,79,-22
1988,20040,Hernani,Guipúzcoa,40,222,-182
1988,20045,Irun,Guipúzcoa,328,633,-305
1988,20051,Legazpi,Guipúzcoa,29,118,-89
1988,20055,Arrasate/Mondragón,Guipúzcoa,127,309,-182
1988,20059,Oñati,Guipúzcoa,20,73,-53
1988,20064,Pasaia,Guipúzcoa,55,208,-153
1988,20067,Errenteria,Guipúzcoa,137,653,-516
1988,20069,Donostia/San Sebastián,Guipúzcoa,775,1863,-1088
1988,20071,Tolosa,Guipúzcoa,71,123,-52
1988,20074,Bergara,Guipúzcoa,46,110,-64
1988,20079,Zarautz,Guipúzcoa,75,143,-68
1988,20080,Zumarraga,Guipúzcoa,46,143,-97
1988,20902,Lasarte-Oria,Guipúzcoa,55,307,-252
1988,21005,Almonte,Huelva,339,87,252
1988,21010,Ayamonte,Huelva,156,116,40
1988,21013,Bollullos Par del Condado,Huelva,34,32,2
1988,21021,Cartaya,Huelva,119,72,47
1988,21041,Huelva,Huelva,720,844,-124
1988,21042,Isla Cristina,Huelva,151,84,67
1988,21044,Lepe,Huelva,135,65,70
1988,21050,Moguer,Huelva,144,58,86
1988,21072,Valverde del Camino,Huelva,46,40,6
1988,22048,Barbastro,Huesca,83,138,-55
1988,22112,Fraga,Huesca,140,127,13
1988,22125,Huesca,Huesca,443,469,-26
1988,22130,Jaca,Huesca,133,146,-13
1988,22158,Monzón,Huesca,126,116,10
1988,23002,Alcalá la Real,Jaén,218,298,-80
1988,23003,Alcaudete,Jaén,76,190,-114
1988,23005,Andújar,Jaén,238,468,-230
1988,23009,Baeza,Jaén,73,70,3
1988,23010,Bailén,Jaén,57,143,-86
1988,23024,La Carolina,Jaén,61,190,-129
1988,23050,Jaén,Jaén,514,829,-315
1988,23053,Jódar,Jaén,125,195,-70
1988,23055,Linares,Jaén,456,818,-362
1988,23060,Martos,Jaén,135,142,-7
1988,23086,Torredelcampo,Jaén,63,46,17
1988,23087,Torredonjimeno,Jaén,68,67,1
1988,23092,Úbeda,Jaén,240,317,-77
1988,23095,Villacarrillo,Jaén,115,153,-38
1988,24008,Astorga,León,100,169,-69
1988,24014,Bembibre,León,94,188,-94
1988,24089,León,León,902,1546,-644
1988,24115,Ponferrada,León,465,621,-156
1988,24142,San Andrés del Rabanedo,León,166,149,17
1988,24202,Villablino,León,81,153,-72
1988,25040,Balaguer,Lleida,92,79,13
1988,25120,Lleida,Lleida,865,1066,-201
1988,25203,La Seu d'Urgell,Lleida,262,140,122
1988,25217,Tàrrega,Lleida,112,109,3
1988,26018,Arnedo,La Rioja,36,58,-22
1988,26036,Calahorra,La Rioja,136,158,-22
1988,26089,Logroño,La Rioja,1641,1239,402
1988,27013,Cervo,Lugo,127,106,21
1988,27016,Chantada,Lugo,58,80,-22
1988,27028,Lugo,Lugo,529,461,68
1988,27031,Monforte de Lemos,Lugo,135,196,-61
1988,27057,Sarria,Lugo,63,58,5
1988,27065,Vilalba,Lugo,75,92,-17
1988,27066,Viveiro,Lugo,79,124,-45
1988,28005,Alcalá de Henares,Madrid,1683,1271,412
1988,28006,Alcobendas,Madrid,513,353,160
1988,28007,Alcorcón,Madrid,996,814,182
1988,28013,Aranjuez,Madrid,342,292,50
1988,28014,Arganda del Rey,Madrid,168,114,54
1988,28022,Boadilla del Monte,Madrid,106,53,53
1988,28040,Ciempozuelos,Madrid,73,46,27
1988,28045,Colmenar Viejo,Madrid,687,257,430
1988,28047,Collado Villalba,Madrid,532,193,339
1988,28049,Coslada,Madrid,388,384,4
1988,28058,Fuenlabrada,Madrid,2325,851,1474
1988,28065,Getafe,Madrid,1008,750,258
1988,28074,Leganés,Madrid,776,770,6
1988,28079,Madrid,Madrid,19786,17961,1825
1988,28080,Majadahonda,Madrid,532,274,258
1988,28084,Mejorada del Campo,Madrid,108,68,40
1988,28092,Móstoles,Madrid,1625,1388,237
1988,28106,Parla,Madrid,584,407,177
1988,28113,Pinto,Madrid,175,106,69
1988,28115,Pozuelo de Alarcón,Madrid,281,216,65
1988,28127,Las Rozas de Madrid,Madrid,716,213,503
1988,28130,San Fernando de Henares,Madrid,116,181,-65
1988,28134,San Sebastián de los Reyes,Madrid,335,305,30
1988,28148,Torrejón de Ardoz,Madrid,649,532,117
1988,28161,Valdemoro,Madrid,668,273,395
1988,28181,Villaviciosa de Odón,Madrid,93,52,41
1988,29007,Alhaurín de la Torre,Málaga,107,25,82
1988,29008,Alhaurín el Grande,Málaga,19,35,-16
1988,29012,Álora,Málaga,58,32,26
1988,29015,Antequera,Málaga,169,219,-50
1988,29017,Archidona,Málaga,57,70,-13
1988,29025,Benalmádena,Málaga,357,110,247
1988,29038,Cártama,Málaga,37,18,19
1988,29042,Coín,Málaga,59,42,17
1988,29051,Estepona,Málaga,649,210,439
1988,29054,Fuengirola,Málaga,875,302,573
1988,29067,Málaga,Málaga,3399,2331,1068
1988,29069,Marbella,Málaga,1476,553,923
1988,29070,Mijas,Málaga,245,78,167
1988,29075,Nerja,Málaga,134,55,79
1988,29082,Rincón de la Victoria,Málaga,212,34,178
1988,29084,Ronda,Málaga,211,384,-173
1988,29091,Torrox,Málaga,52,26,26
1988,29094,Vélez-Málaga,Málaga,474,237,237
1988,30002,Abarán,Murcia,14,35,-21
1988,30003,Águilas,Murcia,406,234,172
1988,30005,Alcantarilla,Murcia,193,128,65
1988,30008,Alhama de Murcia,Murcia,58,46,12
1988,30009,Archena,Murcia,56,62,-6
1988,30012,Bullas,Murcia,20,18,2
1988,30015,Caravaca de la Cruz,Murcia,82,123,-41
1988,30016,Cartagena,Murcia,1197,1345,-148
1988,30017,Cehegín,Murcia,54,68,-14
1988,30019,Cieza (Murcia),Murcia,78,98,-20
1988,30022,Jumilla,Murcia,109,136,-27
1988,30024,Lorca,Murcia,379,376,3
1988,30026,Mazarrón,Murcia,144,150,-6
1988,30027,Molina de Segura,Murcia,284,156,128
1988,30028,Moratalla,Murcia,47,57,-10
1988,30029,Mula,Murcia,35,28,7
1988,30030,Murcia,Murcia,1456,1338,118
1988,30035,San Javier,Murcia,376,258,118
1988,30036,San Pedro del Pinatar,Murcia,378,156,222
1988,30037,Torre-Pacheco,Murcia,160,69,91
1988,30038,Las Torres de Cotillas,Murcia,103,63,40
1988,30039,Totana,Murcia,72,49,23
1988,30041,La Unión,Murcia,79,62,17
1988,30043,Yecla,Murcia,158,159,-1
1988,31016,Ansoáin/Antsoain,Navarra,51,60,-9
1988,31060,Burlada/Burlata,Navarra,97,65,32
1988,31097,Estella-Lizarra,Navarra,74,81,-7
1988,31201,Pamplona/Iruña,Navarra,1447,1049,398
1988,31227,Tafalla,Navarra,35,64,-29
1988,31232,Tudela,Navarra,241,235,6
1988,31901,Barañain,Navarra,158,137,21
1988,32009,O Barco de Valdeorras,Ourense,118,82,36
1988,32019,O Carballiño,Ourense,49,90,-41
1988,32032,Xinzo de Limia,Ourense,38,60,-22
1988,32054,Ourense,Ourense,575,814,-239
1988,32085,Verín,Ourense,107,119,-12
1988,33002,Aller,Asturias,27,56,-29
1988,33004,Avilés,Asturias,283,487,-204
1988,33011,Cangas del Narcea,Asturias,61,87,-26
1988,33014,Carreño,Asturias,20,32,-12
1988,33016,Castrillón,Asturias,59,86,-27
1988,33020,Corvera de Asturias,Asturias,37,63,-26
1988,33024,Gijón,Asturias,1217,1342,-125
1988,33025,Gozón,Asturias,13,24,-11
1988,33026,Grado,Asturias,23,18,5
1988,33031,Langreo,Asturias,95,263,-168
1988,33032,Laviana,Asturias,22,16,6
1988,33033,Lena,Asturias,38,76,-38
1988,33034,Valdés,Asturias,36,80,-44
1988,33035,Llanera,Asturias,30,32,-2
1988,33036,Llanes,Asturias,59,80,-21
1988,33037,Mieres (Asturias),Asturias,55,222,-167
1988,33044,Oviedo,Asturias,1032,1159,-127
1988,33049,Piloña,Asturias,6,17,-11
1988,33051,Pravia,Asturias,14,41,-27
1988,33060,San Martín del Rey Aurelio,Asturias,27,90,-63
1988,33066,Siero,Asturias,139,80,59
1988,33073,Tineo,Asturias,24,26,-2
1988,33076,Villaviciosa,Asturias,39,25,14
1988,34120,Palencia,Palencia,717,836,-119
1988,35002,Agüimes,Las Palmas,114,60,54
1988,35004,Arrecife,Las Palmas,1512,744,768
1988,35006,Arucas,Las Palmas,72,44,28
1988,35009,Gáldar,Las Palmas,27,10,17
1988,35011,Ingenio,Las Palmas,50,24,26
1988,35016,Las Palmas de Gran Canaria,Las Palmas,4146,2626,1520
1988,35017,Puerto del Rosario,Las Palmas,764,240,524
1988,35019,San Bartolomé de Tirajana,Las Palmas,651,227,424
1988,35021,Santa Brígida,Las Palmas,59,28,31
1988,35022,Santa Lucía de Tirajana,Las Palmas,232,73,159
1988,35023,Santa María de Guía de Gran Canaria,Las Palmas,27,19,8
1988,35026,Telde,Las Palmas,318,196,122
1988,35027,Teror,Las Palmas,16,9,7
1988,36003,Baiona,Pontevedra,28,31,-3
1988,36004,Bueu,Pontevedra,29,29,0
1988,36006,Cambados,Pontevedra,38,71,-33
1988,36008,Cangas,Pontevedra,58,63,-5
1988,36017,A Estrada,Pontevedra,54,102,-48
1988,36021,Gondomar,Pontevedra,27,25,2
1988,36022,O Grove,Pontevedra,35,78,-43
1988,36023,A Guarda,Pontevedra,32,27,5
1988,36024,Lalín,Pontevedra,97,81,16
1988,36026,Marín,Pontevedra,117,160,-43
1988,36029,Moaña,Pontevedra,32,43,-11
1988,36033,Mos,Pontevedra,10,63,-53
1988,36035,Nigrán,Pontevedra,33,35,-2
1988,36038,Pontevedra,Pontevedra,543,538,5
1988,36039,O Porriño,Pontevedra,46,85,-39
1988,36041,Poio,Pontevedra,81,85,-4
1988,36042,Ponteareas,Pontevedra,74,165,-91
1988,36045,Redondela,Pontevedra,73,132,-59
1988,36051,Sanxenxo,Pontevedra,46,36,10
1988,36052,Silleda,Pontevedra,34,42,-8
1988,36054,Tomiño,Pontevedra,23,55,-32
1988,36055,Tui,Pontevedra,59,200,-141
1988,36057,Vigo,Pontevedra,1658,1583,75
1988,36060,Vilagarcía de Arousa,Pontevedra,228,240,-12
1988,36061,Vilanova de Arousa,Pontevedra,32,97,-65
1988,37046,Béjar,Salamanca,89,176,-87
1988,37107,Ciudad Rodrigo,Salamanca,111,173,-62
1988,37274,Salamanca,Salamanca,1526,1902,-376
1988,38006,Arona,Santa Cruz de Tenerife,1350,279,1071
1988,38017,Granadilla de Abona,Santa Cruz de Tenerife,525,216,309
1988,38019,Guía de Isora,Santa Cruz de Tenerife,201,63,138
1988,38020,Güímar,Santa Cruz de Tenerife,71,29,42
1988,38022,Icod de los Vinos,Santa Cruz de Tenerife,47,17,30
1988,38023,San Cristóbal de La Laguna,Santa Cruz de Tenerife,432,370,62
1988,38024,Los Llanos de Aridane,Santa Cruz de Tenerife,103,82,21
1988,38026,La Orotava,Santa Cruz de Tenerife,76,49,27
1988,38028,Puerto de la Cruz,Santa Cruz de Tenerife,237,124,113
1988,38031,Los Realejos,Santa Cruz de Tenerife,56,61,-5
1988,38037,Santa Cruz de la Palma,Santa Cruz de Tenerife,246,175,71
1988,38038,Santa Cruz de Tenerife,Santa Cruz de Tenerife,2203,1481,722
1988,38043,Tacoronte,Santa Cruz de Tenerife,36,27,9
1988,39008,El Astillero,Cantabria,49,49,0
1988,39016,Camargo,Cantabria,88,49,39
1988,39020,Castro-Urdiales,Cantabria,213,133,80
1988,39035,Laredo,Cantabria,97,123,-26
1988,39059,Reinosa,Cantabria,47,146,-99
1988,39075,Santander,Cantabria,1176,1159,17
1988,39079,Santoña,Cantabria,51,94,-43
1988,39087,Torrelavega,Cantabria,117,283,-166
1988,40194,Segovia,Segovia,580,468,112
1988,41004,Alcalá de Guadaíra,Sevilla,222,204,18
1988,41007,La Algaba,Sevilla,19,20,-1
1988,41011,Arahal,Sevilla,42,48,-6
1988,41018,Brenes,Sevilla,40,45,-5
1988,41020,Las Cabezas de San Juan,Sevilla,105,107,-2
1988,41021,Camas,Sevilla,128,83,45
1988,41024,Carmona,Sevilla,94,115,-21
1988,41029,Castilleja de la Cuesta,Sevilla,128,90,38
1988,41034,Coria del Río,Sevilla,69,98,-29
1988,41038,Dos Hermanas,Sevilla,809,391,418
1988,41039,Écija,Sevilla,236,219,17
1988,41041,Estepa,Sevilla,80,43,37
1988,41053,Lebrija,Sevilla,197,152,45
1988,41055,Lora del Río,Sevilla,93,140,-47
1988,41058,Mairena del Alcor,Sevilla,23,29,-6
1988,41059,Mairena del Aljarafe,Sevilla,294,94,200
1988,41060,Marchena,Sevilla,80,74,6
1988,41065,Morón de la Frontera,Sevilla,189,437,-248
1988,41068,Osuna,Sevilla,73,100,-27
1988,41069,Los Palacios y Villafranca,Sevilla,99,45,54
1988,41075,Pilas,Sevilla,35,21,14
1988,41077,La Puebla de Cazalla,Sevilla,99,165,-66
1988,41079,La Puebla del Río,Sevilla,59,71,-12
1988,41081,La Rinconada,Sevilla,104,106,-2
1988,41086,San Juan de Aznalfarache,Sevilla,148,141,7
1988,41091,Sevilla,Sevilla,3978,3292,686
1988,41093,Tomares,Sevilla,194,81,113
1988,41095,Utrera,Sevilla,222,217,5
1988,41102,El Viso del Alcor,Sevilla,26,16,10
1988,42173,Soria,Soria,364,456,-92
1988,43014,Amposta,Tarragona,87,99,-12
1988,43038,Cambrils,Tarragona,361,321,40
1988,43123,Reus,Tarragona,1074,627,447
1988,43136,Sant Carles de la Ràpita,Tarragona,94,67,27
1988,43148,Tarragona,Tarragona,1581,1164,417
1988,43155,Tortosa,Tarragona,222,234,-12
1988,43161,Valls,Tarragona,223,141,82
1988,43163,El Vendrell,Tarragona,437,234,203
1988,43171,Vila-seca,Tarragona,477,325,152
1988,43901,Deltebre,Tarragona,36,22,14
1988,44013,Alcañiz,Teruel,90,184,-94
1988,44216,Teruel,Teruel,309,461,-152
1988,45053,Consuegra,Toledo,73,95,-22
1988,45087,Madridejos,Toledo,46,128,-82
1988,45165,Talavera de la Reina,Toledo,559,658,-99
1988,45168,Toledo,Toledo,626,633,-7
1988,46005,Alaquàs,Valencia,85,85,0
1988,46013,Alboraya,Valencia,47,31,16
1988,46017,Alzira,Valencia,170,178,-8
1988,46019,L'Alcúdia,Valencia,35,20,15
1988,46021,Aldaia,Valencia,74,82,-8
1988,46022,Alfafar,Valencia,101,76,25
1988,46029,Algemesí,Valencia,69,139,-70
1988,46031,Alginet,Valencia,45,30,15
1988,46054,Benetússer,Valencia,54,57,-3
1988,46060,Benifaió,Valencia,7,43,-36
1988,46078,Burjassot,Valencia,143,193,-50
1988,46081,Canals,Valencia,12,23,-11
1988,46083,Carcaixent,Valencia,58,96,-38
1988,46085,Carlet,Valencia,58,51,7
1988,46094,Catarroja,Valencia,54,55,-1
1988,46102,Quart de Poblet,Valencia,110,140,-30
1988,46105,Cullera,Valencia,148,119,29
1988,46110,Xirivella,Valencia,195,140,55
1988,46131,Gandia,Valencia,484,381,103
1988,46145,Xátiva,Valencia,91,117,-26
1988,46147,Llíria,Valencia,74,68,6
1988,46159,Manises,Valencia,99,87,12
