ano,idmun,municipality,province,inmigrations,emigrations,net_migration
1995,24089,León,León,1368,1462,-94
1995,24115,Ponferrada,León,550,628,-78
1995,24142,San Andrés del Rabanedo,León,259,203,56
1995,24202,Villablino,León,96,154,-58
1995,25040,Balaguer,Lleida,63,78,-15
1995,25120,Lleida,Lleida,916,1129,-213
1995,25203,La Seu d'Urgell,Lleida,211,244,-33
1995,25217,Tàrrega,Lleida,170,102,68
1995,26018,Arnedo,La Rioja,129,104,25
1995,26036,Calahorra,La Rioja,234,259,-25
1995,26089,Logroño,La Rioja,1449,1289,160
1995,27016,Chantada,Lugo,69,102,-33
1995,27028,Lugo,Lugo,664,679,-15
1995,27031,Monforte de Lemos,Lugo,162,174,-12
1995,27057,Sarria,Lugo,83,59,24
1995,27065,Vilalba,Lugo,94,75,19
1995,27066,Viveiro,Lugo,126,94,32
1995,28005,Alcalá de Henares,Madrid,1456,2460,-1004
1995,28006,Alcobendas,Madrid,613,623,-10
1995,28007,Alcorcón,Madrid,828,913,-85
1995,28009,Algete,Madrid,66,140,-74
1995,28013,Aranjuez,Madrid,382,393,-11
1995,28014,Arganda del Rey,Madrid,134,214,-80
1995,28022,Boadilla del Monte,Madrid,86,131,-45
1995,28040,Ciempozuelos,Madrid,102,85,17
1995,28045,Colmenar Viejo,Madrid,271,230,41
1995,28047,Collado Villalba,Madrid,611,435,176
1995,28049,Coslada,Madrid,322,515,-193
1995,28058,Fuenlabrada,Madrid,1132,1997,-865
1995,28061,Galapagar,Madrid,191,202,-11
1995,28065,Getafe,Madrid,766,1144,-378
1995,28074,Leganés,Madrid,837,1331,-494
1995,28079,Madrid,Madrid,19898,25496,-5598
1995,28080,Majadahonda,Madrid,372,316,56
1995,28084,Mejorada del Campo,Madrid,63,183,-120
1995,28092,Móstoles,Madrid,1053,1958,-905
1995,28096,Navalcarnero,Madrid,101,128,-27
1995,28106,Parla,Madrid,427,947,-520
1995,28113,Pinto,Madrid,181,168,13
1995,28115,Pozuelo de Alarcón,Madrid,382,394,-12
1995,28123,Rivas-Vaciamadrid,Madrid,103,104,-1
1995,28127,Las Rozas de Madrid,Madrid,499,443,56
1995,28130,San Fernando de Henares,Madrid,169,230,-61
1995,28131,San Lorenzo de El Escorial,Madrid,123,92,31
1995,28134,San Sebastián de los Reyes,Madrid,366,373,-7
1995,28148,Torrejón de Ardoz,Madrid,639,842,-203
1995,28152,Torrelodones,Madrid,90,115,-25
1995,28161,Valdemoro,Madrid,424,245,179
1995,28181,Villaviciosa de Odón,Madrid,99,86,13
1995,28903,Tres Cantos,Madrid,480,293,187
1995,29007,Alhaurín de la Torre,Málaga,133,125,8
1995,29008,Alhaurín el Grande,Málaga,48,53,-5
1995,29012,Álora,Málaga,65,76,-11
1995,29015,Antequera,Málaga,233,174,59
1995,29017,Archidona,Málaga,50,36,14
1995,29025,Benalmádena,Málaga,524,230,294
1995,29038,Cártama,Málaga,29,38,-9
1995,29042,Coín,Málaga,68,72,-4
1995,29051,Estepona,Málaga,574,301,273
1995,29054,Fuengirola,Málaga,818,437,381
1995,29067,Málaga,Málaga,2668,3008,-340
1995,29069,Marbella,Málaga,1583,705,878
1995,29070,Mijas,Málaga,297,158,139
1995,29075,Nerja,Málaga,143,146,-3
1995,29082,Rincón de la Victoria,Málaga,285,136,149
1995,29084,Ronda,Málaga,350,319,31
1995,29091,Torrox,Málaga,40,47,-7
1995,29094,Vélez-Málaga,Málaga,403,296,107
1995,29901,Torremolinos,Málaga,627,373,254
1995,30002,Abarán,Murcia,35,44,-9
1995,30003,Águilas,Murcia,294,210,84
1995,30005,Alcantarilla,Murcia,272,224,48
1995,30008,Alhama de Murcia,Murcia,90,76,14
1995,30009,Archena,Murcia,81,54,27
1995,30012,Bullas,Murcia,23,51,-28
1995,30015,Caravaca de la Cruz,Murcia,194,127,67
1995,30016,Cartagena,Murcia,1810,2045,-235
1995,30017,Cehegín,Murcia,115,84,31
1995,30019,Cieza (Murcia),Murcia,125,118,7
1995,30022,Jumilla,Murcia,119,99,20
1995,30024,Lorca,Murcia,491,410,81
1995,30026,Mazarrón,Murcia,249,119,130
1995,30027,Molina de Segura,Murcia,193,209,-16
1995,30029,Mula,Murcia,60,57,3
1995,30030,Murcia,Murcia,2144,2066,78
1995,30033,Puerto Lumbreras,Murcia,94,102,-8
1995,30035,San Javier,Murcia,504,469,35
1995,30036,San Pedro del Pinatar,Murcia,381,216,165
1995,30037,Torre-Pacheco,Murcia,213,167,46
1995,30038,Las Torres de Cotillas,Murcia,56,68,-12
1995,30039,Totana,Murcia,86,45,41
1995,30041,La Unión,Murcia,82,84,-2
1995,30043,Yecla,Murcia,252,260,-8
1995,31060,Burlada/Burlata,Navarra,126,92,34
1995,31097,Estella-Lizarra,Navarra,91,94,-3
1995,31201,Pamplona/Iruña,Navarra,1449,1137,312
1995,31227,Tafalla,Navarra,57,77,-20
1995,31232,Tudela,Navarra,375,244,131
1995,31901,Barañain,Navarra,186,149,37
1995,32009,O Barco de Valdeorras,Ourense,145,131,14
1995,32019,O Carballiño,Ourense,86,118,-32
1995,32054,Ourense,Ourense,834,1015,-181
1995,32085,Verín,Ourense,142,133,9
1995,33002,Aller,Asturias,54,49,5
1995,33004,Avilés,Asturias,358,569,-211
1995,33011,Cangas del Narcea,Asturias,82,127,-45
1995,33014,Carreño,Asturias,27,45,-18
1995,33016,Castrillón,Asturias,73,134,-61
1995,33020,Corvera de Asturias,Asturias,63,107,-44
1995,33024,Gijón,Asturias,1343,1750,-407
1995,33025,Gozón,Asturias,30,46,-16
1995,33026,Grado,Asturias,29,29,0
1995,33031,Langreo,Asturias,121,217,-96
1995,33032,Laviana,Asturias,28,28,0
1995,33033,Lena,Asturias,45,89,-44
1995,33034,Valdés,Asturias,82,73,9
1995,33035,Llanera,Asturias,83,41,42
1995,33036,Llanes,Asturias,98,97,1
1995,33037,Mieres (Asturias),Asturias,173,262,-89
1995,33044,Oviedo,Asturias,1154,1229,-75
1995,33060,San Martín del Rey Aurelio,Asturias,37,82,-45
1995,33066,Siero,Asturias,229,144,85
1995,33073,Tineo,Asturias,32,29,3
1995,33076,Villaviciosa,Asturias,43,33,10
1995,34120,Palencia,Palencia,710,772,-62
1995,35002,Agüimes,Las Palmas,167,92,75
1995,35004,Arrecife,Las Palmas,1418,495,923
1995,35006,Arucas,Las Palmas,87,71,16
1995,35009,Gáldar,Las Palmas,43,30,13
1995,35011,Ingenio,Las Palmas,66,28,38
1995,35012,Mogán,Las Palmas,287,145,142
1995,35016,Las Palmas de Gran Canaria,Las Palmas,3713,2823,890
1995,35017,Puerto del Rosario,Las Palmas,761,375,386
1995,35019,San Bartolomé de Tirajana,Las Palmas,651,433,218
1995,35021,Santa Brígida,Las Palmas,104,66,38
1995,35022,Santa Lucía de Tirajana,Las Palmas,226,126,100
1995,35023,Santa María de Guía de Gran Canaria,Las Palmas,51,48,3
1995,35026,Telde,Las Palmas,434,324,110
1995,35027,Teror,Las Palmas,28,17,11
1995,35028,Tías,Las Palmas,673,285,388
1995,36003,Baiona,Pontevedra,45,41,4
1995,36004,Bueu,Pontevedra,35,40,-5
1995,36006,Cambados,Pontevedra,52,74,-22
1995,36008,Cangas,Pontevedra,73,109,-36
1995,36017,A Estrada,Pontevedra,124,152,-28
1995,36021,Gondomar,Pontevedra,27,32,-5
1995,36022,O Grove,Pontevedra,82,59,23
1995,36023,A Guarda,Pontevedra,46,104,-58
1995,36024,Lalín,Pontevedra,92,99,-7
1995,36026,Marín,Pontevedra,213,256,-43
1995,36029,Moaña,Pontevedra,38,70,-32
1995,36033,Mos,Pontevedra,48,48,0
1995,36035,Nigrán,Pontevedra,71,84,-13
1995,36038,Pontevedra,Pontevedra,560,526,34
1995,36039,O Porriño,Pontevedra,79,69,10
1995,36041,Poio,Pontevedra,64,67,-3
1995,36042,Ponteareas,Pontevedra,132,85,47
1995,36045,Redondela,Pontevedra,89,114,-25
1995,36051,Sanxenxo,Pontevedra,95,51,44
1995,36052,Silleda,Pontevedra,25,50,-25
1995,36054,Tomiño,Pontevedra,41,67,-26
1995,36055,Tui,Pontevedra,58,91,-33
1995,36057,Vigo,Pontevedra,1740,1888,-148
1995,36060,Vilagarcía de Arousa,Pontevedra,223,306,-83
1995,36061,Vilanova de Arousa,Pontevedra,50,75,-25
1995,37046,Béjar,Salamanca,113,197,-84
1995,37107,Ciudad Rodrigo,Salamanca,122,164,-42
1995,37274,Salamanca,Salamanca,1733,1724,9
1995,38001,Adeje,Santa Cruz de Tenerife,524,216,308
1995,38006,Arona,Santa Cruz de Tenerife,1162,468,694
1995,38011,Candelaria,Santa Cruz de Tenerife,138,140,-2
1995,38017,Granadilla de Abona,Santa Cruz de Tenerife,483,216,267
1995,38019,Guía de Isora,Santa Cruz de Tenerife,93,34,59
1995,38020,Güímar,Santa Cruz de Tenerife,58,30,28
1995,38022,Icod de los Vinos,Santa Cruz de Tenerife,51,39,12
1995,38023,San Cristóbal de La Laguna,Santa Cruz de Tenerife,689,486,203
1995,38024,Los Llanos de Aridane,Santa Cruz de Tenerife,75,90,-15
1995,38026,La Orotava,Santa Cruz de Tenerife,106,99,7
1995,38028,Puerto de la Cruz,Santa Cruz de Tenerife,282,231,51
1995,38031,Los Realejos,Santa Cruz de Tenerife,82,43,39
1995,38032,El Rosario,Santa Cruz de Tenerife,149,134,15
1995,38037,Santa Cruz de la Palma,Santa Cruz de Tenerife,210,175,35
1995,38038,Santa Cruz de Tenerife,Santa Cruz de Tenerife,1530,1508,22
1995,38043,Tacoronte,Santa Cruz de Tenerife,76,53,23
1995,39008,El Astillero,Cantabria,80,90,-10
1995,39016,Camargo,Cantabria,157,105,52
1995,39020,Castro-Urdiales,Cantabria,908,240,668
1995,39025,Los Corrales de Buelna,Cantabria,45,50,-5
1995,39035,Laredo,Cantabria,224,178,46
1995,39059,Reinosa,Cantabria,79,103,-24
1995,39075,Santander,Cantabria,1369,1504,-135
1995,39079,Santoña,Cantabria,125,107,18
1995,39087,Torrelavega,Cantabria,250,284,-34
1995,40194,Segovia,Segovia,488,559,-71
1995,41004,Alcalá de Guadaíra,Sevilla,217,279,-62
1995,41007,La Algaba,Sevilla,32,35,-3
1995,41011,Arahal,Sevilla,50,39,11
1995,41018,Brenes,Sevilla,37,56,-19
1995,41020,Las Cabezas de San Juan,Sevilla,57,105,-48
1995,41021,Camas,Sevilla,111,102,9
1995,41024,Carmona,Sevilla,105,115,-10
1995,41029,Castilleja de la Cuesta,Sevilla,133,98,35
1995,41034,Coria del Río,Sevilla,59,81,-22
1995,41038,Dos Hermanas,Sevilla,587,499,88
1995,41039,Écija,Sevilla,253,204,49
1995,41041,Estepa,Sevilla,64,45,19
1995,41053,Lebrija,Sevilla,149,190,-41
1995,41055,Lora del Río,Sevilla,82,105,-23
1995,41058,Mairena del Alcor,Sevilla,50,45,5
1995,41059,Mairena del Aljarafe,Sevilla,404,205,199
1995,41060,Marchena,Sevilla,63,36,27
1995,41065,Morón de la Frontera,Sevilla,206,282,-76
1995,41068,Osuna,Sevilla,115,106,9
1995,41069,Los Palacios y Villafranca,Sevilla,96,125,-29
1995,41075,Pilas,Sevilla,27,51,-24
1995,41077,La Puebla de Cazalla,Sevilla,125,154,-29
1995,41079,La Puebla del Río,Sevilla,17,50,-33
1995,41081,La Rinconada,Sevilla,149,152,-3
1995,41086,San Juan de Aznalfarache,Sevilla,96,141,-45
1995,41087,Sanlúcar la Mayor,Sevilla,54,28,26
1995,41091,Sevilla,Sevilla,4770,4299,471
1995,41093,Tomares,Sevilla,218,147,71
1995,41095,Utrera,Sevilla,280,272,8
1995,41102,El Viso del Alcor,Sevilla,36,32,4
1995,42173,Soria,Soria,396,440,-44
1995,43014,Amposta,Tarragona,108,67,41
1995,43038,Cambrils,Tarragona,484,201,283
1995,43123,Reus,Tarragona,785,599,186
1995,43136,Sant Carles de la Ràpita,Tarragona,96,66,30
1995,43148,Tarragona,Tarragona,1105,893,212
1995,43155,Tortosa,Tarragona,296,214,82
1995,43161,Valls,Tarragona,178,134,44
1995,43163,El Vendrell,Tarragona,916,300,616
1995,43171,Vila-seca,Tarragona,222,119,103
1995,43901,Deltebre,Tarragona,31,24,7
1995,43905,Salou,Tarragona,522,182,340
1995,44013,Alcañiz,Teruel,143,110,33
1995,44216,Teruel,Teruel,405,351,54
1995,45053,Consuegra,Toledo,64,58,6
1995,45087,Madridejos,Toledo,60,57,3
1995,45165,Talavera de la Reina,Toledo,744,753,-9
1995,45168,Toledo,Toledo,1007,841,166
1995,46005,Alaquàs,Valencia,95,87,8
1995,46007,Albal,Valencia,35,38,-3
1995,46013,Alboraya,Valencia,117,55,62
1995,46017,Alzira,Valencia,112,136,-24
1995,46019,L'Alcúdia,Valencia,33,38,-5
1995,46021,Aldaia,Valencia,95,110,-15
1995,46022,Alfafar,Valencia,70,104,-34
1995,46029,Algemesí,Valencia,55,74,-19
1995,46031,Alginet,Valencia,34,27,7
1995,46054,Benetússer,Valencia,31,70,-39
1995,46060,Benifaió,Valencia,33,51,-18
1995,46070,Bétera,Valencia,173,120,53
1995,46078,Burjassot,Valencia,155,157,-2
1995,46081,Canals,Valencia,41,36,5
1995,46083,Carcaixent,Valencia,42,52,-10
1995,46085,Carlet,Valencia,18,36,-18
1995,46094,Catarroja,Valencia,64,60,4
1995,46102,Quart de Poblet,Valencia,117,105,12
1995,46105,Cullera,Valencia,115,120,-5
1995,46110,Xirivella,Valencia,123,162,-39
1995,46116,L'Eliana,Valencia,83,92,-9
1995,46131,Gandia,Valencia,558,454,104
1995,46135,Godella,Valencia,37,34,3
1995,46145,Xátiva,Valencia,157,96,61
1995,46147,Llíria,Valencia,104,58,46
1995,46159,Manises,Valencia,105,88,17
1995,46164,Massamagrell,Valencia,45,35,10
1995,46169,Mislata,Valencia,269,224,45
1995,46171,Moncada,Valencia,61,47,14
1995,46181,Oliva,Valencia,140,139,1
1995,46184,Ontinyent,Valencia,142,126,16
1995,46186,Paiporta,Valencia,83,64,19
1995,46190,Paterna,Valencia,290,306,-16
1995,46194,Picassent,Valencia,68,42,26
1995,46205,Puçol,Valencia,69,66,3
1995,46213,Requena,Valencia,116,99,17
1995,46214,Riba-roja de Túria,Valencia,28,55,-27
1995,46220,Sagunto/Sagunt,Valencia,344,320,24
1995,46230,Silla,Valencia,68,78,-10
1995,46235,Sueca,Valencia,73,72,1
1995,46238,Tavernes de la Valldigna,Valencia,59,35,24
1995,46244,Torrent (Valencia),Valencia,270,250,20
1995,46249,Utiel,Valencia,40,30,10
1995,46250,València,Valencia,4714,4678,36
1995,47076,Laguna de Duero,Valladolid,221,154,67
1995,47085,Medina del Campo,Valladolid,157,176,-19
1995,47186,Valladolid,Valladolid,2841,3122,-281
1995,48003,Amorebieta-Etxano,Vizcaya,75,121,-46
1995,48011,Arrigorriaga,Vizcaya,80,125,-45
1995,48013,Barakaldo,Vizcaya,408,935,-527
1995,48015,Basauri,Vizcaya,205,438,-233
1995,48017,Bermeo,Vizcaya,45,114,-69
1995,48020,Bilbao,Vizcaya,1693,3547,-1854
1995,48027,Durango,Vizcaya,166,191,-25
1995,48034,Ermua,Vizcaya,213,293,-80
1995,48036,Galdakao,Vizcaya,129,200,-71
1995,48044,Getxo,Vizcaya,563,799,-236
1995,48046,Gernika-Lumo,Vizcaya,57,65,-8
1995,48054,Leioa,Vizcaya,143,256,-113
1995,48069,Mungia,Vizcaya,57,54,3
1995,48073,Ondarroa,Vizcaya,63,170,-107
1995,48078,Portugalete,Vizcaya,201,578,-377
1995,48080,Valle de Trápaga-Trapagaran,Vizcaya,22,95,-73
1995,48082,Santurtzi,Vizcaya,242,439,-197
1995,48084,Sestao,Vizcaya,148,347,-199
1995,48902,Erandio,Vizcaya,82,225,-143
1995,49021,Benavente,Zamora,251,226,25
1995,49275,Zamora,Zamora,547,730,-183
1995,50067,Calatayud,Zaragoza,156,165,-9
1995,50095,Ejea de los Caballeros,Zaragoza,58,83,-25
1995,50251,Tarazona,Zaragoza,83,118,-35
1995,50297,Zaragoza,Zaragoza,4413,4055,358
1995,51001,Ceuta,Ceuta,994,1389,-395
1995,52001,Melilla,Melilla,1880,1527,353
1996,01036,Laudio/Llodio,Álava,115,173,-58
1996,01059,Vitoria-Gasteiz,Álava,1803,1307,496
1996,02003,Albacete,Albacete,845,989,-144
1996,02009,Almansa,Albacete,181,150,31
1996,02037,Hellín,Albacete,217,285,-68
1996,02069,La Roda,Albacete,85,63,22
1996,02081,Villarrobledo,Albacete,76,128,-52
1996,03009,Alcoy/Alcoi,Alicante,146,243,-97
1996,03011,L'Alfàs del Pi,Alicante,106,46,60
1996,03014,Alicante/Alacant,Alicante,1786,1612,174
1996,03015,Almoradí,Alicante,65,47,18
1996,03018,Altea,Alicante,111,104,7
1996,03019,Aspe,Alicante,53,63,-10
1996,03031,Benidorm,Alicante,843,580,263
1996,03047,Calp,Alicante,152,79,73
1996,03049,Callosa de Segura,Alicante,66,75,-9
1996,03050,El Campello,Alicante,166,78,88
1996,03056,Cocentaina,Alicante,34,67,-33
1996,03059,Crevillent,Alicante,52,61,-9
1996,03063,Dénia,Alicante,326,173,153
1996,03065,Elche/Elx,Alicante,728,529,199
1996,03066,Elda,Alicante,164,155,9
1996,03079,Ibi,Alicante,61,74,-13
1996,03082,Jávea/Xàbia,Alicante,120,91,29
1996,03089,Monóvar/Monòver,Alicante,21,24,-3
1996,03090,Mutxamel,Alicante,102,44,58
1996,03093,Novelda,Alicante,59,59,0
1996,03099,Orihuela,Alicante,352,411,-59
1996,03102,Pego,Alicante,49,86,-37
1996,03104,Petrer,Alicante,93,57,36
1996,03119,Sant Joan d'Alacant,Alicante,148,96,52
1996,03121,Santa Pola,Alicante,227,164,63
1996,03122,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,195,139,56
1996,03133,Torrevieja,Alicante,1936,674,1262
1996,03139,Villajoyosa/La Vila Joiosa,Alicante,159,108,51
1996,03140,Villena,Alicante,139,150,-11
1996,04003,Adra,Almería,87,85,2
1996,04013,Almería,Almería,857,965,-108
1996,04029,Berja,Almería,48,56,-8
1996,04053,Huércal-Overa,Almería,140,105,35
1996,04066,Níjar,Almería,58,55,3
1996,04079,Roquetas de Mar,Almería,701,396,305
1996,04102,Vícar,Almería,147,86,61
1996,04902,El Ejido,Almería,473,305,168
1996,05019,Ávila,Ávila,318,365,-47
1996,06011,Almendralejo,Badajoz,171,140,31
1996,06015,Badajoz,Badajoz,1076,922,154
1996,06044,Don Benito,Badajoz,268,197,71
1996,06083,Mérida,Badajoz,529,317,212
1996,06088,Montijo,Badajoz,93,96,-3
1996,06095,Olivenza,Badajoz,45,62,-17
1996,06149,Villafranca de los Barros,Badajoz,63,84,-21
1996,06153,Villanueva de la Serena,Badajoz,146,145,1
1996,06158,Zafra,Badajoz,99,82,17
1996,07003,Alcúdia,Baleares,278,204,74
1996,07011,Calvià,Baleares,565,273,292
1996,07015,Ciutadella de Menorca,Baleares,263,149,114
1996,07022,Felanitx,Baleares,102,64,38
1996,07026,Eivissa,Baleares,416,446,-30
1996,07027,Inca,Baleares,132,69,63
1996,07031,Llucmajor,Baleares,245,82,163
1996,07032,Maó-Mahón,Baleares,339,308,31
1996,07033,Manacor,Baleares,401,149,252
1996,07036,Marratxí,Baleares,63,41,22
1996,07040,Palma,Baleares,3758,2037,1721
1996,07042,Pollença,Baleares,201,82,119
1996,07044,Sa Pobla,Baleares,51,19,32
1996,07046,Sant Antoni de Portmany,Baleares,176,146,30
1996,07048,Sant Josep de sa Talaia,Baleares,97,112,-15
1996,07054,Santa Eulària des Riu,Baleares,226,234,-8
1996,07061,Sóller,Baleares,48,22,26
1996,08006,Arenys de Mar,Barcelona,42,36,6
1996,08015,Badalona,Barcelona,664,903,-239
1996,08019,Barcelona,Barcelona,5930,8359,-2429
1996,08022,Berga,Barcelona,27,35,-8
1996,08033,Caldes de Montbui,Barcelona,28,46,-18
1996,08035,Calella,Barcelona,76,82,-6
1996,08041,Canovelles,Barcelona,39,38,1
1996,08046,Cardedeu,Barcelona,40,34,6
1996,08051,Castellar del Vallès,Barcelona,44,46,-2
1996,08056,Castelldefels,Barcelona,311,308,3
1996,08073,Cornellà de Llobregat,Barcelona,309,400,-91
1996,08076,Esparreguera,Barcelona,69,93,-24
1996,08077,Esplugues de Llobregat,Barcelona,190,275,-85
1996,08086,Les Franqueses del Vallès,Barcelona,34,32,2
1996,08088,La Garriga,Barcelona,41,31,10
1996,08089,Gavà,Barcelona,168,189,-21
1996,08096,Granollers,Barcelona,176,209,-33
1996,08101,L'Hospitalet de Llobregat,Barcelona,644,1296,-652
1996,08102,Igualada,Barcelona,91,110,-19
1996,08105,La Llagosta,Barcelona,42,41,1
1996,08110,Malgrat de Mar,Barcelona,102,103,-1
1996,08112,Manlleu,Barcelona,51,50,1
1996,08113,Manresa,Barcelona,111,181,-70
1996,08114,Martorell,Barcelona,83,61,22
1996,08118,El Masnou,Barcelona,116,102,14
1996,08121,Mataró,Barcelona,388,394,-6
1996,08123,Molins de Rei,Barcelona,42,53,-11
1996,08124,Mollet del Vallès,Barcelona,158,202,-44
1996,08125,Montcada i Reixac,Barcelona,79,88,-9
1996,08136,Montornès del Vallès,Barcelona,44,72,-28
1996,08147,Olesa de Montserrat,Barcelona,55,50,5
1996,08159,Parets del Vallès,Barcelona,59,49,10
1996,08163,Pineda de Mar,Barcelona,154,146,8
1996,08169,El Prat de Llobregat,Barcelona,334,444,-110
1996,08172,Premià de Mar,Barcelona,92,132,-40
1996,08180,Ripollet,Barcelona,76,159,-83
1996,08184,Rubí,Barcelona,240,292,-52
1996,08187,Sabadell,Barcelona,621,725,-104
1996,08194,Sant Adrià de Besòs,Barcelona,121,178,-57
1996,08196,Sant Andreu de la Barca,Barcelona,107,129,-22
1996,08200,Sant Boi de Llobregat,Barcelona,225,505,-280
1996,08202,Sant Celoni,Barcelona,66,88,-22
1996,08205,Sant Cugat del Vallès,Barcelona,228,213,15
1996,08211,Sant Feliu de Llobregat,Barcelona,102,180,-78
1996,08217,Sant Joan Despí,Barcelona,70,128,-58
1996,08219,Vilassar de Mar,Barcelona,75,57,18
1996,08221,Sant Just Desvern,Barcelona,27,68,-41
1996,08231,Sant Pere de Ribes,Barcelona,158,81,77
1996,08238,Sant Quirze del Vallès,Barcelona,34,29,5
1996,08245,Santa Coloma de Gramenet,Barcelona,429,610,-181
1996,08252,Barberà del Vallès,Barcelona,96,164,-68
1996,08260,Santa Perpètua de Mogoda,Barcelona,62,91,-29
1996,08263,Sant Vicenç dels Horts,Barcelona,103,75,28
1996,08266,Cerdanyola del Vallès,Barcelona,235,264,-29
1996,08270,Sitges,Barcelona,142,71,71
1996,08279,Terrassa,Barcelona,500,598,-98
1996,08285,Torelló,Barcelona,36,27,9
1996,08298,Vic,Barcelona,141,97,44
1996,08301,Viladecans,Barcelona,226,242,-16
1996,08302,Vilanova del Camí,Barcelona,31,24,7
1996,08305,Vilafranca del Penedès,Barcelona,144,134,10
1996,08307,Vilanova i la Geltrú,Barcelona,355,226,129
1996,08904,Badia del Vallès,Barcelona,71,110,-39
1996,09018,Aranda de Duero,Burgos,155,208,-53
1996,09059,Burgos,Burgos,926,1195,-269
1996,09219,Miranda de Ebro,Burgos,353,458,-105
1996,10037,Cáceres,Cáceres,264,531,-267
1996,10067,Coria,Cáceres,103,109,-6
1996,10131,Navalmoral de la Mata,Cáceres,108,161,-53
1996,10148,Plasencia,Cáceres,113,330,-217
1996,11004,Algeciras,Cádiz,761,651,110
1996,11006,Arcos de la Frontera,Cádiz,117,234,-117
1996,11007,Barbate,Cádiz,190,301,-111
1996,11008,Los Barrios,Cádiz,151,66,85
1996,11012,Cádiz,Cádiz,248,989,-741
1996,11014,Conil de la Frontera,Cádiz,45,73,-28
1996,11015,Chiclana de la Frontera,Cádiz,402,294,108
1996,11016,Chipiona,Cádiz,87,93,-6
1996,11020,Jerez de la Frontera,Cádiz,928,1765,-837
1996,11022,La Línea de la Concepción,Cádiz,393,403,-10
1996,11023,Medina-Sidonia,Cádiz,16,41,-25
1996,11027,El Puerto de Santa María,Cádiz,642,636,6
1996,11028,Puerto Real,Cádiz,105,112,-7
1996,11030,Rota,Cádiz,210,255,-45
1996,11031,San Fernando,Cádiz,485,744,-259
1996,11032,Sanlúcar de Barrameda,Cádiz,232,209,23
1996,11033,San Roque,Cádiz,106,150,-44
1996,11035,Tarifa,Cádiz,83,83,0
1996,11038,Ubrique,Cádiz,49,50,-1
1996,11039,Vejer de la Frontera,Cádiz,31,24,7
1996,11041,Villamartín,Cádiz,60,73,-13
1996,12009,Almassora,Castellón,80,56,24
1996,12027,Benicarló,Castellón,86,143,-57
1996,12032,Borriana/Burriana,Castellón,96,131,-35
1996,12040,Castellón de la Plana/Castelló de la Plana,Castellón,1217,869,348
1996,12082,Nules,Castellón,49,41,8
1996,12084,Onda,Castellón,52,30,22
1996,12126,La Vall d'Uixó,Castellón,137,104,33
1996,12135,Vila-real,Castellón,124,147,-23
1996,12138,Vinaròs,Castellón,247,121,126
1996,13005,Alcázar de San Juan,Ciudad Real,206,187,19
1996,13023,Bolaños de Calatrava,Ciudad Real,32,30,2
1996,13028,Campo de Criptana,Ciudad Real,50,72,-22
1996,13034,Ciudad Real,Ciudad Real,507,408,99
1996,13039,Daimiel,Ciudad Real,90,101,-11
1996,13053,Manzanares,Ciudad Real,126,129,-3
1996,13071,Puertollano,Ciudad Real,354,417,-63
1996,13078,Socuéllamos,Ciudad Real,39,79,-40
1996,13079,La Solana,Ciudad Real,39,30,9
1996,13082,Tomelloso,Ciudad Real,119,102,17
1996,13087,Valdepeñas,Ciudad Real,153,142,11
1996,14002,Aguilar de la Frontera,Córdoba,53,32,21
1996,14007,Baena,Córdoba,304,79,225
1996,14013,Cabra,Córdoba,58,94,-36
1996,14017,La Carlota,Córdoba,84,64,20
1996,14021,Córdoba,Córdoba,1640,1924,-284
1996,14038,Lucena,Córdoba,202,143,59
1996,14042,Montilla,Córdoba,87,67,20
1996,14049,Palma del Río,Córdoba,169,169,0
1996,14052,Peñarroya-Pueblonuevo,Córdoba,74,106,-32
1996,14054,Pozoblanco,Córdoba,61,55,6
1996,14055,Priego de Córdoba,Córdoba,155,119,36
1996,14056,Puente Genil,Córdoba,171,179,-8
1996,14058,Rute,Córdoba,70,56,14
1996,14069,Villanueva de Córdoba,Córdoba,52,68,-16
1996,15002,Ames,A Coruña,121,41,80
1996,15005,Arteixo,A Coruña,85,27,58
1996,15009,Betanzos,A Coruña,24,68,-44
1996,15011,Boiro,A Coruña,65,102,-37
1996,15017,Cambre,A Coruña,79,58,21
1996,15019,Carballo,A Coruña,72,81,-9
1996,15030,A Coruña,A Coruña,1110,1040,70
1996,15031,Culleredo,A Coruña,58,44,14
1996,15035,Fene,A Coruña,55,56,-1
1996,15036,Ferrol,A Coruña,610,656,-46
1996,15041,A Laracha,A Coruña,11,16,-5
1996,15053,Muros,A Coruña,28,217,-189
1996,15054,Narón,A Coruña,146,170,-24
1996,15057,Noia,A Coruña,49,93,-44
1996,15058,Oleiros,A Coruña,147,121,26
1996,15059,Ordes,A Coruña,42,15,27
1996,15065,Padrón,A Coruña,59,51,8
1996,15067,A Pobra do Caramiñal,A Coruña,25,33,-8
1996,15070,As Pontes de García Rodríguez,A Coruña,56,116,-60
1996,15071,Porto do Son,A Coruña,25,82,-57
1996,15072,Rianxo,A Coruña,51,67,-16
1996,15073,Ribeira,A Coruña,106,73,33
1996,15077,Santa Comba,A Coruña,6,20,-14
1996,15078,Santiago de Compostela,A Coruña,626,484,142
1996,15082,Teo,A Coruña,48,32,16
1996,16078,Cuenca,Cuenca,237,321,-84
1996,16203,Tarancón,Cuenca,96,89,7
1996,17015,Banyoles,Girona,87,37,50
