ano,idprov,province,inmigrations,emigrations,net_migration
2001,32,Ourense,3110,4137,-1027
2001,33,Asturias,5678,7805,-2127
2001,34,Palencia,1643,2285,-642
2001,35,Las Palmas,13650,11631,2019
2001,36,Pontevedra,6350,7803,-1453
2001,37,Salamanca,2435,4224,-1789
2001,38,Santa Cruz de Tenerife,8881,6948,1933
2001,39,Cantabria,6301,4735,1566
2001,40,Segovia,1802,2018,-216
2001,41,Sevilla,12256,13036,-780
2001,42,Soria,1189,1373,-184
2001,43,Tarragona,12837,7091,5746
2001,44,Teruel,2006,1922,84
2001,45,Toledo,10472,7214,3258
2001,46,Valencia,16384,13642,2742
2001,47,Valladolid,4609,4915,-306
2001,48,Vizcaya,7871,11376,-3505
2001,49,Zamora,1779,2497,-718
2001,50,Zaragoza,6794,7321,-527
2001,51,Ceuta,1822,2141,-319
2001,52,Melilla,1560,2183,-623
2002,01,Álava,5027,4287,740
2002,02,Albacete,5226,5794,-568
2002,03,Alicante,27280,18748,8532
2002,04,Almería,7499,9919,-2420
2002,05,Ávila,3015,3190,-175
2002,06,Badajoz,6082,7575,-1493
2002,07,Baleares,24003,18461,5542
2002,08,Barcelona,42100,54324,-12224
2002,09,Burgos,5099,5568,-469
2002,10,Cáceres,5616,7132,-1516
2002,11,Cádiz,14502,13129,1373
2002,12,Castellón,8737,6380,2357
2002,13,Ciudad Real,5996,6933,-937
2002,14,Córdoba,7407,8575,-1168
2002,15,A Coruña,9878,10088,-210
2002,16,Cuenca,3762,4323,-561
2002,17,Girona,14830,9044,5786
2002,18,Granada,11188,11098,90
2002,19,Guadalajara,9061,4469,4592
2002,20,Guipúzcoa,5550,6617,-1067
2002,21,Huelva,5011,5401,-390
2002,22,Huesca,4034,3456,578
2002,23,Jaén,6814,8111,-1297
2002,24,León,5749,7090,-1341
2002,25,Lleida,6728,5864,864
2002,26,La Rioja,4834,4586,248
2002,27,Lugo,3262,3907,-645
2002,28,Madrid,61761,79869,-18108
2002,29,Málaga,18185,11905,6280
2002,30,Murcia,16284,15451,833
2002,31,Navarra,7358,7222,136
2002,32,Ourense,3454,4749,-1295
2002,33,Asturias,7170,9507,-2337
2002,34,Palencia,2245,2975,-730
2002,35,Las Palmas,15475,15570,-95
2002,36,Pontevedra,7773,9275,-1502
2002,37,Salamanca,4323,5265,-942
2002,38,Santa Cruz de Tenerife,12142,10401,1741
2002,39,Cantabria,7768,6255,1513
2002,40,Segovia,2599,2902,-303
2002,41,Sevilla,16572,15978,594
2002,42,Soria,1458,1710,-252
2002,43,Tarragona,16808,9685,7123
2002,44,Teruel,2954,2858,96
2002,45,Toledo,15805,9354,6451
2002,46,Valencia,24133,19652,4481
2002,47,Valladolid,6006,6860,-854
2002,48,Vizcaya,9522,12744,-3222
2002,49,Zamora,2907,3075,-168
2002,50,Zaragoza,8916,10808,-1892
2002,51,Ceuta,1810,2624,-814
2002,52,Melilla,1727,2682,-955
2003,01,Álava,5038,4547,491
2003,02,Albacete,5476,6117,-641
2003,03,Alicante,29462,21074,8388
2003,04,Almería,8910,10115,-1205
2003,05,Ávila,3752,3373,379
2003,06,Badajoz,7630,7455,175
2003,07,Baleares,20894,21872,-978
2003,08,Barcelona,47491,63877,-16386
2003,09,Burgos,5508,6352,-844
2003,10,Cáceres,5728,7188,-1460
2003,11,Cádiz,16007,13378,2629
2003,12,Castellón,8735,7441,1294
2003,13,Ciudad Real,7105,6983,122
2003,14,Córdoba,8447,8735,-288
2003,15,A Coruña,10752,11333,-581
2003,16,Cuenca,4279,4458,-179
2003,17,Girona,17318,10175,7143
2003,18,Granada,13506,11713,1793
2003,19,Guadalajara,10475,5029,5446
2003,20,Guipúzcoa,6190,6424,-234
2003,21,Huelva,5477,5549,-72
2003,22,Huesca,4288,4002,286
2003,23,Jaén,7698,8686,-988
2003,24,León,6370,7518,-1148
2003,25,Lleida,8636,6916,1720
2003,26,La Rioja,5869,4892,977
2003,27,Lugo,3893,4267,-374
2003,28,Madrid,65679,93535,-27856
2003,29,Málaga,20598,13566,7032
2003,30,Murcia,17105,16914,191
2003,31,Navarra,7725,7740,-15
2003,32,Ourense,3820,5274,-1454
2003,33,Asturias,8566,9405,-839
2003,34,Palencia,2295,3023,-728
2003,35,Las Palmas,16585,16075,510
2003,36,Pontevedra,8785,10003,-1218
2003,37,Salamanca,4651,5653,-1002
2003,38,Santa Cruz de Tenerife,12641,11650,991
2003,39,Cantabria,8955,6576,2379
2003,40,Segovia,3199,3131,68
2003,41,Sevilla,17603,15834,1769
2003,42,Soria,1958,1951,7
2003,43,Tarragona,19872,11332,8540
2003,44,Teruel,3077,3134,-57
2003,45,Toledo,18010,10348,7662
2003,46,Valencia,27304,21484,5820
2003,47,Valladolid,5926,7172,-1246
2003,48,Vizcaya,10470,13649,-3179
2003,49,Zamora,2784,3287,-503
2003,50,Zaragoza,10496,11322,-826
2003,51,Ceuta,1959,2755,-796
2003,52,Melilla,1990,2705,-715
2004,01,Álava,5391,4853,538
2004,02,Albacete,5815,6535,-720
2004,03,Alicante,30524,22986,7538
2004,04,Almería,10498,11713,-1215
2004,05,Ávila,3697,3537,160
2004,06,Badajoz,8631,7834,797
2004,07,Baleares,20315,21650,-1335
2004,08,Barcelona,50022,70249,-20227
2004,09,Burgos,6129,6375,-246
2004,10,Cáceres,5936,7123,-1187
2004,11,Cádiz,16847,13396,3451
2004,12,Castellón,9344,8125,1219
2004,13,Ciudad Real,7017,7352,-335
2004,14,Córdoba,8536,9059,-523
2004,15,A Coruña,11547,11058,489
2004,16,Cuenca,4251,4818,-567
2004,17,Girona,18166,11486,6680
2004,18,Granada,12747,11495,1252
2004,19,Guadalajara,10916,5461,5455
2004,20,Guipúzcoa,6083,6796,-713
2004,21,Huelva,6103,6068,35
2004,22,Huesca,4507,4429,78
2004,23,Jaén,7975,8725,-750
2004,24,León,6000,7514,-1514
2004,25,Lleida,9490,8829,661
2004,26,La Rioja,6474,5471,1003
2004,27,Lugo,3963,4318,-355
2004,28,Madrid,66523,99854,-33331
2004,29,Málaga,23225,14578,8647
2004,30,Murcia,20621,17063,3558
2004,31,Navarra,8039,7913,126
2004,32,Ourense,3950,5158,-1208
2004,33,Asturias,9181,10001,-820
2004,34,Palencia,2428,3164,-736
2004,35,Las Palmas,16736,16857,-121
2004,36,Pontevedra,9280,10083,-803
2004,37,Salamanca,4785,5657,-872
2004,38,Santa Cruz de Tenerife,13559,12458,1101
2004,39,Cantabria,8997,7339,1658
2004,40,Segovia,3316,3308,8
2004,41,Sevilla,19107,16095,3012
2004,42,Soria,1943,2143,-200
2004,43,Tarragona,22190,12292,9898
2004,44,Teruel,2951,3320,-369
2004,45,Toledo,19568,11169,8399
2004,46,Valencia,30778,22935,7843
2004,47,Valladolid,6519,7169,-650
2004,48,Vizcaya,10437,13852,-3415
2004,49,Zamora,2937,3344,-407
2004,50,Zaragoza,11862,11110,752
2004,51,Ceuta,1632,2656,-1024
2004,52,Melilla,1973,2688,-715
2005,01,Álava,4947,5144,-197
2005,02,Albacete,5738,6716,-978
2005,03,Alicante,29826,24131,5695
2005,04,Almería,10104,10219,-115
2005,05,Ávila,3928,3640,288
2005,06,Badajoz,8058,8064,-6
2005,07,Baleares,20555,19195,1360
2005,08,Barcelona,53717,74136,-20419
2005,09,Burgos,5970,6268,-298
2005,10,Cáceres,5646,7008,-1362
2005,11,Cádiz,14981,13393,1588
2005,12,Castellón,10571,7762,2809
2005,13,Ciudad Real,8050,7280,770
2005,14,Córdoba,7938,8881,-943
2005,15,A Coruña,11722,10950,772
2005,16,Cuenca,3970,4833,-863
2005,17,Girona,16952,13282,3670
2005,18,Granada,13777,11601,2176
2005,19,Guadalajara,11847,5618,6229
2005,20,Guipúzcoa,6169,6757,-588
2005,21,Huelva,7301,5475,1826
2005,22,Huesca,4595,4387,208
2005,23,Jaén,7360,9008,-1648
2005,24,León,6223,8228,-2005
2005,25,Lleida,8360,10322,-1962
2005,26,La Rioja,5910,5868,42
2005,27,Lugo,4122,4062,60
2005,28,Madrid,68676,98670,-29994
2005,29,Málaga,21037,15482,5555
2005,30,Murcia,21906,16511,5395
2005,31,Navarra,7984,7661,323
2005,32,Ourense,4123,4935,-812
2005,33,Asturias,9353,10049,-696
2005,34,Palencia,2341,2845,-504
2005,35,Las Palmas,15933,16339,-406
2005,36,Pontevedra,10006,9933,73
2005,37,Salamanca,4797,5491,-694
2005,38,Santa Cruz de Tenerife,12874,12595,279
2005,39,Cantabria,8739,7575,1164
2005,40,Segovia,3306,3628,-322
2005,41,Sevilla,18888,15152,3736
2005,42,Soria,2051,2033,18
2005,43,Tarragona,22979,14044,8935
2005,44,Teruel,2911,3504,-593
2005,45,Toledo,21570,12110,9460
2005,46,Valencia,31507,24649,6858
2005,47,Valladolid,7110,7330,-220
2005,48,Vizcaya,10469,13391,-2922
2005,49,Zamora,3094,3512,-418
2005,50,Zaragoza,12383,11759,624
2005,51,Ceuta,1913,2490,-577
2005,52,Melilla,2037,2408,-371
2006,01,Álava,5320,5134,186
2006,02,Albacete,7037,7410,-373
2006,03,Alicante,31629,26785,4844
2006,04,Almería,10524,12873,-2349
2006,05,Ávila,4929,4587,342
2006,06,Badajoz,9613,8702,911
2006,07,Baleares,23597,19885,3712
2006,08,Barcelona,54973,80525,-25552
2006,09,Burgos,6590,6824,-234
2006,10,Cáceres,6410,7524,-1114
2006,11,Cádiz,15410,14091,1319
2006,12,Castellón,12418,8485,3933
2006,13,Ciudad Real,8519,8196,323
2006,14,Córdoba,8666,9339,-673
2006,15,A Coruña,12051,11685,366
2006,16,Cuenca,4990,5787,-797
2006,17,Girona,18260,14241,4019
2006,18,Granada,14051,12980,1071
2006,19,Guadalajara,12996,6727,6269
2006,20,Guipúzcoa,6035,6980,-945
2006,21,Huelva,6224,6765,-541
2006,22,Huesca,5026,4747,279
2006,23,Jaén,8220,9718,-1498
2006,24,León,7844,8429,-585
2006,25,Lleida,9869,9709,160
2006,26,La Rioja,6433,5829,604
2006,27,Lugo,4659,4826,-167
2006,28,Madrid,83613,107155,-23542
2006,29,Málaga,22791,17447,5344
2006,30,Murcia,21286,18745,2541
2006,31,Navarra,8490,7794,696
2006,32,Ourense,4799,5343,-544
2006,33,Asturias,10195,10903,-708
2006,34,Palencia,2823,3300,-477
2006,35,Las Palmas,16846,17200,-354
2006,36,Pontevedra,9975,11068,-1093
2006,37,Salamanca,5544,6184,-640
2006,38,Santa Cruz de Tenerife,13293,13339,-46
2006,39,Cantabria,9149,7778,1371
2006,40,Segovia,3893,4387,-494
2006,41,Sevilla,19828,16422,3406
2006,42,Soria,2019,2239,-220
2006,43,Tarragona,25206,15595,9611
2006,44,Teruel,3365,3803,-438
2006,45,Toledo,26189,13809,12380
2006,46,Valencia,31988,27373,4615
2006,47,Valladolid,8050,7755,295
2006,48,Vizcaya,10179,14263,-4084
2006,49,Zamora,3827,4209,-382
2006,50,Zaragoza,12127,12460,-333
2006,51,Ceuta,2204,2425,-221
2006,52,Melilla,2634,2827,-193
2007,01,Álava,5534,5373,161
2007,02,Albacete,7335,8287,-952
2007,03,Alicante,35317,30844,4473
2007,04,Almería,11614,15152,-3538
2007,05,Ávila,5061,5417,-356
2007,06,Badajoz,9694,9548,146
2007,07,Baleares,26587,22254,4333
2007,08,Barcelona,60482,80341,-19859
2007,09,Burgos,7262,7418,-156
2007,10,Cáceres,6623,8025,-1402
2007,11,Cádiz,15922,15264,658
2007,12,Castellón,14301,10364,3937
2007,13,Ciudad Real,9460,9281,179
2007,14,Córdoba,9462,10330,-868
2007,15,A Coruña,12878,12105,773
2007,16,Cuenca,5478,6809,-1331
2007,17,Girona,17643,15435,2208
2007,18,Granada,14846,14252,594
2007,19,Guadalajara,12933,7981,4952
2007,20,Guipúzcoa,6698,7551,-853
2007,21,Huelva,6388,7506,-1118
2007,22,Huesca,5492,5036,456
2007,23,Jaén,8623,11320,-2697
2007,24,León,8479,8892,-413
2007,25,Lleida,9976,10059,-83
2007,26,La Rioja,7356,6210,1146
2007,27,Lugo,4765,5014,-249
2007,28,Madrid,98913,115451,-16538
2007,29,Málaga,25093,20485,4608
2007,30,Murcia,22622,23196,-574
2007,31,Navarra,10082,7988,2094
2007,32,Ourense,4816,5889,-1073
2007,33,Asturias,12288,11431,857
2007,34,Palencia,2767,3480,-713
2007,35,Las Palmas,17093,18664,-1571
2007,36,Pontevedra,10615,11402,-787
2007,37,Salamanca,5872,6671,-799
2007,38,Santa Cruz de Tenerife,13728,14339,-611
2007,39,Cantabria,9966,8022,1944
2007,40,Segovia,4318,5176,-858
2007,41,Sevilla,21350,17368,3982
2007,42,Soria,2221,2547,-326
2007,43,Tarragona,24043,16950,7093
2007,44,Teruel,3125,4761,-1636
2007,45,Toledo,28960,17566,11394
2007,46,Valencia,37606,31493,6113
2007,47,Valladolid,8271,8678,-407
2007,48,Vizcaya,11378,14495,-3117
2007,49,Zamora,3571,4314,-743
2007,50,Zaragoza,14765,13074,1691
2007,51,Ceuta,2177,2556,-379
2007,52,Melilla,2867,2652,215
2008,01,Álava,6007,5000,1007
2008,02,Albacete,6600,6467,133
2008,03,Alicante,28463,31167,-2704
2008,04,Almería,10771,12983,-2212
2008,05,Ávila,3560,4612,-1052
2008,06,Badajoz,8714,8291,423
2008,07,Baleares,25108,21863,3245
2008,08,Barcelona,63812,68588,-4776
2008,09,Burgos,6418,6802,-384
2008,10,Cáceres,5854,6616,-762
2008,11,Cádiz,14913,14747,166
2008,12,Castellón,10918,10595,323
2008,13,Ciudad Real,8501,7906,595
2008,14,Córdoba,9247,9383,-136
2008,15,A Coruña,13312,10979,2333
2008,16,Cuenca,5104,5632,-528
2008,17,Girona,15447,15588,-141
2008,18,Granada,12942,14008,-1066
2008,19,Guadalajara,11729,7723,4006
2008,20,Guipúzcoa,6523,6743,-220
2008,21,Huelva,5881,6095,-214
2008,22,Huesca,5065,4713,352
2008,23,Jaén,7810,9903,-2093
2008,24,León,7693,8003,-310
2008,25,Lleida,9173,9231,-58
2008,26,La Rioja,6334,5734,600
2008,27,Lugo,4476,4707,-231
2008,28,Madrid,91770,102143,-10373
2008,29,Málaga,22043,20210,1833
2008,30,Murcia,21243,21104,139
2008,31,Navarra,9710,7691,2019
2008,32,Ourense,4845,5015,-170
2008,33,Asturias,11973,10017,1956
2008,34,Palencia,2574,3073,-499
2008,35,Las Palmas,14870,19739,-4869
2008,36,Pontevedra,10709,9561,1148
2008,37,Salamanca,5401,5985,-584
2008,38,Santa Cruz de Tenerife,12768,14058,-1290
2008,39,Cantabria,8916,7729,1187
2008,40,Segovia,3211,4105,-894
2008,41,Sevilla,20414,16248,4166
2008,42,Soria,1966,2261,-295
2008,43,Tarragona,19066,18173,893
2008,44,Teruel,2937,3964,-1027
2008,45,Toledo,25830,17499,8331
2008,46,Valencia,32742,31131,1611
2008,47,Valladolid,7301,7223,78
2008,48,Vizcaya,12046,12371,-325
2008,49,Zamora,2892,3800,-908
2008,50,Zaragoza,13466,12418,1048
2008,51,Ceuta,2527,2356,171
2008,52,Melilla,2789,2431,358
2009,01,Álava,6208,5048,1160
2009,02,Albacete,6889,6610,279
2009,03,Alicante,27118,30333,-3215
2009,04,Almería,11143,11017,126
2009,05,Ávila,3849,4458,-609
2009,06,Badajoz,9449,8119,1330
2009,07,Baleares,23091,23105,-14
2009,08,Barcelona,62524,64154,-1630
2009,09,Burgos,5860,6687,-827
2009,10,Cáceres,6422,6108,314
2009,11,Cádiz,14147,14926,-779
2009,12,Castellón,9820,10750,-930
2009,13,Ciudad Real,8414,8416,-2
2009,14,Córdoba,8504,9644,-1140
2009,15,A Coruña,13223,10678,2545
2009,16,Cuenca,4520,5610,-1090
2009,17,Girona,14428,15392,-964
2009,18,Granada,13924,13965,-41
2009,19,Guadalajara,10943,8226,2717
2009,20,Guipúzcoa,6744,6907,-163
2009,21,Huelva,6339,6143,196
2009,22,Huesca,4553,4699,-146
2009,23,Jaén,8319,9240,-921
2009,24,León,7415,7692,-277
2009,25,Lleida,8681,8905,-224
2009,26,La Rioja,5520,6057,-537
2009,27,Lugo,4871,4701,170
2009,28,Madrid,93041,95241,-2200
2009,29,Málaga,21595,19830,1765
2009,30,Murcia,20877,19408,1469
2009,31,Navarra,9255,7581,1674
2009,32,Ourense,5488,4958,530
2009,33,Asturias,11132,10604,528
2009,34,Palencia,2525,3010,-485
2009,35,Las Palmas,14288,18912,-4624
2009,36,Pontevedra,11440,9747,1693
2009,37,Salamanca,5050,5570,-520
2009,38,Santa Cruz de Tenerife,12012,14172,-2160
2009,39,Cantabria,8422,7898,524
2009,40,Segovia,3412,3854,-442
2009,41,Sevilla,19724,16780,2944
2009,42,Soria,2090,1984,106
2009,43,Tarragona,17647,17656,-9
2009,44,Teruel,2997,3807,-810
2009,45,Toledo,24081,19294,4787
2009,46,Valencia,29549,31695,-2146
2009,47,Valladolid,7274,6938,336
2009,48,Vizcaya,12884,12012,872
2009,49,Zamora,2952,3231,-279
2009,50,Zaragoza,11963,12985,-1022
2009,51,Ceuta,3151,2277,874
2009,52,Melilla,3806,2539,1267
2010,01,Álava,6635,4914,1721
2010,02,Albacete,6881,6775,106
2010,03,Alicante,28306,28367,-61
2010,04,Almería,10817,11051,-234
2010,05,Ávila,4102,4415,-313
2010,06,Badajoz,8861,8168,693
2010,07,Baleares,22178,23425,-1247
2010,08,Barcelona,61120,62413,-1293
2010,09,Burgos,6228,6603,-375
2010,10,Cáceres,6514,6650,-136
2010,11,Cádiz,15196,15201,-5
2010,12,Castellón,9560,10863,-1303
2010,13,Ciudad Real,8082,8648,-566
2010,14,Córdoba,8533,9370,-837
2010,15,A Coruña,13293,11586,1707
2010,16,Cuenca,5319,5738,-419
2010,17,Girona,14234,14683,-449
2010,18,Granada,14024,14084,-60
2010,19,Guadalajara,11287,8331,2956
2010,20,Guipúzcoa,7034,6734,300
2010,21,Huelva,5914,6698,-784
2010,22,Huesca,4760,5139,-379
2010,23,Jaén,8660,9669,-1009
2010,24,León,7870,7955,-85
2010,25,Lleida,9344,9140,204
2010,26,La Rioja,5558,5807,-249
2010,27,Lugo,4862,5031,-169
2010,28,Madrid,93736,94753,-1017
2010,29,Málaga,22395,20062,2333
2010,30,Murcia,18765,19396,-631
2010,31,Navarra,9254,7529,1725
2010,32,Ourense,5239,5184,55
2010,33,Asturias,10977,11227,-250
2010,34,Palencia,2697,3077,-380
2010,35,Las Palmas,14446,17193,-2747
2010,36,Pontevedra,10505,10159,346
2010,37,Salamanca,5573,5764,-191
2010,38,Santa Cruz de Tenerife,11753,13676,-1923
2010,39,Cantabria,8506,8196,310
2010,40,Segovia,3615,3597,18
2010,41,Sevilla,19455,17770,1685
2010,42,Soria,2041,2044,-3
2010,43,Tarragona,18135,17378,757
2010,44,Teruel,3347,3702,-355
2010,45,Toledo,24158,19474,4684
2010,46,Valencia,29284,31728,-2444
2010,47,Valladolid,7170,7412,-242
2010,48,Vizcaya,12565,12429,136
2010,49,Zamora,3368,3421,-53
2010,50,Zaragoza,12161,13076,-915
2010,51,Ceuta,2943,2600,343
2010,52,Melilla,3938,2893,1045
2011,01,Álava,6881,5074,1807
2011,02,Albacete,6576,6971,-395
2011,03,Alicante,27359,27287,72
2011,04,Almería,10328,13001,-2673
2011,05,Ávila,3884,4821,-937
2011,06,Badajoz,8734,8652,82
2011,07,Baleares,23819,23550,269
2011,08,Barcelona,61561,60322,1239
2011,09,Burgos,6042,6732,-690
2011,10,Cáceres,6133,6864,-731
2011,11,Cádiz,14406,15579,-1173
2011,12,Castellón,9125,10587,-1462
2011,13,Ciudad Real,8169,8648,-479
2011,14,Córdoba,8594,10066,-1472
2011,15,A Coruña,12958,12120,838
2011,16,Cuenca,4376,5873,-1497
2011,17,Girona,14064,14398,-334
2011,18,Granada,13625,14889,-1264
2011,19,Guadalajara,11073,9419,1654
2011,20,Guipúzcoa,7664,6767,897
2011,21,Huelva,5730,6698,-968
2011,22,Huesca,4496,5436,-940
2011,23,Jaén,10040,9782,258
2011,24,León,7246,8002,-756
2011,25,Lleida,8725,9175,-450
2011,26,La Rioja,5332,5751,-419
2011,27,Lugo,4830,4913,-83
2011,28,Madrid,99129,90752,8377
2011,29,Málaga,23190,19290,3900
2011,30,Murcia,18544,19359,-815
2011,31,Navarra,8857,7935,922
2011,32,Ourense,5071,5200,-129
2011,33,Asturias,11173,11016,157
2011,34,Palencia,2465,2932,-467
2011,35,Las Palmas,16476,16968,-492
2011,36,Pontevedra,10196,10544,-348
2011,37,Salamanca,5098,6097,-999
2011,38,Santa Cruz de Tenerife,12449,13166,-717
2011,39,Cantabria,8571,8394,177
2011,40,Segovia,3299,4026,-727
2011,41,Sevilla,19104,18578,526
2011,42,Soria,1855,2168,-313
2011,43,Tarragona,16554,17191,-637
2011,44,Teruel,2821,3595,-774
2011,45,Toledo,22093,21228,865
2011,46,Valencia,28327,30477,-2150
2011,47,Valladolid,7393,7483,-90
2011,48,Vizcaya,13943,11867,2076
2011,49,Zamora,2934,3611,-677
2011,50,Zaragoza,13776,13079,697
2011,51,Ceuta,2768,2543,225
2011,52,Melilla,4147,3127,1020
2012,01,Álava,5869,4954,915
2012,02,Albacete,5776,6884,-1108
2012,03,Alicante,27309,26087,1222
2012,04,Almería,10867,10379,488
2012,05,Ávila,3339,4765,-1426
2012,06,Badajoz,8255,8836,-581
2012,07,Baleares,25947,21863,4084
2012,08,Barcelona,57587,59025,-1438
2012,09,Burgos,5469,6444,-975
2012,10,Cáceres,5990,6812,-822
2012,11,Cádiz,14317,15513,-1196
2012,12,Castellón,9067,9591,-524
2012,13,Ciudad Real,6918,8937,-2019
2012,14,Córdoba,8091,10119,-2028
2012,15,A Coruña,12357,11768,589
2012,16,Cuenca,3858,5929,-2071
2012,17,Girona,13000,13692,-692
2012,18,Granada,12770,14668,-1898
2012,19,Guadalajara,9848,10559,-711
2012,20,Guipúzcoa,8114,6149,1965
2012,21,Huelva,5937,6038,-101
2012,22,Huesca,4263,4657,-394
2012,23,Jaén,7262,11496,-4234
2012,24,León,5998,7455,-1457
2012,25,Lleida,8019,8849,-830
2012,26,La Rioja,5112,5333,-221
2012,27,Lugo,4523,4567,-44
2012,28,Madrid,100791,85405,15386
2012,29,Málaga,22830,18840,3990
2012,30,Murcia,18368,17884,484
2012,31,Navarra,8660,7872,788
2012,32,Ourense,5003,4850,153
2012,33,Asturias,9356,10334,-978
2012,34,Palencia,2172,2823,-651
2012,35,Las Palmas,18358,16198,2160
2012,36,Pontevedra,9887,9771,116
2012,37,Salamanca,4788,5581,-793
2012,38,Santa Cruz de Tenerife,14474,12793,1681
2012,39,Cantabria,7443,7972,-529
2012,40,Segovia,2945,3715,-770
2012,41,Sevilla,17655,19103,-1448
2012,42,Soria,1531,1941,-410
2012,43,Tarragona,16096,16791,-695
2012,44,Teruel,2666,3265,-599
2012,45,Toledo,20171,22465,-2294
2012,46,Valencia,27779,29459,-1680
2012,47,Valladolid,6477,7245,-768
2012,48,Vizcaya,12279,11183,1096
2012,49,Zamora,2636,3381,-745
2012,50,Zaragoza,12518,12004,514
2012,51,Ceuta,2396,2554,-158
2012,52,Melilla,4452,2795,1657
2013,01,Álava,5937,4966,971
2013,02,Albacete,5314,6635,-1321
2013,03,Alicante,26757,24900,1857
2013,04,Almería,11483,9798,1685
2013,05,Ávila,3370,4304,-934
2013,06,Badajoz,8370,8858,-488
2013,07,Baleares,25589,20048,5541
2013,08,Barcelona,56013,55291,722
2013,09,Burgos,4913,6184,-1271
2013,10,Cáceres,6101,6709,-608
2013,11,Cádiz,13884,15931,-2047
2013,12,Castellón,8033,9060,-1027
2013,13,Ciudad Real,6403,8686,-2283
2013,14,Córdoba,7716,10091,-2375
2013,15,A Coruña,11500,11582,-82
2013,16,Cuenca,3443,5149,-1706
2013,17,Girona,13167,13334,-167
2013,18,Granada,12614,13816,-1202
2013,19,Guadalajara,8263,9673,-1410
2013,20,Guipúzcoa,8838,6432,2406
2013,21,Huelva,5733,6105,-372
2013,22,Huesca,4250,4525,-275
2013,23,Jaén,6648,10186,-3538
2013,24,León,6123,7618,-1495
2013,25,Lleida,8050,8417,-367
2013,26,La Rioja,4732,5047,-315
2013,27,Lugo,4349,4354,-5
2013,28,Madrid,95045,80042,15003
2013,29,Málaga,22547,19619,2928
2013,30,Murcia,18114,16628,1486
2013,31,Navarra,7841,8064,-223
2013,32,Ourense,4634,4755,-121
2013,33,Asturias,9345,10135,-790
2013,34,Palencia,2299,2726,-427
2013,35,Las Palmas,17613,15900,1713
2013,36,Pontevedra,9402,9556,-154
2013,37,Salamanca,4457,5569,-1112
2013,38,Santa Cruz de Tenerife,13366,12184,1182
2013,39,Cantabria,7347,7705,-358
2013,40,Segovia,2720,3626,-906
2013,41,Sevilla,17367,19404,-2037
2013,42,Soria,1468,1857,-389
2013,43,Tarragona,14865,15750,-885
2013,44,Teruel,2627,3069,-442
2013,45,Toledo,18371,22013,-3642
2013,46,Valencia,26062,26906,-844
2013,47,Valladolid,6050,7085,-1035
2013,48,Vizcaya,11491,11176,315
2013,49,Zamora,2418,3204,-786
2013,50,Zaragoza,12743,12240,503
2013,51,Ceuta,2994,2498,496
2013,52,Melilla,3725,3094,631
2014,01,Álava,6347,4698,1649
2014,02,Albacete,5603,6896,-1293
2014,03,Alicante,26394,26271,123
2014,04,Almería,10990,9942,1048
2014,05,Ávila,3758,4299,-541
2014,06,Badajoz,7623,9085,-1462
2014,07,Baleares,25118,21462,3656
2014,08,Barcelona,58032,52626,5406
2014,09,Burgos,5570,6320,-750
2014,10,Cáceres,5816,6929,-1113
2014,11,Cádiz,14298,16306,-2008
2014,12,Castellón,8359,9377,-1018
2014,13,Ciudad Real,6244,8498,-2254
2014,14,Córdoba,8104,10129,-2025
2014,15,A Coruña,10915,11835,-920
2014,16,Cuenca,3943,5122,-1179
2014,17,Girona,12747,13656,-909
2014,18,Granada,13417,14654,-1237
2014,19,Guadalajara,8051,9001,-950
2014,20,Guipúzcoa,8898,6794,2104
2014,21,Huelva,6053,6215,-162
2014,22,Huesca,4268,4501,-233
2014,23,Jaén,6810,10087,-3277
2014,24,León,6410,7826,-1416
2014,25,Lleida,8383,8399,-16
2014,26,La Rioja,4991,5232,-241
2014,27,Lugo,4160,4500,-340
2014,28,Madrid,94189,78576,15613
2014,29,Málaga,23675,19072,4603
2014,30,Murcia,17723,17802,-79
2014,31,Navarra,8153,7491,662
2014,32,Ourense,4606,5053,-447
2014,33,Asturias,8809,10307,-1498
2014,34,Palencia,2203,2715,-512
2014,35,Las Palmas,17078,15925,1153
2014,36,Pontevedra,9153,9810,-657
2014,37,Salamanca,4525,5522,-997
2014,38,Santa Cruz de Tenerife,13115,12311,804
2014,39,Cantabria,7361,7835,-474
2014,40,Segovia,2989,3511,-522
2014,41,Sevilla,17575,19762,-2187
2014,42,Soria,1587,1934,-347
2014,43,Tarragona,14639,15707,-1068
2014,44,Teruel,2653,3138,-485
2014,45,Toledo,17848,20950,-3102
2014,46,Valencia,26924,27428,-504
2014,47,Valladolid,6589,7281,-692
2014,48,Vizcaya,11731,11043,688
2014,49,Zamora,2722,3211,-489
2014,50,Zaragoza,13052,12760,292
2014,51,Ceuta,2194,2792,-598
2014,52,Melilla,3208,3007,201
2015,01,Álava,5908,4797,1111
2015,02,Albacete,5436,6942,-1506
2015,03,Alicante,26051,25670,381
2015,04,Almería,11425,10375,1050
2015,05,Ávila,3066,4371,-1305
2015,06,Badajoz,7274,8966,-1692
2015,07,Baleares,24977,21298,3679
2015,08,Barcelona,58482,51270,7212
2015,09,Burgos,5065,6350,-1285
2015,10,Cáceres,5294,6823,-1529
2015,11,Cádiz,14713,16729,-2016
2015,12,Castellón,7946,9079,-1133
2015,13,Ciudad Real,5977,8890,-2913
2015,14,Córdoba,7932,10400,-2468
