ano,provbaja,origin_province,provalta,destination_province,migration
1998,15,A Coruña,30,Murcia,161
1998,15,A Coruña,31,Navarra,49
1998,15,A Coruña,32,Ourense,281
1998,15,A Coruña,33,Asturias,265
1998,15,A Coruña,34,Palencia,20
1998,15,A Coruña,35,Las Palmas,1382
1998,15,A Coruña,36,Pontevedra,1331
1998,15,A Coruña,37,Salamanca,36
1998,15,A Coruña,38,Santa Cruz de Tenerife,407
1998,15,A Coruña,39,Cantabria,85
1998,15,A Coruña,40,Segovia,17
1998,15,A Coruña,41,Sevilla,39
1998,15,A Coruña,42,Soria,1
1998,15,A Coruña,43,Tarragona,28
1998,15,A Coruña,44,Teruel,4
1998,15,A Coruña,45,Toledo,30
1998,15,A Coruña,46,Valencia,83
1998,15,A Coruña,47,Valladolid,66
1998,15,A Coruña,48,Vizcaya,195
1998,15,A Coruña,49,Zamora,32
1998,15,A Coruña,50,Zaragoza,99
1998,15,A Coruña,51,Ceuta,32
1998,15,A Coruña,52,Melilla,35
1998,16,Cuenca,01,Álava,2
1998,16,Cuenca,02,Albacete,308
1998,16,Cuenca,03,Alicante,101
1998,16,Cuenca,04,Almería,16
1998,16,Cuenca,06,Badajoz,22
1998,16,Cuenca,07,Baleares,72
1998,16,Cuenca,08,Barcelona,106
1998,16,Cuenca,09,Burgos,9
1998,16,Cuenca,10,Cáceres,29
1998,16,Cuenca,11,Cádiz,9
1998,16,Cuenca,12,Castellón,55
1998,16,Cuenca,13,Ciudad Real,70
1998,16,Cuenca,14,Córdoba,18
1998,16,Cuenca,15,A Coruña,16
1998,16,Cuenca,17,Girona,9
1998,16,Cuenca,18,Granada,16
1998,16,Cuenca,19,Guadalajara,63
1998,16,Cuenca,20,Guipúzcoa,7
1998,16,Cuenca,21,Huelva,4
1998,16,Cuenca,22,Huesca,4
1998,16,Cuenca,23,Jaén,25
1998,16,Cuenca,24,León,8
1998,16,Cuenca,25,Lleida,4
1998,16,Cuenca,26,La Rioja,1
1998,16,Cuenca,27,Lugo,1
1998,16,Cuenca,28,Madrid,816
1998,16,Cuenca,29,Málaga,15
1998,16,Cuenca,30,Murcia,26
1998,16,Cuenca,31,Navarra,5
1998,16,Cuenca,32,Ourense,8
1998,16,Cuenca,33,Asturias,1
1998,16,Cuenca,34,Palencia,1
1998,16,Cuenca,35,Las Palmas,26
1998,16,Cuenca,36,Pontevedra,2
1998,16,Cuenca,37,Salamanca,12
1998,16,Cuenca,38,Santa Cruz de Tenerife,8
1998,16,Cuenca,39,Cantabria,7
1998,16,Cuenca,40,Segovia,5
1998,16,Cuenca,41,Sevilla,15
1998,16,Cuenca,43,Tarragona,5
1998,16,Cuenca,44,Teruel,22
1998,16,Cuenca,45,Toledo,87
1998,16,Cuenca,46,Valencia,689
1998,16,Cuenca,47,Valladolid,12
1998,16,Cuenca,48,Vizcaya,7
1998,16,Cuenca,49,Zamora,6
1998,16,Cuenca,50,Zaragoza,17
1998,16,Cuenca,51,Ceuta,4
1998,16,Cuenca,52,Melilla,6
1998,17,Girona,01,Álava,2
1998,17,Girona,02,Albacete,17
1998,17,Girona,03,Alicante,94
1998,17,Girona,04,Almería,90
1998,17,Girona,05,Ávila,7
1998,17,Girona,06,Badajoz,128
1998,17,Girona,07,Baleares,219
1998,17,Girona,08,Barcelona,3301
1998,17,Girona,09,Burgos,15
1998,17,Girona,10,Cáceres,45
1998,17,Girona,11,Cádiz,130
1998,17,Girona,12,Castellón,63
1998,17,Girona,13,Ciudad Real,20
1998,17,Girona,14,Córdoba,100
1998,17,Girona,15,A Coruña,44
1998,17,Girona,16,Cuenca,14
1998,17,Girona,18,Granada,184
1998,17,Girona,19,Guadalajara,25
1998,17,Girona,20,Guipúzcoa,28
1998,17,Girona,21,Huelva,12
1998,17,Girona,22,Huesca,50
1998,17,Girona,23,Jaén,160
1998,17,Girona,24,León,24
1998,17,Girona,25,Lleida,154
1998,17,Girona,26,La Rioja,20
1998,17,Girona,27,Lugo,6
1998,17,Girona,28,Madrid,176
1998,17,Girona,29,Málaga,153
1998,17,Girona,30,Murcia,63
1998,17,Girona,31,Navarra,25
1998,17,Girona,32,Ourense,36
1998,17,Girona,33,Asturias,36
1998,17,Girona,34,Palencia,4
1998,17,Girona,35,Las Palmas,91
1998,17,Girona,36,Pontevedra,26
1998,17,Girona,37,Salamanca,15
1998,17,Girona,38,Santa Cruz de Tenerife,104
1998,17,Girona,39,Cantabria,23
1998,17,Girona,40,Segovia,9
1998,17,Girona,41,Sevilla,120
1998,17,Girona,42,Soria,5
1998,17,Girona,43,Tarragona,166
1998,17,Girona,44,Teruel,16
1998,17,Girona,45,Toledo,31
1998,17,Girona,46,Valencia,109
1998,17,Girona,47,Valladolid,10
1998,17,Girona,48,Vizcaya,29
1998,17,Girona,49,Zamora,15
1998,17,Girona,50,Zaragoza,60
1998,17,Girona,51,Ceuta,8
1998,17,Girona,52,Melilla,17
1998,18,Granada,01,Álava,12
1998,18,Granada,02,Albacete,28
1998,18,Granada,03,Alicante,510
1998,18,Granada,04,Almería,1300
1998,18,Granada,05,Ávila,2
1998,18,Granada,06,Badajoz,34
1998,18,Granada,07,Baleares,1093
1998,18,Granada,08,Barcelona,714
1998,18,Granada,09,Burgos,19
1998,18,Granada,10,Cáceres,27
1998,18,Granada,11,Cádiz,282
1998,18,Granada,12,Castellón,64
1998,18,Granada,13,Ciudad Real,80
1998,18,Granada,14,Córdoba,253
1998,18,Granada,15,A Coruña,12
1998,18,Granada,16,Cuenca,26
1998,18,Granada,17,Girona,174
1998,18,Granada,19,Guadalajara,15
1998,18,Granada,20,Guipúzcoa,47
1998,18,Granada,21,Huelva,67
1998,18,Granada,22,Huesca,23
1998,18,Granada,23,Jaén,587
1998,18,Granada,24,León,11
1998,18,Granada,25,Lleida,41
1998,18,Granada,26,La Rioja,6
1998,18,Granada,27,Lugo,4
1998,18,Granada,28,Madrid,528
1998,18,Granada,29,Málaga,972
1998,18,Granada,30,Murcia,507
1998,18,Granada,31,Navarra,50
1998,18,Granada,32,Ourense,8
1998,18,Granada,33,Asturias,48
1998,18,Granada,34,Palencia,2
1998,18,Granada,35,Las Palmas,347
1998,18,Granada,36,Pontevedra,30
1998,18,Granada,37,Salamanca,12
1998,18,Granada,38,Santa Cruz de Tenerife,130
1998,18,Granada,39,Cantabria,18
1998,18,Granada,40,Segovia,5
1998,18,Granada,41,Sevilla,350
1998,18,Granada,42,Soria,14
1998,18,Granada,43,Tarragona,104
1998,18,Granada,44,Teruel,8
1998,18,Granada,45,Toledo,32
1998,18,Granada,46,Valencia,185
1998,18,Granada,47,Valladolid,12
1998,18,Granada,48,Vizcaya,41
1998,18,Granada,49,Zamora,4
1998,18,Granada,50,Zaragoza,59
1998,18,Granada,51,Ceuta,117
1998,18,Granada,52,Melilla,202
1998,19,Guadalajara,01,Álava,1
1998,19,Guadalajara,02,Albacete,23
1998,19,Guadalajara,03,Alicante,62
1998,19,Guadalajara,04,Almería,6
1998,19,Guadalajara,05,Ávila,17
1998,19,Guadalajara,06,Badajoz,36
1998,19,Guadalajara,07,Baleares,23
1998,19,Guadalajara,08,Barcelona,66
1998,19,Guadalajara,09,Burgos,18
1998,19,Guadalajara,10,Cáceres,13
1998,19,Guadalajara,11,Cádiz,32
1998,19,Guadalajara,12,Castellón,22
1998,19,Guadalajara,13,Ciudad Real,41
1998,19,Guadalajara,14,Córdoba,14
1998,19,Guadalajara,15,A Coruña,16
1998,19,Guadalajara,16,Cuenca,38
1998,19,Guadalajara,17,Girona,5
1998,19,Guadalajara,18,Granada,10
1998,19,Guadalajara,20,Guipúzcoa,11
1998,19,Guadalajara,21,Huelva,7
1998,19,Guadalajara,22,Huesca,9
1998,19,Guadalajara,23,Jaén,15
1998,19,Guadalajara,24,León,6
1998,19,Guadalajara,25,Lleida,7
1998,19,Guadalajara,26,La Rioja,13
1998,19,Guadalajara,27,Lugo,3
1998,19,Guadalajara,28,Madrid,1476
1998,19,Guadalajara,29,Málaga,28
1998,19,Guadalajara,30,Murcia,45
1998,19,Guadalajara,31,Navarra,7
1998,19,Guadalajara,33,Asturias,24
1998,19,Guadalajara,34,Palencia,3
1998,19,Guadalajara,35,Las Palmas,26
1998,19,Guadalajara,36,Pontevedra,5
1998,19,Guadalajara,37,Salamanca,16
1998,19,Guadalajara,38,Santa Cruz de Tenerife,25
1998,19,Guadalajara,39,Cantabria,11
1998,19,Guadalajara,40,Segovia,13
1998,19,Guadalajara,41,Sevilla,46
1998,19,Guadalajara,42,Soria,27
1998,19,Guadalajara,43,Tarragona,16
1998,19,Guadalajara,44,Teruel,27
1998,19,Guadalajara,45,Toledo,48
1998,19,Guadalajara,46,Valencia,68
1998,19,Guadalajara,47,Valladolid,18
1998,19,Guadalajara,48,Vizcaya,13
1998,19,Guadalajara,50,Zaragoza,56
1998,19,Guadalajara,51,Ceuta,3
1998,19,Guadalajara,52,Melilla,2
1998,20,Guipúzcoa,01,Álava,489
1998,20,Guipúzcoa,02,Albacete,5
1998,20,Guipúzcoa,03,Alicante,206
1998,20,Guipúzcoa,04,Almería,21
1998,20,Guipúzcoa,05,Ávila,18
1998,20,Guipúzcoa,06,Badajoz,92
1998,20,Guipúzcoa,07,Baleares,113
1998,20,Guipúzcoa,08,Barcelona,262
1998,20,Guipúzcoa,09,Burgos,98
1998,20,Guipúzcoa,10,Cáceres,121
1998,20,Guipúzcoa,11,Cádiz,30
1998,20,Guipúzcoa,12,Castellón,40
1998,20,Guipúzcoa,13,Ciudad Real,13
1998,20,Guipúzcoa,14,Córdoba,11
1998,20,Guipúzcoa,15,A Coruña,106
1998,20,Guipúzcoa,16,Cuenca,5
1998,20,Guipúzcoa,17,Girona,19
1998,20,Guipúzcoa,18,Granada,47
1998,20,Guipúzcoa,19,Guadalajara,6
1998,20,Guipúzcoa,21,Huelva,6
1998,20,Guipúzcoa,22,Huesca,32
1998,20,Guipúzcoa,23,Jaén,21
1998,20,Guipúzcoa,24,León,63
1998,20,Guipúzcoa,25,Lleida,18
1998,20,Guipúzcoa,26,La Rioja,259
1998,20,Guipúzcoa,27,Lugo,22
1998,20,Guipúzcoa,28,Madrid,439
1998,20,Guipúzcoa,29,Málaga,84
1998,20,Guipúzcoa,30,Murcia,58
1998,20,Guipúzcoa,31,Navarra,875
1998,20,Guipúzcoa,32,Ourense,45
1998,20,Guipúzcoa,33,Asturias,61
1998,20,Guipúzcoa,34,Palencia,33
1998,20,Guipúzcoa,35,Las Palmas,79
1998,20,Guipúzcoa,36,Pontevedra,94
1998,20,Guipúzcoa,37,Salamanca,119
1998,20,Guipúzcoa,38,Santa Cruz de Tenerife,83
1998,20,Guipúzcoa,39,Cantabria,109
1998,20,Guipúzcoa,40,Segovia,14
1998,20,Guipúzcoa,41,Sevilla,27
1998,20,Guipúzcoa,42,Soria,25
1998,20,Guipúzcoa,43,Tarragona,43
1998,20,Guipúzcoa,44,Teruel,10
1998,20,Guipúzcoa,45,Toledo,15
1998,20,Guipúzcoa,46,Valencia,93
1998,20,Guipúzcoa,47,Valladolid,71
1998,20,Guipúzcoa,48,Vizcaya,726
1998,20,Guipúzcoa,49,Zamora,67
1998,20,Guipúzcoa,50,Zaragoza,131
1998,20,Guipúzcoa,51,Ceuta,4
1998,20,Guipúzcoa,52,Melilla,9
1998,21,Huelva,01,Álava,6
1998,21,Huelva,02,Albacete,10
1998,21,Huelva,03,Alicante,54
1998,21,Huelva,04,Almería,27
1998,21,Huelva,05,Ávila,2
1998,21,Huelva,06,Badajoz,157
1998,21,Huelva,07,Baleares,148
1998,21,Huelva,08,Barcelona,229
1998,21,Huelva,09,Burgos,10
1998,21,Huelva,10,Cáceres,29
1998,21,Huelva,11,Cádiz,233
1998,21,Huelva,12,Castellón,29
1998,21,Huelva,13,Ciudad Real,19
1998,21,Huelva,14,Córdoba,100
1998,21,Huelva,15,A Coruña,22
1998,21,Huelva,16,Cuenca,1
1998,21,Huelva,17,Girona,51
1998,21,Huelva,18,Granada,78
1998,21,Huelva,19,Guadalajara,9
1998,21,Huelva,20,Guipúzcoa,10
1998,21,Huelva,22,Huesca,15
1998,21,Huelva,23,Jaén,49
1998,21,Huelva,24,León,11
1998,21,Huelva,25,Lleida,14
1998,21,Huelva,26,La Rioja,11
1998,21,Huelva,27,Lugo,3
1998,21,Huelva,28,Madrid,224
1998,21,Huelva,29,Málaga,122
1998,21,Huelva,30,Murcia,63
1998,21,Huelva,31,Navarra,15
1998,21,Huelva,32,Ourense,2
1998,21,Huelva,33,Asturias,13
1998,21,Huelva,34,Palencia,1
1998,21,Huelva,35,Las Palmas,131
1998,21,Huelva,36,Pontevedra,10
1998,21,Huelva,37,Salamanca,12
1998,21,Huelva,38,Santa Cruz de Tenerife,66
1998,21,Huelva,39,Cantabria,11
1998,21,Huelva,40,Segovia,1
1998,21,Huelva,41,Sevilla,1018
1998,21,Huelva,42,Soria,1
1998,21,Huelva,43,Tarragona,22
1998,21,Huelva,44,Teruel,10
1998,21,Huelva,45,Toledo,26
1998,21,Huelva,46,Valencia,32
1998,21,Huelva,47,Valladolid,11
1998,21,Huelva,48,Vizcaya,31
1998,21,Huelva,49,Zamora,5
1998,21,Huelva,50,Zaragoza,22
1998,21,Huelva,51,Ceuta,37
1998,21,Huelva,52,Melilla,20
1998,22,Huesca,01,Álava,11
1998,22,Huesca,02,Albacete,8
1998,22,Huesca,03,Alicante,28
1998,22,Huesca,04,Almería,7
1998,22,Huesca,05,Ávila,9
1998,22,Huesca,06,Badajoz,18
1998,22,Huesca,07,Baleares,57
1998,22,Huesca,08,Barcelona,421
1998,22,Huesca,09,Burgos,16
1998,22,Huesca,10,Cáceres,8
1998,22,Huesca,11,Cádiz,16
1998,22,Huesca,12,Castellón,15
1998,22,Huesca,13,Ciudad Real,10
1998,22,Huesca,14,Córdoba,7
1998,22,Huesca,15,A Coruña,21
1998,22,Huesca,16,Cuenca,3
1998,22,Huesca,17,Girona,25
1998,22,Huesca,18,Granada,18
1998,22,Huesca,19,Guadalajara,11
1998,22,Huesca,20,Guipúzcoa,40
1998,22,Huesca,21,Huelva,3
1998,22,Huesca,23,Jaén,15
1998,22,Huesca,24,León,7
1998,22,Huesca,25,Lleida,363
1998,22,Huesca,26,La Rioja,30
1998,22,Huesca,27,Lugo,3
1998,22,Huesca,28,Madrid,128
1998,22,Huesca,29,Málaga,21
1998,22,Huesca,30,Murcia,18
1998,22,Huesca,31,Navarra,106
1998,22,Huesca,32,Ourense,1
1998,22,Huesca,33,Asturias,9
1998,22,Huesca,34,Palencia,7
1998,22,Huesca,35,Las Palmas,22
1998,22,Huesca,36,Pontevedra,7
1998,22,Huesca,37,Salamanca,9
1998,22,Huesca,38,Santa Cruz de Tenerife,13
1998,22,Huesca,39,Cantabria,20
1998,22,Huesca,40,Segovia,1
1998,22,Huesca,41,Sevilla,8
1998,22,Huesca,42,Soria,12
1998,22,Huesca,43,Tarragona,72
1998,22,Huesca,44,Teruel,36
1998,22,Huesca,45,Toledo,9
1998,22,Huesca,46,Valencia,35
1998,22,Huesca,47,Valladolid,11
1998,22,Huesca,48,Vizcaya,23
1998,22,Huesca,49,Zamora,10
1998,22,Huesca,50,Zaragoza,473
1998,22,Huesca,51,Ceuta,15
1998,22,Huesca,52,Melilla,7
1998,23,Jaén,01,Álava,16
1998,23,Jaén,02,Albacete,92
1998,23,Jaén,03,Alicante,438
1998,23,Jaén,04,Almería,329
1998,23,Jaén,05,Ávila,5
1998,23,Jaén,06,Badajoz,38
1998,23,Jaén,07,Baleares,509
1998,23,Jaén,08,Barcelona,443
1998,23,Jaén,09,Burgos,11
1998,23,Jaén,10,Cáceres,26
1998,23,Jaén,11,Cádiz,123
1998,23,Jaén,12,Castellón,136
1998,23,Jaén,13,Ciudad Real,159
1998,23,Jaén,14,Córdoba,338
1998,23,Jaén,15,A Coruña,11
1998,23,Jaén,16,Cuenca,27
1998,23,Jaén,17,Girona,189
1998,23,Jaén,18,Granada,764
1998,23,Jaén,19,Guadalajara,11
1998,23,Jaén,20,Guipúzcoa,34
1998,23,Jaén,21,Huelva,54
1998,23,Jaén,22,Huesca,25
1998,23,Jaén,24,León,14
1998,23,Jaén,25,Lleida,32
1998,23,Jaén,26,La Rioja,28
1998,23,Jaén,27,Lugo,9
1998,23,Jaén,28,Madrid,771
1998,23,Jaén,29,Málaga,465
1998,23,Jaén,30,Murcia,384
1998,23,Jaén,31,Navarra,97
1998,23,Jaén,33,Asturias,19
1998,23,Jaén,34,Palencia,5
1998,23,Jaén,35,Las Palmas,106
1998,23,Jaén,36,Pontevedra,5
1998,23,Jaén,37,Salamanca,11
1998,23,Jaén,38,Santa Cruz de Tenerife,55
1998,23,Jaén,39,Cantabria,13
1998,23,Jaén,40,Segovia,16
1998,23,Jaén,41,Sevilla,246
1998,23,Jaén,42,Soria,9
1998,23,Jaén,43,Tarragona,143
1998,23,Jaén,44,Teruel,8
1998,23,Jaén,45,Toledo,84
1998,23,Jaén,46,Valencia,253
1998,23,Jaén,47,Valladolid,19
1998,23,Jaén,48,Vizcaya,37
1998,23,Jaén,49,Zamora,2
1998,23,Jaén,50,Zaragoza,37
1998,23,Jaén,51,Ceuta,47
1998,23,Jaén,52,Melilla,44
1998,24,León,01,Álava,42
1998,24,León,02,Albacete,14
1998,24,León,03,Alicante,262
1998,24,León,04,Almería,34
1998,24,León,05,Ávila,18
1998,24,León,06,Badajoz,42
1998,24,León,07,Baleares,225
1998,24,León,08,Barcelona,277
1998,24,León,09,Burgos,93
1998,24,León,10,Cáceres,26
1998,24,León,11,Cádiz,18
1998,24,León,12,Castellón,38
1998,24,León,13,Ciudad Real,18
1998,24,León,14,Córdoba,15
1998,24,León,15,A Coruña,232
1998,24,León,16,Cuenca,9
1998,24,León,17,Girona,36
1998,24,León,18,Granada,23
1998,24,León,19,Guadalajara,23
1998,24,León,20,Guipúzcoa,63
1998,24,León,21,Huelva,8
1998,24,León,22,Huesca,22
1998,24,León,23,Jaén,14
1998,24,León,25,Lleida,29
1998,24,León,26,La Rioja,44
1998,24,León,27,Lugo,111
1998,24,León,28,Madrid,903
1998,24,León,29,Málaga,71
1998,24,León,30,Murcia,66
1998,24,León,31,Navarra,60
1998,24,León,32,Ourense,176
1998,24,León,33,Asturias,769
1998,24,León,34,Palencia,134
1998,24,León,35,Las Palmas,182
1998,24,León,36,Pontevedra,133
1998,24,León,37,Salamanca,126
1998,24,León,38,Santa Cruz de Tenerife,123
1998,24,León,39,Cantabria,126
1998,24,León,40,Segovia,24
1998,24,León,41,Sevilla,42
1998,24,León,42,Soria,18
1998,24,León,43,Tarragona,31
1998,24,León,44,Teruel,8
1998,24,León,45,Toledo,44
1998,24,León,46,Valencia,98
1998,24,León,47,Valladolid,293
1998,24,León,48,Vizcaya,144
1998,24,León,49,Zamora,163
1998,24,León,50,Zaragoza,74
1998,24,León,51,Ceuta,16
1998,24,León,52,Melilla,17
1998,25,Lleida,01,Álava,4
1998,25,Lleida,02,Albacete,14
1998,25,Lleida,03,Alicante,46
1998,25,Lleida,04,Almería,38
1998,25,Lleida,05,Ávila,3
1998,25,Lleida,06,Badajoz,22
1998,25,Lleida,07,Baleares,100
1998,25,Lleida,08,Barcelona,1509
1998,25,Lleida,09,Burgos,11
1998,25,Lleida,10,Cáceres,40
1998,25,Lleida,11,Cádiz,15
1998,25,Lleida,12,Castellón,35
1998,25,Lleida,13,Ciudad Real,17
1998,25,Lleida,14,Córdoba,32
1998,25,Lleida,15,A Coruña,39
1998,25,Lleida,16,Cuenca,12
1998,25,Lleida,17,Girona,228
1998,25,Lleida,18,Granada,44
1998,25,Lleida,19,Guadalajara,5
1998,25,Lleida,20,Guipúzcoa,19
1998,25,Lleida,21,Huelva,14
1998,25,Lleida,22,Huesca,300
1998,25,Lleida,23,Jaén,48
1998,25,Lleida,24,León,23
1998,25,Lleida,26,La Rioja,19
1998,25,Lleida,27,Lugo,6
1998,25,Lleida,28,Madrid,95
1998,25,Lleida,29,Málaga,45
1998,25,Lleida,30,Murcia,33
1998,25,Lleida,31,Navarra,41
1998,25,Lleida,32,Ourense,21
1998,25,Lleida,33,Asturias,11
1998,25,Lleida,34,Palencia,3
1998,25,Lleida,35,Las Palmas,17
1998,25,Lleida,36,Pontevedra,26
1998,25,Lleida,37,Salamanca,3
1998,25,Lleida,38,Santa Cruz de Tenerife,21
1998,25,Lleida,39,Cantabria,22
1998,25,Lleida,40,Segovia,5
1998,25,Lleida,41,Sevilla,27
1998,25,Lleida,42,Soria,17
1998,25,Lleida,43,Tarragona,454
1998,25,Lleida,44,Teruel,22
1998,25,Lleida,45,Toledo,23
1998,25,Lleida,46,Valencia,48
1998,25,Lleida,47,Valladolid,20
1998,25,Lleida,48,Vizcaya,21
1998,25,Lleida,49,Zamora,10
1998,25,Lleida,50,Zaragoza,144
1998,25,Lleida,51,Ceuta,5
1998,25,Lleida,52,Melilla,10
1998,26,La Rioja,01,Álava,290
1998,26,La Rioja,02,Albacete,9
1998,26,La Rioja,03,Alicante,74
1998,26,La Rioja,04,Almería,2
1998,26,La Rioja,05,Ávila,3
1998,26,La Rioja,06,Badajoz,13
1998,26,La Rioja,07,Baleares,46
1998,26,La Rioja,08,Barcelona,117
1998,26,La Rioja,09,Burgos,136
1998,26,La Rioja,10,Cáceres,15
1998,26,La Rioja,11,Cádiz,15
1998,26,La Rioja,12,Castellón,9
1998,26,La Rioja,13,Ciudad Real,13
1998,26,La Rioja,14,Córdoba,10
1998,26,La Rioja,15,A Coruña,27
1998,26,La Rioja,16,Cuenca,9
1998,26,La Rioja,17,Girona,22
1998,26,La Rioja,18,Granada,10
1998,26,La Rioja,19,Guadalajara,8
1998,26,La Rioja,20,Guipúzcoa,150
1998,26,La Rioja,21,Huelva,11
1998,26,La Rioja,22,Huesca,18
1998,26,La Rioja,23,Jaén,25
1998,26,La Rioja,24,León,29
1998,26,La Rioja,25,Lleida,11
1998,26,La Rioja,27,Lugo,5
1998,26,La Rioja,28,Madrid,265
1998,26,La Rioja,29,Málaga,33
1998,26,La Rioja,30,Murcia,34
1998,26,La Rioja,31,Navarra,571
1998,26,La Rioja,32,Ourense,11
1998,26,La Rioja,33,Asturias,31
1998,26,La Rioja,34,Palencia,19
1998,26,La Rioja,35,Las Palmas,39
1998,26,La Rioja,36,Pontevedra,9
1998,26,La Rioja,37,Salamanca,17
1998,26,La Rioja,38,Santa Cruz de Tenerife,20
1998,26,La Rioja,39,Cantabria,45
1998,26,La Rioja,40,Segovia,4
1998,26,La Rioja,41,Sevilla,23
1998,26,La Rioja,42,Soria,62
1998,26,La Rioja,43,Tarragona,33
1998,26,La Rioja,44,Teruel,9
1998,26,La Rioja,45,Toledo,26
1998,26,La Rioja,46,Valencia,56
1998,26,La Rioja,47,Valladolid,22
1998,26,La Rioja,48,Vizcaya,256
1998,26,La Rioja,49,Zamora,5
1998,26,La Rioja,50,Zaragoza,182
1998,26,La Rioja,51,Ceuta,3
1998,26,La Rioja,52,Melilla,5
1998,27,Lugo,01,Álava,14
1998,27,Lugo,03,Alicante,48
1998,27,Lugo,04,Almería,3
1998,27,Lugo,05,Ávila,4
1998,27,Lugo,06,Badajoz,2
1998,27,Lugo,07,Baleares,36
1998,27,Lugo,08,Barcelona,190
1998,27,Lugo,09,Burgos,10
1998,27,Lugo,10,Cáceres,5
1998,27,Lugo,11,Cádiz,15
1998,27,Lugo,12,Castellón,12
1998,27,Lugo,13,Ciudad Real,2
1998,27,Lugo,14,Córdoba,4
1998,27,Lugo,15,A Coruña,811
1998,27,Lugo,16,Cuenca,2
1998,27,Lugo,17,Girona,11
1998,27,Lugo,18,Granada,8
1998,27,Lugo,19,Guadalajara,4
1998,27,Lugo,20,Guipúzcoa,27
1998,27,Lugo,21,Huelva,1
1998,27,Lugo,22,Huesca,3
1998,27,Lugo,23,Jaén,7
1998,27,Lugo,24,León,91
1998,27,Lugo,25,Lleida,11
1998,27,Lugo,26,La Rioja,6
1998,27,Lugo,28,Madrid,271
1998,27,Lugo,29,Málaga,10
1998,27,Lugo,30,Murcia,12
1998,27,Lugo,31,Navarra,14
1998,27,Lugo,32,Ourense,253
1998,27,Lugo,33,Asturias,252
1998,27,Lugo,34,Palencia,13
1998,27,Lugo,35,Las Palmas,109
1998,27,Lugo,36,Pontevedra,302
1998,27,Lugo,37,Salamanca,10
1998,27,Lugo,38,Santa Cruz de Tenerife,40
1998,27,Lugo,39,Cantabria,74
1998,27,Lugo,40,Segovia,2
1998,27,Lugo,41,Sevilla,12
1998,27,Lugo,42,Soria,2
1998,27,Lugo,43,Tarragona,14
1998,27,Lugo,44,Teruel,3
1998,27,Lugo,45,Toledo,3
1998,27,Lugo,46,Valencia,16
1998,27,Lugo,47,Valladolid,16
1998,27,Lugo,48,Vizcaya,64
1998,27,Lugo,49,Zamora,14
1998,27,Lugo,50,Zaragoza,6
1998,27,Lugo,51,Ceuta,6
1998,27,Lugo,52,Melilla,8
1998,28,Madrid,01,Álava,234
1998,28,Madrid,02,Albacete,346
1998,28,Madrid,03,Alicante,3712
1998,28,Madrid,04,Almería,451
1998,28,Madrid,05,Ávila,1289
1998,28,Madrid,06,Badajoz,1270
1998,28,Madrid,07,Baleares,1725
1998,28,Madrid,08,Barcelona,1615
1998,28,Madrid,09,Burgos,545
1998,28,Madrid,10,Cáceres,1476
1998,28,Madrid,11,Cádiz,995
1998,28,Madrid,12,Castellón,387
1998,28,Madrid,13,Ciudad Real,1367
1998,28,Madrid,14,Córdoba,525
1998,28,Madrid,15,A Coruña,901
1998,28,Madrid,16,Cuenca,866
1998,28,Madrid,17,Girona,170
1998,28,Madrid,18,Granada,559
1998,28,Madrid,19,Guadalajara,3972
1998,28,Madrid,20,Guipúzcoa,441
1998,28,Madrid,21,Huelva,224
1998,28,Madrid,22,Huesca,160
1998,28,Madrid,23,Jaén,759
1998,28,Madrid,24,León,650
1998,28,Madrid,25,Lleida,116
1998,28,Madrid,26,La Rioja,291
1998,28,Madrid,27,Lugo,238
1998,28,Madrid,29,Málaga,2009
1998,28,Madrid,30,Murcia,1372
1998,28,Madrid,31,Navarra,434
1998,28,Madrid,32,Ourense,253
1998,28,Madrid,33,Asturias,798
1998,28,Madrid,34,Palencia,191
1998,28,Madrid,35,Las Palmas,1648
1998,28,Madrid,36,Pontevedra,673
1998,28,Madrid,37,Salamanca,596
1998,28,Madrid,38,Santa Cruz de Tenerife,1136
1998,28,Madrid,39,Cantabria,706
1998,28,Madrid,40,Segovia,1034
1998,28,Madrid,41,Sevilla,999
1998,28,Madrid,42,Soria,252
1998,28,Madrid,43,Tarragona,235
1998,28,Madrid,44,Teruel,67
1998,28,Madrid,45,Toledo,5264
1998,28,Madrid,46,Valencia,1751
1998,28,Madrid,47,Valladolid,549
1998,28,Madrid,48,Vizcaya,650
1998,28,Madrid,49,Zamora,400
1998,28,Madrid,50,Zaragoza,561
1998,28,Madrid,51,Ceuta,163
1998,28,Madrid,52,Melilla,197
1998,29,Málaga,01,Álava,33
1998,29,Málaga,02,Albacete,16
1998,29,Málaga,03,Alicante,200
1998,29,Málaga,04,Almería,197
1998,29,Málaga,05,Ávila,8
1998,29,Málaga,06,Badajoz,85
1998,29,Málaga,07,Baleares,382
1998,29,Málaga,08,Barcelona,529
1998,29,Málaga,09,Burgos,25
1998,29,Málaga,10,Cáceres,43
1998,29,Málaga,11,Cádiz,844
1998,29,Málaga,12,Castellón,47
1998,29,Málaga,13,Ciudad Real,71
1998,29,Málaga,14,Córdoba,430
1998,29,Málaga,15,A Coruña,60
1998,29,Málaga,16,Cuenca,6
1998,29,Málaga,17,Girona,100
1998,29,Málaga,18,Granada,722
1998,29,Málaga,19,Guadalajara,12
1998,29,Málaga,20,Guipúzcoa,49
1998,29,Málaga,21,Huelva,103
