fecha_buena,Afganistán,Albania,Alemania,Andorra,Angola,Antigua y Barbuda,Arabia Saudí,Argelia,Argentina,Armenia,Australia,Austria,Azerbaiyán,Bahrein,Bangladesh,Barbados,Bélgica,Belice,Benín,Bielorrusia,Bolivia,Bosnia-Herzegovina,Botsuana,Brasil,Brunei,Bulgaria,Burkina Faso,Burundi,Bután,Camboya,Camerún,Canadá,Chad,Chile,China,Chipre,Ciudad del Vaticano,Colombia,Comoras,Congo (Brazzaville),Congo (Kinshasa),Corea del Sur,Costa Rica,Croacia,Cuba,Dinamarca,Dominica,Ecuador,Egipto,El Salvador,Emiratos Árabes Unidos,Eritrea,Eslovaquia,Eslovenia,España,Estados Unidos,Estonia,Esuatini,Etiopía,Filipinas,Finlandia,Fiyi,Francia,Gabón,Gambia,Georgia,Ghana,Granada,Grecia,Guatemala,Guinea,Guinea-Bisáu,Guinea Ecuatorial,Guyana,Haití,Honduras,Hungría,India,Indonesia,Irak,Irán,Irlanda,Islandia,Israel,Italia,Jamaica,Japón,Jordania,Kazajistán,Kenia,Kirguistán,Kosovo,Kuwait,Lesotho,Letonia,Líbano,Liberia,Libia,Liechtenstein,Lituania,Luxemburgo,Macedonia del Norte,Madagascar,Malasia,Malaui,Maldivas,Mali,Malta,Marruecos,Mauricio,Mauritania,México,Moldavia,Mónaco,Mongolia,Montenegro,Mozambique,Namibia,Nepal,Nicaragua,Níger,Nigeria,Noruega,Nueva Zelanda,Omán,Países Bajos,Pakistán,Panamá,Papúa Nueva Guinea,Paraguay,Perú,Polonia,Portugal,Qatar,Reino Unido,República Centroafricana,República Checa,República Dominicana,Ruanda,Rumanía,Rusia,Sahara Occidental,San Cristóbal y Nieves,San Marino,San Vicente y las Granadinas,Santa Lucía,Santo Tomé y Príncipe,Senegal,Serbia,Seychelles,Sierra Leona,Singapur,Somalia,Sri Lanka,Sudáfrica,Sudán,Sudán del Sur,Suecia,Suiza,Surinam,Tailandia,Taiwán,Tanzania,Tayikistán,Timor Oriental,Togo,Trinidad y Tobago,Túnez,Turquía,Ucrania,Uganda,Uruguay,Uzbekistán,Venezuela,Vietnam,Yemen,Yibuti,Zambia,Zimbabue
2020-06-11,691,27,317,0,5,0,3266,108,1025,493,6,33,337,482,2927,1,135,0,6,834,560,34,1,26841,0,72,1,3,2,0,270,556,3,6363,6,2,0,1442,4,17,124,48,49,0,14,32,0,496,1423,85,567,0,2,2,292,20710,11,21,148,542,22,0,445,73,0,4,210,0,19,344,54,7,0,1,186,256,12,10117,925,1119,2269,14,0,153,304,3,39,18,258,125,38,22,644,0,2,14,13,26,0,9,4,132,35,17,13,15,37,3,76,0,94,4042,244,0,2,0,20,1,283,49,2,434,15,0,805,187,5241,506,0,21,4513,450,331,1619,1010,95,52,445,12,182,8752,0,0,2,0,0,21,105,76,0,24,352,44,11,2539,145,97,962,19,12,3,0,0,78,0,8,0,0,945,532,22,2,115,104,1,20,49,16,14
2020-06-12,654,29,329,0,6,0,3456,109,1104,495,6,32,337,491,3019,1,130,0,18,807,600,41,1,26148,0,81,1,3,2,0,184,521,2,6727,7,3,0,1460,4,13,125,47,55,0,14,32,0,600,1455,90,551,0,2,2,319,20726,9,24,159,594,19,0,462,52,0,5,241,0,20,357,52,13,0,1,172,309,12,10401,984,1132,2196,12,0,176,253,3,42,19,223,119,33,26,615,0,2,16,12,24,0,9,3,130,38,19,10,17,38,3,77,0,98,4167,264,0,1,0,22,1,307,49,2,477,14,0,855,187,4564,535,0,24,3913,452,316,1585,1002,85,58,471,13,186,8786,0,0,2,0,0,20,99,73,0,25,381,44,11,2642,145,97,989,18,14,4,0,0,76,0,6,0,1,983,553,18,2,123,105,1,23,45,33,11
2020-06-13,650,33,260,0,7,0,3491,109,1182,520,9,26,333,476,3050,1,121,0,22,784,641,41,3,25381,0,79,1,0,3,0,155,510,2,5898,14,3,0,1531,5,6,121,44,57,1,9,31,0,518,1481,96,532,4,2,1,328,21129,6,23,176,579,18,0,454,52,0,6,237,0,19,386,52,13,0,1,156,329,11,10614,987,1122,2219,16,0,174,264,3,42,23,247,122,33,32,619,0,2,17,14,23,0,8,4,140,32,20,17,16,36,3,77,0,105,4153,278,0,1,0,21,0,300,49,1,493,14,0,866,187,4780,579,0,24,4142,433,302,1603,1015,70,61,482,16,198,8765,0,0,2,0,0,23,107,73,0,27,381,41,10,2823,132,100,1026,20,14,4,0,0,74,0,6,0,1,1066,582,14,0,125,84,1,32,40,38,11
2020-06-14,632,39,253,0,7,0,3661,109,1255,505,10,30,343,495,3107,1,115,0,26,763,688,41,3,25124,0,80,1,0,1,0,110,461,2,5974,21,3,0,1672,5,6,109,44,57,1,8,35,0,519,1503,101,498,8,3,1,340,21428,5,22,189,576,18,0,464,52,0,8,332,0,18,399,59,13,0,1,119,362,9,10705,1013,1120,2234,15,0,170,284,3,47,22,257,118,40,35,582,0,1,16,14,28,0,8,4,147,31,19,16,19,39,3,81,0,105,4248,291,0,1,0,23,0,330,49,1,514,12,0,943,173,5830,713,0,22,4746,404,285,1545,1028,60,57,480,20,217,8742,0,0,2,0,0,21,109,70,0,29,385,41,8,3108,163,54,1020,22,12,3,0,0,72,0,5,1,1,1158,607,11,0,107,86,0,35,37,38,14
2020-06-15,659,47,225,0,7,0,3824,109,1309,534,11,24,350,514,3159,1,107,0,28,747,732,48,3,25837,0,76,1,0,1,0,258,426,2,6038,26,2,0,1763,5,29,104,43,57,1,9,36,0,563,1549,103,466,10,3,2,342,21749,5,24,195,564,15,0,455,133,0,10,293,0,12,396,51,15,0,1,129,390,9,11023,1037,1119,2292,16,1,172,287,3,54,21,333,122,63,36,560,0,1,16,18,19,0,8,5,144,28,24,16,21,45,3,83,0,112,4309,296,0,0,0,25,0,350,49,1,551,12,0,1005,173,5801,653,0,22,4757,375,307,1531,1019,53,52,449,23,223,8634,0,0,1,0,0,21,107,67,0,25,360,39,7,3236,170,13,1021,23,14,2,0,0,70,0,5,1,3,1244,637,8,0,118,84,0,50,32,26,14
2020-06-16,693,53,249,0,7,0,3963,109,1343,545,14,30,353,546,3258,1,103,0,32,729,748,51,3,26241,0,81,1,3,1,0,222,407,1,6195,32,2,0,1836,8,22,102,42,60,1,10,36,0,575,1575,107,440,12,3,2,337,22546,4,21,185,541,12,0,447,124,1,9,285,0,13,406,54,15,51,2,126,389,9,11131,1046,1205,2359,17,1,188,277,2,53,19,353,124,72,50,545,0,1,15,18,18,0,7,4,151,26,24,16,22,43,3,71,0,128,4366,318,0,0,0,26,0,358,51,6,526,12,0,1010,169,5865,676,0,17,4774,376,290,1457,1008,80,51,467,25,238,8585,0,0,1,0,0,22,104,66,0,29,351,35,8,3335,188,25,1061,24,14,2,0,0,67,0,5,1,5,1312,676,10,0,139,74,0,52,30,29,11
2020-06-17,676,54,297,0,6,0,4135,112,1366,561,15,28,352,537,3375,0,96,0,38,709,772,52,4,26137,0,78,1,3,1,0,169,396,1,5652,36,2,0,1909,5,22,101,44,59,1,10,40,0,579,1562,113,408,13,4,2,343,23226,3,24,179,501,11,0,434,122,1,9,341,0,19,433,59,15,51,2,127,420,7,11477,1016,1263,2445,16,1,204,295,3,55,18,365,136,81,70,530,0,2,14,17,17,0,6,5,160,31,25,17,23,32,4,70,0,134,4373,344,0,1,1,26,1,402,51,7,552,14,0,1027,160,5797,673,0,15,4584,408,296,1368,981,97,48,471,23,259,8504,0,0,1,0,0,10,104,70,0,27,322,35,8,3570,205,30,1064,25,17,1,0,0,65,0,3,1,6,1384,710,10,0,151,93,0,49,25,30,12
2020-06-18,663,58,447,0,7,0,4281,114,1448,576,17,27,350,538,3463,0,91,0,42,692,762,49,4,25045,0,84,1,3,1,0,169,388,1,5486,40,1,0,2144,7,22,110,43,57,3,11,44,0,665,1530,118,395,14,3,3,366,23920,2,20,183,518,8,0,440,125,1,9,367,0,20,472,67,15,51,4,139,439,6,11857,1067,1292,2499,17,1,210,288,4,57,16,286,149,70,76,520,0,2,13,19,17,0,5,6,161,29,23,16,23,26,3,77,0,141,4497,340,0,1,2,25,1,462,51,7,561,14,0,981,153,5590,681,0,14,4229,402,311,1339,983,93,61,458,22,271,8360,0,0,1,0,0,8,102,73,0,27,298,29,10,3617,184,23,1093,22,16,2,0,0,64,0,3,1,6,1430,732,9,0,147,96,1,45,23,31,19
2020-06-19,619,60,439,0,6,0,4336,115,1544,554,17,30,364,521,3430,0,94,0,37,688,792,54,6,29158,0,81,1,3,1,0,280,388,1,5420,38,1,0,2345,7,22,120,46,64,4,10,42,0,565,1558,121,378,14,5,3,338,24799,1,22,165,525,9,0,452,138,1,8,335,0,18,504,68,12,51,3,148,447,4,12294,1057,1369,2534,17,1,221,244,5,58,13,415,153,89,84,532,0,2,13,23,16,0,5,6,160,29,19,20,21,24,3,143,0,150,4470,352,0,1,4,23,2,459,51,6,567,15,1,943,138,6533,723,0,12,4734,391,326,1268,973,80,67,437,22,285,8219,0,0,0,0,0,8,113,76,0,28,252,29,10,3684,205,28,1075,25,15,2,0,0,62,0,4,1,8,1432,763,10,1,154,102,2,41,18,16,19
2020-06-20,617,61,486,0,5,0,4418,117,1558,529,20,35,381,517,3485,0,90,0,34,671,810,54,4,31009,0,87,1,3,0,0,418,388,1,5016,38,1,0,2412,10,22,135,48,66,7,10,36,0,482,1540,125,363,11,6,4,333,25827,1,20,186,573,8,0,469,138,1,7,371,0,21,466,68,12,51,3,130,550,3,12790,1087,1467,2518,11,1,237,232,6,62,9,427,146,111,88,526,0,2,13,22,18,0,5,6,159,36,16,13,25,22,3,164,0,162,4645,356,0,1,5,19,2,467,51,8,589,16,1,927,123,6316,738,0,14,4370,372,340,1153,941,90,65,458,23,293,8101,0,0,0,0,0,6,112,79,0,25,234,25,9,3849,225,27,1027,21,15,2,0,0,61,0,4,1,9,1402,777,10,2,170,126,2,31,17,10,18
2020-06-21,581,63,536,0,6,0,4296,122,1601,514,20,33,396,505,3541,0,74,0,46,647,847,54,4,30817,0,88,1,8,0,0,459,382,1,4826,34,0,0,2530,10,22,150,45,71,9,9,28,0,556,1519,129,376,7,6,4,335,26772,1,21,170,589,6,0,451,138,1,6,313,0,21,471,65,12,51,4,130,559,4,13265,1088,1523,2504,11,1,246,216,6,59,10,462,163,153,91,533,0,2,20,24,17,0,4,7,150,46,17,26,24,18,2,169,0,172,4815,351,0,2,5,21,3,467,51,8,594,16,1,856,116,5230,659,0,13,3600,363,349,1110,915,107,68,531,21,292,7945,0,0,0,0,0,5,114,83,0,23,213,23,9,3895,194,28,1013,25,15,2,0,0,60,0,6,0,9,1349,787,11,4,176,134,2,30,17,10,15
2020-06-22,519,58,584,0,6,0,4137,127,1735,503,21,35,412,485,3595,0,64,0,46,620,917,69,4,31171,0,92,1,8,0,0,311,379,1,4750,35,0,0,2589,10,29,155,47,76,12,8,44,0,474,1503,140,381,5,5,4,342,28325,1,20,163,609,5,0,483,101,2,4,313,0,22,500,59,9,51,7,110,597,4,13875,1079,1623,2521,9,1,264,204,6,54,9,434,153,126,98,551,1,2,20,22,18,0,4,7,148,50,13,28,22,14,2,184,0,176,4980,355,0,3,6,18,4,479,51,9,609,15,1,936,102,5159,761,0,14,3494,348,337,1075,895,106,66,586,25,304,7854,0,0,0,0,0,6,114,89,0,23,214,24,7,4008,180,32,1030,26,13,2,0,0,59,0,5,0,7,1295,789,10,5,171,141,2,18,14,7,18
2020-06-23,453,54,604,0,6,0,3976,133,1863,502,22,31,436,501,3531,0,94,0,45,588,929,72,4,31817,0,94,2,6,0,0,344,383,1,4577,33,1,0,2663,10,29,150,48,82,16,6,44,0,529,1469,147,386,3,5,5,346,29966,1,22,174,721,6,0,507,105,1,5,339,0,22,548,57,9,0,5,111,612,4,14588,1071,1686,2504,8,0,288,190,7,56,9,460,156,166,86,582,2,2,21,20,22,0,4,8,145,58,12,34,21,13,1,202,0,176,5221,351,0,3,7,17,5,501,50,5,603,16,1,1018,91,4881,765,0,17,3379,333,343,1072,867,92,77,607,23,299,7736,0,0,1,0,0,5,112,95,0,17,209,22,11,4253,164,22,1043,25,12,3,0,0,58,0,6,0,5,1267,813,10,5,167,148,2,15,11,10,19
2020-06-24,395,56,610,0,6,0,3719,140,2043,526,24,35,473,516,3453,0,93,0,47,559,972,76,2,33322,0,100,3,6,0,0,390,371,1,4827,31,1,0,2867,10,29,159,44,92,19,6,46,0,450,1477,155,396,2,7,5,343,31305,1,18,182,722,7,0,453,104,1,4,346,0,15,510,72,9,0,5,106,610,5,15166,1083,1778,2493,8,1,323,226,7,62,12,487,166,185,73,621,2,1,22,21,24,0,4,8,138,58,12,53,20,16,0,273,1,185,5293,335,0,2,8,16,6,507,50,4,612,14,2,1065,86,4693,776,0,31,3397,303,347,1086,835,76,88,647,27,295,7642,0,0,0,0,0,4,109,102,0,15,201,20,11,4483,124,18,1077,27,14,3,0,0,58,0,6,0,5,1276,838,10,8,187,140,2,16,12,11,18
2020-06-25,378,58,508,0,7,6,3521,151,2135,541,27,36,503,522,3473,0,94,0,60,532,1001,89,2,35710,0,105,5,6,0,0,390,369,1,4852,30,1,0,2912,9,29,161,42,106,31,4,42,0,580,1528,162,402,0,10,5,317,33029,1,17,174,753,8,0,387,107,1,3,363,0,13,536,48,9,48,5,90,661,6,15696,1061,1917,2493,7,1,338,221,7,67,12,553,161,221,76,673,2,0,24,20,27,0,3,9,133,61,10,53,20,19,1,323,1,188,5357,335,0,2,11,18,9,473,50,5,591,11,2,1155,85,4383,812,0,34,3459,301,332,1057,789,91,84,642,29,315,7547,0,0,0,0,0,3,108,108,0,12,180,23,9,4926,138,16,1047,33,14,2,0,0,59,0,6,0,4,1298,860,11,8,201,154,1,24,11,12,13
2020-06-26,368,62,534,0,6,6,3469,169,2253,584,27,36,515,556,3563,0,90,0,58,483,992,95,0,34580,0,108,6,6,0,1,279,331,1,4567,33,1,0,3024,9,29,154,40,111,37,3,41,0,589,1506,170,404,4,10,6,333,34996,1,15,194,802,8,0,498,112,1,3,376,0,15,474,51,10,48,5,106,677,7,16272,1089,1977,2495,7,1,352,279,5,72,14,506,166,237,74,718,3,0,27,15,28,0,2,11,134,68,10,55,19,20,1,289,1,184,5415,317,0,2,12,21,11,497,50,6,593,15,2,1195,83,3888,804,0,54,3491,297,343,1046,740,105,90,671,28,328,7378,0,0,0,0,0,3,102,122,0,14,191,23,9,5268,134,11,1045,36,14,2,0,0,58,0,5,0,3,1324,889,11,9,212,170,1,24,11,14,12
2020-06-27,313,63,541,0,12,6,3467,191,2363,600,32,37,522,562,3600,0,94,0,68,451,1023,95,0,35155,0,108,6,9,1,2,140,302,1,4431,27,1,0,3280,4,29,145,42,122,46,3,41,0,692,1452,179,404,7,10,8,362,36419,1,17,157,772,8,0,406,112,1,3,388,0,16,520,47,10,48,7,100,672,7,16915,1112,2006,2514,9,1,398,266,5,76,14,442,190,219,71,749,3,1,26,18,26,0,3,16,129,72,9,60,17,26,1,291,1,173,5371,304,1,2,16,22,13,529,50,4,610,15,2,1198,82,3763,777,0,83,3522,299,335,1025,735,106,121,692,25,327,7231,0,0,0,0,0,2,97,141,1,14,202,18,12,5588,97,9,1054,45,23,2,0,0,57,0,8,0,2,1341,902,12,9,218,192,1,26,11,14,13
2020-06-28,305,63,489,0,12,6,3554,215,2450,625,41,45,528,563,3640,0,106,0,55,424,1019,95,0,37257,0,112,8,4,1,2,100,302,1,4232,26,1,0,3302,4,29,143,46,131,53,3,41,0,659,1422,187,410,7,11,9,357,38300,1,21,165,772,8,0,263,112,1,3,370,0,16,541,51,10,48,7,100,759,7,17577,1160,2076,2531,9,1,425,259,5,84,13,514,190,237,74,756,3,1,22,20,27,0,2,17,139,69,9,59,17,31,1,296,1,166,5187,293,0,1,17,18,18,535,50,5,618,16,2,1240,79,3632,808,0,107,3498,282,359,1006,704,89,158,671,25,324,7098,0,0,0,0,0,2,100,165,8,14,195,16,12,5833,97,14,1068,46,25,2,0,0,56,0,10,0,2,1365,928,13,8,233,197,1,25,9,18,11
2020-06-29,297,67,468,0,13,6,3633,236,2477,648,49,49,537,547,3716,0,116,0,54,395,947,114,12,37389,0,121,8,4,1,2,79,345,1,4148,22,1,0,3409,4,0,145,45,142,56,4,32,0,718,1421,195,420,7,11,9,352,39766,1,22,169,822,9,0,502,94,1,3,457,0,15,520,52,14,48,4,103,780,6,18089,1178,2068,2526,11,1,480,245,5,94,12,513,199,277,73,748,2,1,20,17,30,0,2,19,145,71,7,58,17,30,1,303,0,159,5076,285,0,1,19,21,19,527,50,4,602,16,2,1141,81,3472,862,0,114,3560,275,360,958,665,93,183,635,31,327,6969,0,0,0,0,0,2,104,185,9,16,193,13,13,6096,80,10,1057,49,26,3,0,0,55,0,11,0,2,1388,926,14,7,252,212,1,23,8,20,9
2020-06-30,291,70,420,0,14,6,3811,262,2475,648,57,51,544,528,3755,0,88,0,50,376,976,124,20,36591,0,125,8,4,1,2,46,333,1,4089,19,1,0,3468,5,0,145,45,156,59,3,30,0,684,1453,209,426,9,11,9,360,41275,1,20,143,813,8,0,505,78,1,2,453,0,15,508,50,14,48,6,93,802,7,18471,1213,2087,2527,12,1,533,249,5,105,12,506,202,254,83,737,1,1,22,18,26,0,2,24,146,70,7,60,18,29,1,313,0,153,4954,271,0,1,24,19,19,495,50,3,618,15,2,1097,79,3506,891,0,114,3486,267,343,930,597,99,186,662,32,352,6864,0,0,0,0,0,1,108,210,10,16,211,16,8,6443,53,11,985,55,28,2,0,0,48,0,11,1,2,1392,908,13,7,263,235,1,24,9,17,9
2020-07-01,314,67,432,0,13,6,3851,289,2478,621,63,61,544,549,3800,0,87,1,42,354,963,133,19,37160,0,130,6,4,1,2,0,314,1,3947,20,1,0,3557,5,42,130,49,177,63,4,26,0,945,1465,227,419,8,11,10,368,43595,1,21,116,888,10,0,625,80,1,2,446,0,17,599,33,14,48,6,87,813,6,18791,1252,2117,2530,12,1,602,193,4,125,9,3111,210,330,87,723,3,1,21,20,29,0,2,29,144,74,6,46,17,28,1,247,0,136,4989,260,0,1,27,20,30,474,50,3,638,15,2,1094,76,3548,919,0,105,3398,279,336,889,495,92,181,679,30,353,6777,0,0,0,0,0,1,114,229,10,21,214,13,8,6791,98,11,840,68,25,2,0,0,54,0,11,1,2,1349,867,13,6,256,242,0,25,11,20,11
2020-07-02,264,67,428,0,15,1,3853,316,2498,596,67,66,547,537,3810,0,84,1,26,331,1004,142,19,38392,0,130,5,4,1,2,0,311,1,3640,18,1,0,3644,4,42,111,52,191,61,5,26,0,902,1453,238,415,10,10,12,374,45679,1,24,96,819,10,0,719,61,2,3,380,0,20,636,39,14,153,5,80,822,6,19306,1315,2081,2538,12,2,664,179,4,143,7,3261,222,366,90,724,3,2,19,20,28,0,3,35,147,82,6,55,18,32,0,233,0,124,5080,242,1,0,29,19,27,480,50,4,642,16,1,1093,72,3736,886,0,105,3343,290,338,866,396,78,187,722,30,351,6726,0,0,0,0,0,1,117,260,10,23,225,9,8,7098,84,11,755,77,25,3,0,0,52,0,11,1,2,1310,852,12,6,272,244,0,21,11,19,9
2020-07-03,268,69,392,0,17,0,3889,341,2492,582,94,75,557,515,3702,0,89,1,21,326,1056,147,26,37730,0,141,6,7,1,0,0,333,1,3533,16,1,0,3580,5,67,108,54,211,67,5,22,0,972,1422,250,453,7,11,13,377,46830,1,26,60,895,7,0,575,59,2,3,508,0,20,781,37,22,153,6,73,875,6,19909,1324,2118,2529,12,1,751,175,5,146,6,3629,236,347,90,710,2,1,19,21,29,0,3,39,147,84,6,70,18,32,0,236,0,114,5266,238,1,0,32,18,33,501,50,3,609,13,1,1128,69,3288,870,0,91,3319,287,327,838,377,83,183,769,32,353,6715,0,0,0,0,0,1,116,277,10,19,218,9,8,7505,58,11,683,88,25,3,0,0,44,0,11,1,2,1278,819,11,5,281,251,0,22,13,14,9
2020-07-04,294,70,391,0,12,0,3918,362,2519,570,108,84,559,513,3672,0,90,1,11,311,1056,147,26,37620,0,150,7,3,0,0,0,330,1,3440,16,1,0,3543,5,67,98,54,235,67,6,22,0,994,1445,254,500,3,13,15,297,47283,1,30,39,1004,7,0,575,59,2,4,422,0,21,872,40,22,153,6,74,845,5,20615,1333,2156,2528,10,1,821,183,5,172,6,3836,252,369,98,702,2,1,19,20,37,0,3,37,147,103,6,82,19,26,0,278,0,115,5623,227,0,0,36,19,34,455,50,3,584,11,1,1165,68,3190,904,0,63,3299,286,340,789,375,77,163,795,31,366,6684,0,0,0,0,0,1,116,291,9,18,203,12,6,8025,73,11,628,92,14,3,0,0,51,0,9,1,3,1247,814,11,4,289,231,0,21,13,14,19
2020-07-05,283,70,404,0,11,-0,3859,381,2555,566,117,89,557,523,3519,0,103,1,7,297,1110,147,26,36987,0,150,4,3,1,0,0,314,1,3364,16,1,0,3620,6,67,83,54,267,66,6,23,0,958,1438,263,535,3,14,17,254,48751,1,30,22,1257,8,0,678,59,2,4,478,0,20,903,38,22,153,6,79,837,6,21299,1391,2154,2538,13,1,886,186,5,186,6,3892,259,337,109,714,7,1,19,15,41,0,3,40,138,123,4,67,21,26,0,309,0,104,5714,223,1,0,43,18,33,430,50,2,592,11,1,1147,68,3615,923,0,43,3328,292,322,769,391,77,130,865,29,380,6674,0,0,0,0,0,1,116,298,2,16,192,15,6,8374,73,5,613,93,15,4,0,0,52,0,5,1,3,1217,802,11,4,296,267,0,21,21,11,21
2020-07-06,279,71,432,0,10,0,3897,405,2597,544,132,92,553,512,3402,0,100,1,2,288,1198,162,20,36441,0,155,6,3,0,0,0,284,1,3223,16,1,0,3605,6,67,70,54,282,71,6,18,0,959,1353,265,546,3,14,19,403,49344,1,31,0,1414,7,0,582,50,2,4,532,0,25,938,37,19,153,5,63,835,6,21832,1409,2161,2549,10,1,901,198,6,196,6,3981,268,406,119,731,9,1,20,17,45,0,4,41,131,159,4,84,22,23,0,298,0,102,5870,221,1,1,49,18,41,388,50,3,593,11,1,1239,62,3596,936,0,38,3334,286,317,748,354,60,109,902,16,377,6658,0,0,0,0,0,1,111,305,1,14,189,15,5,8780,91,5,545,95,16,4,0,0,52,0,5,1,4,1176,788,12,4,306,269,2,22,24,9,23
2020-07-07,267,72,418,0,15,0,3755,425,2699,535,138,94,550,509,3309,0,90,1,0,269,1189,167,12,38078,0,159,6,3,0,0,332,275,1,3089,19,1,0,3807,1,67,56,56,290,71,8,17,0,973,1281,267,562,2,14,20,408,51383,1,35,0,1480,7,0,573,50,2,4,604,0,26,956,35,19,153,6,65,839,7,22419,1406,2227,2575,9,1,997,197,6,206,5,4107,269,396,129,721,9,2,18,20,51,0,4,43,130,180,5,85,20,24,0,296,0,94,5988,218,1,1,51,22,48,372,47,3,585,10,1,1275,61,3431,963,0,40,3438,288,325,694,380,47,104,837,21,379,6612,0,0,0,0,0,1,108,308,0,16,176,13,5,9235,106,2,469,94,17,4,0,0,59,0,6,0,4,1142,767,12,4,334,266,2,20,28,43,28
2020-07-08,251,75,401,0,14,0,3703,439,2833,536,151,91,543,502,3268,0,88,0,0,257,1251,180,12,37772,0,170,6,3,0,0,332,292,1,3006,19,1,0,3804,1,63,44,56,298,71,7,15,0,713,1213,261,568,2,16,21,408,52444,2,43,133,1693,4,0,442,51,2,5,670,0,27,914,42,19,153,5,64,817,8,23236,1473,2274,2595,9,1,1043,198,6,203,5,1428,265,369,144,724,8,3,23,17,56,0,5,44,136,181,5,86,19,22,0,305,0,88,6176,225,1,1,55,24,44,340,47,3,538,8,1,1288,59,3291,970,0,42,3491,273,344,650,462,52,110,886,22,411,6610,0,0,0,0,0,1,105,320,1,12,168,15,6,9333,73,0,448,92,19,3,0,0,51,0,5,0,7,1120,790,12,4,330,278,2,18,26,38,40
2020-07-09,269,75,376,0,12,1,3674,450,2965,527,187,96,540,527,3174,0,87,0,12,245,1226,185,12,36989,0,194,5,3,0,0,332,288,1,3096,23,2,0,3980,2,63,94,53,352,72,7,15,0,679,1136,263,587,2,22,20,422,53700,3,49,161,1850,5,1,531,51,1,4,761,0,31,941,62,19,0,5,55,752,8,24037,1620,2272,2514,11,0,1111,200,5,223,5,1739,291,370,158,712,14,5,31,20,64,0,5,46,135,197,6,86,22,16,0,301,0,74,6253,217,0,1,58,25,46,287,47,2,520,9,2,1310,56,3100,997,0,48,3492,258,356,602,553,59,106,942,21,435,6573,0,0,0,0,0,1,104,307,2,11,159,13,13,10040,84,0,398,88,21,3,0,0,50,0,5,0,8,1097,781,14,4,355,300,2,19,34,38,38
2020-07-10,267,75,365,0,19,1,3526,453,3039,512,185,94,532,518,3150,0,90,1,12,230,1250,206,5,37392,0,210,6,0,0,0,332,289,0,3026,22,2,0,4467,1,67,85,49,362,75,7,16,0,623,1075,268,558,2,21,20,480,55768,3,50,182,1797,5,1,542,46,1,4,635,0,35,904,64,11,0,5,55,705,7,24657,1665,2349,2470,13,0,1173,208,5,266,4,1534,323,433,178,701,21,6,36,19,61,0,5,47,141,233,7,82,30,17,0,291,0,71,6275,211,0,1,51,25,45,199,47,2,537,8,2,1384,51,3494,1037,0,55,3435,259,360,568,556,49,97,967,24,459,6560,0,0,0,0,0,1,103,318,3,13,162,13,55,10509,77,0,352,84,24,3,0,0,57,0,6,0,8,1073,773,14,5,376,324,2,20,33,38,45
2020-07-11,242,79,359,0,17,1,3364,459,3162,499,193,88,531,516,3064,1,90,1,26,214,1304,251,5,37549,0,214,7,0,1,2,369,281,0,2883,31,2,0,4606,1,67,85,47,373,83,7,16,0,811,1018,269,514,2,21,21,480,57812,3,51,222,1770,6,1,542,46,1,5,694,0,37,871,68,11,0,3,57,666,8,25194,1697,2406,2463,15,0,1185,201,4,281,4,1583,307,474,191,679,21,7,45,18,57,0,5,52,149,264,7,93,33,15,0,246,0,64,6158,219,0,1,63,24,42,175,47,2,546,7,2,1370,54,3370,1050,0,62,3376,257,379,564,585,46,96,990,30,500,6555,0,0,0,0,0,1,106,321,3,12,160,13,62,10887,69,0,344,88,25,4,0,0,50,0,5,0,8,1053,759,12,4,401,347,2,20,33,38,41
2020-07-12,214,80,342,0,23,1,3250,465,3193,480,200,88,531,511,3054,1,99,1,26,197,1270,274,17,37375,0,216,7,0,1,2,369,279,1,2787,35,3,0,4762,1,67,89,49,371,82,8,16,0,845,974,271,473,2,20,20,480,59117,3,52,245,1715,6,1,542,46,1,5,633,0,41,872,76,11,0,3,56,592,7,25834,1707,2432,2409,14,0,1245,207,4,310,2,1383,317,534,194,708,22,7,66,19,55,0,5,58,152,275,8,107,38,12,0,219,0,68,6129,224,0,1,63,24,53,145,47,2,550,7,1,1405,58,2830,1069,0,74,3373,277,374,543,603,46,94,1015,33,509,6536,0,0,0,1,0,1,105,318,3,13,166,9,77,11356,69,0,314,88,21,4,0,0,48,0,6,0,11,1034,740,12,4,425,328,2,29,26,38,38
2020-07-13,181,87,302,0,26,1,3056,469,3260,459,214,83,533,522,3039,1,93,1,26,187,1249,218,12,37383,0,214,5,11,1,3,369,310,1,2729,33,3,0,4857,1,67,92,47,399,79,7,23,0,868,968,279,447,2,20,19,595,61154,3,54,274,1525,5,1,578,40,0,6,559,0,38,824,76,7,0,4,51,559,8,26727,1718,2494,2372,15,0,1412,202,3,325,2,1725,318,472,203,695,22,7,76,19,56,0,5,59,153,261,8,98,39,12,0,222,0,71,6098,219,0,3,64,30,54,140,47,1,552,7,1,1492,63,2728,1120,0,75,3489,291,384,524,629,41,96,1054,38,532,6528,0,0,0,1,0,2,103,317,3,14,186,9,81,11725,60,18,302,90,24,4,0,0,48,0,6,0,15,1022,747,11,4,461,328,1,31,22,38,43
