pais,fecha,pais_esp,lat,long,var_casos
New Zealand,2020-04-07,Nueva Zelanda,-42.634,172.235,54
Oman,2020-04-07,Omán,21.656,57.407,40
Netherlands,2020-04-07,Países Bajos,52.077,5.389,783
Pakistan,2020-04-07,Pakistán,29.967,69.386,269
Panama,2020-04-07,Panamá,8.384,-80.92,112
Paraguay,2020-04-07,Paraguay,-23.236,-58.391,2
Peru,2020-04-07,Perú,-9.326,-75.552,393
Poland,2020-04-07,Polonia,52.125,19.401,435
Portugal,2020-04-07,Portugal,40.309,-8.058,712
Qatar,2020-04-07,Qatar,25.316,51.191,225
United Kingdom,2020-04-07,Reino Unido,53,-1.6,3670
Czechia,2020-04-07,República Checa,49.743,15.338,195
Dominican Republic,2020-04-07,República Dominicana,19.015,-70.729,128
Romania,2020-04-07,Rumanía,45.844,24.969,360
Russia,2020-04-07,Rusia,61.988,96.689,1154
Saint Kitts and Nevis,2020-04-07,San Cristóbal y Nieves,17.34,-62.769,1
San Marino,2020-04-07,San Marino,43.942,12.46,13
Saint Vincent and the Grenadines,2020-04-07,San Vicente y las Granadinas,13.248,-61.194,1
Senegal,2020-04-07,Senegal,15.013,-14.881,11
Serbia,2020-04-07,Serbia,44.032,20.806,247
Singapore,2020-04-07,Singapur,1.351,103.808,106
Somalia,2020-04-07,Somalia,9.774,48.316,1
Sri Lanka,2020-04-07,Sri Lanka,7.612,80.704,7
South Africa,2020-04-07,Sudáfrica,-30.558,23.121,63
Sudan,2020-04-07,Sudán,13.832,30.05,2
Sweden,2020-04-07,Suecia,62.011,15.27,487
Switzerland,2020-04-07,Suiza,46.861,7.908,596
Thailand,2020-04-07,Tailandia,15.7,100.844,38
Taiwan*,2020-04-07,Taiwán,23.754,120.946,3
Togo,2020-04-07,Togo,8.799,1.081,7
Trinidad and Tobago,2020-04-07,Trinidad y Tobago,10.468,-61.253,2
Tunisia,2020-04-07,Túnez,35.383,9.596,27
Turkey,2020-04-07,Turquía,39.061,35.179,3892
Ukraine,2020-04-07,Ucrania,49.016,31.388,143
Uruguay,2020-04-07,Uruguay,-32.8,-56.012,18
Uzbekistan,2020-04-07,Uzbekistán,41.75,63.17,63
Vietnam,2020-04-07,Vietnam,21.491,105.314,4
Zimbabwe,2020-04-07,Zimbabue,-19,29.872,1
Bahamas,2020-04-07,NA,NA,NA,4
Cote d'Ivoire,2020-04-07,NA,NA,NA,26
Laos,2020-04-07,NA,NA,NA,2
South Sudan,2020-04-07,NA,NA,NA,1
West Bank and Gaza,2020-04-07,NA,NA,NA,7
Afghanistan,2020-04-08,Afganistán,33.677,65.216,21
Albania,2020-04-08,Albania,41.143,20.068,17
Germany,2020-04-08,Alemania,51.11,9.851,5633
Andorra,2020-04-08,Andorra,42.549,1.576,19
Angola,2020-04-08,Angola,-12.296,17.544,2
Saudi Arabia,2020-04-08,Arabia Saudí,24.023,44.585,137
Algeria,2020-04-08,Argelia,28.163,2.632,104
Argentina,2020-04-08,Argentina,-35.377,-65.167,87
Armenia,2020-04-08,Armenia,40.534,44.563,28
Australia,2020-04-08,Australia,-24.973,136.189,115
Austria,2020-04-08,Austria,47.683,14.912,303
Azerbaijan,2020-04-08,Azerbaiyán,40.43,47.395,105
Bahrain,2020-04-08,Bahrein,26.019,50.562,12
Bangladesh,2020-04-08,Bangladesh,24.218,89.941,54
Belgium,2020-04-08,Bélgica,50.643,4.664,1209
Belize,2020-04-08,Belice,17.219,-88.602,1
Belarus,2020-04-08,Bielorrusia,53.54,28.047,205
Bolivia,2020-04-08,Bolivia,-16.715,-64.671,16
Bosnia and Herzegovina,2020-04-08,Bosnia-Herzegovina,44.169,17.786,40
Brazil,2020-04-08,Brasil,-10.772,-53.089,2136
Bulgaria,2020-04-08,Bulgaria,42.761,25.231,16
Burkina Faso,2020-04-08,Burkina Faso,12.278,-1.74,30
Cambodia,2020-04-08,Camboya,12.714,104.564,2
Cameroon,2020-04-08,Camerún,5.133,12.277,72
Canada,2020-04-08,Canadá,59.081,-109.433,1269
Chile,2020-04-08,Chile,-23.389,-69.433,430
China,2020-04-08,China,33.42,106.514,91
Cyprus,2020-04-08,Chipre,35.043,33.219,32
Holy See,2020-04-08,Ciudad del Vaticano,41.904,12.451,1
Colombia,2020-04-08,Colombia,3.9,-73.076,274
"Korea, South",2020-04-08,Corea del Sur,36.504,128.103,53
Costa Rica,2020-04-08,Costa Rica,9.971,-83.946,19
Croatia,2020-04-08,Croacia,45.723,16.693,61
Cuba,2020-04-08,Cuba,21.297,-77.781,61
Denmark,2020-04-08,Dinamarca,56.058,9.264,331
Ecuador,2020-04-08,Ecuador,-1.385,-78.497,703
Egypt,2020-04-08,Egipto,26.494,29.872,110
El Salvador,2020-04-08,El Salvador,13.736,-88.866,15
United Arab Emirates,2020-04-08,Emiratos Árabes Unidos,23.549,54.163,300
Eritrea,2020-04-08,Eritrea,16.045,38.219,2
Slovakia,2020-04-08,Eslovaquia,48.707,19.491,101
Slovenia,2020-04-08,Eslovenia,46.124,14.827,32
Spain,2020-04-08,España,40.227,-3.649,6278
US,2020-04-08,Estados Unidos,39.622,-98.606,32829
Estonia,2020-04-08,Estonia,58.674,25.793,36
Eswatini,2020-04-08,Esuatini,-26.632018,31.5038,2
Ethiopia,2020-04-08,Etiopía,8.626,39.616,3
Philippines,2020-04-08,Filipinas,11.118,122.466,106
Finland,2020-04-08,Finlandia,64.504,26.272,179
France,2020-04-08,Francia,46.565,2.55,3894
Gabon,2020-04-08,Gabón,-0.591,11.797,4
Georgia,2020-04-08,Georgia,42.176,43.518,15
Ghana,2020-04-08,Ghana,7.96,-1.207,26
Greece,2020-04-08,Grecia,39.666,21.766,52
Guatemala,2020-04-08,Guatemala,15.256,-90.398,10
Guinea,2020-04-08,Guinea,10.439,-10.942,20
Equatorial Guinea,2020-04-08,Guinea Ecuatorial,1.607,10.488,2
Guyana,2020-04-08,Guyana,4.792,-58.974,4
Haiti,2020-04-08,Haití,19.142,-72.278,2
Honduras,2020-04-08,Honduras,14.819,-86.863,7
Hungary,2020-04-08,Hungría,47.07,19.134,78
India,2020-04-08,India,21,78.5,605
Indonesia,2020-04-08,Indonesia,-0.976,114.252,218
Iraq,2020-04-08,Irak,33.048,43.772,80
Iran,2020-04-08,Irán,32.565,54.301,1997
Ireland,2020-04-08,Irlanda,53.177,-8.152,365
Iceland,2020-04-08,Islandia,64.764,-18.48,30
Israel,2020-04-08,Israel,31.026,34.851,156
Italy,2020-04-08,Italia,42.7,12.8,3836
Japan,2020-04-08,Japón,36.491,139.068,351
Jordan,2020-04-08,Jordania,30.703,36.319,5
Kazakhstan,2020-04-08,Kazajistán,48.16,67.301,30
Kenya,2020-04-08,Kenia,0.53,37.858,7
Kyrgyzstan,2020-04-08,Kirguistán,41.465,74.555,42
Kosovo,2020-04-08,Kosovo,42.516245,20.87686,14
Kuwait,2020-04-08,Kuwait,29.476,47.376,112
Latvia,2020-04-08,Letonia,56.858,25.641,29
Lebanon,2020-04-08,Líbano,33.92,35.888,28
Liberia,2020-04-08,Liberia,6.682,-9.657,17
Libya,2020-04-08,Libia,27.044,18.023,1
Lithuania,2020-04-08,Lituania,55.336,23.897,32
Luxembourg,2020-04-08,Luxemburgo,49.771,6.088,64
North Macedonia,2020-04-08,Macedonia del Norte,41.6,21.698,18
Madagascar,2020-04-08,Madagascar,-19.374,46.706,5
Malaysia,2020-04-08,Malasia,4.201,102.195,156
Mali,2020-04-08,Mali,17.35,-3.524,3
Malta,2020-04-08,Malta,35.89,14.442,6
Morocco,2020-04-08,Marruecos,32.706,-5.758,91
Mauritius,2020-04-08,Mauricio,-20.255,57.583,5
Mexico,2020-04-08,México,23.951,-102.535,346
Moldova,2020-04-08,Moldavia,47.193,28.599,118
Monaco,2020-04-08,Mónaco,43.75,7.412,2
Mongolia,2020-04-08,Mongolia,46.056,102.876,1
Montenegro,2020-04-08,Montenegro,42.792,19.254,7
Mozambique,2020-04-08,Mozambique,-14.422,37.923,7
Niger,2020-04-08,Níger,17.426,9.398,64
Nigeria,2020-04-08,Nigeria,9.594,8.105,22
New Zealand,2020-04-08,Nueva Zelanda,-42.634,172.235,50
Oman,2020-04-08,Omán,21.656,57.407,48
Netherlands,2020-04-08,Países Bajos,52.077,5.389,973
Pakistan,2020-04-08,Pakistán,29.967,69.386,228
Panama,2020-04-08,Panamá,8.384,-80.92,149
Paraguay,2020-04-08,Paraguay,-23.236,-58.391,4
Peru,2020-04-08,Perú,-9.326,-75.552,1388
Poland,2020-04-08,Polonia,52.125,19.401,357
Portugal,2020-04-08,Portugal,40.309,-8.058,699
Qatar,2020-04-08,Qatar,25.316,51.191,153
United Kingdom,2020-04-08,Reino Unido,53,-1.6,5525
Czechia,2020-04-08,República Checa,49.743,15.338,295
Dominican Republic,2020-04-08,República Dominicana,19.015,-70.729,155
Rwanda,2020-04-08,Ruanda,-1.998,29.917,5
Romania,2020-04-08,Rumanía,45.844,24.969,344
Russia,2020-04-08,Rusia,61.988,96.689,1175
Senegal,2020-04-08,Senegal,15.013,-14.881,7
Serbia,2020-04-08,Serbia,44.032,20.806,219
Sierra Leone,2020-04-08,Sierra Leona,8.56,-11.792,1
Singapore,2020-04-08,Singapur,1.351,103.808,142
Somalia,2020-04-08,Somalia,9.774,48.316,4
Sri Lanka,2020-04-08,Sri Lanka,7.612,80.704,4
South Africa,2020-04-08,Sudáfrica,-30.558,23.121,96
Sweden,2020-04-08,Suecia,62.011,15.27,726
Switzerland,2020-04-08,Suiza,46.861,7.908,1027
Thailand,2020-04-08,Tailandia,15.7,100.844,111
Taiwan*,2020-04-08,Taiwán,23.754,120.946,3
Tanzania,2020-04-08,Tanzania,-6.27,34.823,1
Togo,2020-04-08,Togo,8.799,1.081,5
Tunisia,2020-04-08,Túnez,35.383,9.596,5
Turkey,2020-04-08,Turquía,39.061,35.179,4117
Ukraine,2020-04-08,Ucrania,49.016,31.388,206
Uganda,2020-04-08,Uganda,1.28,32.386,1
Uzbekistan,2020-04-08,Uzbekistán,41.75,63.17,25
Venezuela,2020-04-08,Venezuela,7.125,-66.166,2
Vietnam,2020-04-08,Vietnam,21.491,105.314,2
Djibouti,2020-04-08,Yibuti,11.9,42.516,45
Bahamas,2020-04-08,NA,NA,NA,7
Cote d'Ivoire,2020-04-08,NA,NA,NA,35
Laos,2020-04-08,NA,NA,NA,1
West Bank and Gaza,2020-04-08,NA,NA,NA,2
Afghanistan,2020-04-09,Afganistán,33.677,65.216,40
Albania,2020-04-09,Albania,41.143,20.068,9
Germany,2020-04-09,Alemania,51.11,9.851,4885
Andorra,2020-04-09,Andorra,42.549,1.576,19
Saudi Arabia,2020-04-09,Arabia Saudí,24.023,44.585,355
Algeria,2020-04-09,Argelia,28.163,2.632,94
Argentina,2020-04-09,Argentina,-35.377,-65.167,80
Armenia,2020-04-09,Armenia,40.534,44.563,40
Australia,2020-04-09,Australia,-24.973,136.189,98
Austria,2020-04-09,Austria,47.683,14.912,302
Azerbaijan,2020-04-09,Azerbaiyán,40.43,47.395,104
Bahrain,2020-04-09,Bahrein,26.019,50.562,64
Bangladesh,2020-04-09,Bangladesh,24.218,89.941,112
Barbados,2020-04-09,Barbados,13.153,-59.559,3
Belgium,2020-04-09,Bélgica,50.643,4.664,1580
Belize,2020-04-09,Belice,17.219,-88.602,1
Belarus,2020-04-09,Bielorrusia,53.54,28.047,420
Bolivia,2020-04-09,Bolivia,-16.715,-64.671,54
Bosnia and Herzegovina,2020-04-09,Bosnia-Herzegovina,44.169,17.786,54
Botswana,2020-04-09,Botsuana,-22.182,23.815,7
Brazil,2020-04-09,Brasil,-10.772,-53.089,1922
Bulgaria,2020-04-09,Bulgaria,42.761,25.231,25
Burkina Faso,2020-04-09,Burkina Faso,12.278,-1.74,29
Cambodia,2020-04-09,Camboya,12.714,104.564,2
Canada,2020-04-09,Canadá,59.081,-109.433,1513
Chad,2020-04-09,Chad,15.361,18.665,1
Chile,2020-04-09,Chile,-23.389,-69.433,426
China,2020-04-09,China,33.42,106.514,74
Cyprus,2020-04-09,Chipre,35.043,33.219,38
Colombia,2020-04-09,Colombia,3.9,-73.076,169
Congo (Brazzaville),2020-04-09,Congo (Brazzaville),-0.055,15.986,15
"Korea, South",2020-04-09,Corea del Sur,36.504,128.103,39
Costa Rica,2020-04-09,Costa Rica,9.971,-83.946,37
Croatia,2020-04-09,Croacia,45.723,16.693,64
Cuba,2020-04-09,Cuba,21.297,-77.781,58
Denmark,2020-04-09,Dinamarca,56.058,9.264,233
Ecuador,2020-04-09,Ecuador,-1.385,-78.497,515
Egypt,2020-04-09,Egipto,26.494,29.872,139
El Salvador,2020-04-09,El Salvador,13.736,-88.866,10
United Arab Emirates,2020-04-09,Emiratos Árabes Unidos,23.549,54.163,331
Slovakia,2020-04-09,Eslovaquia,48.707,19.491,19
Slovenia,2020-04-09,Eslovenia,46.124,14.827,33
Spain,2020-04-09,España,40.227,-3.649,5002
US,2020-04-09,Estados Unidos,39.622,-98.606,32385
Estonia,2020-04-09,Estonia,58.674,25.793,22
Ethiopia,2020-04-09,Etiopía,8.626,39.616,1
Philippines,2020-04-09,Filipinas,11.118,122.466,206
Finland,2020-04-09,Finlandia,64.504,26.272,118
France,2020-04-09,Francia,46.565,2.55,4822
Gabon,2020-04-09,Gabón,-0.591,11.797,10
Georgia,2020-04-09,Georgia,42.176,43.518,7
Ghana,2020-04-09,Ghana,7.96,-1.207,65
Greece,2020-04-09,Grecia,39.666,21.766,71
Guatemala,2020-04-09,Guatemala,15.256,-90.398,8
Guinea,2020-04-09,Guinea,10.439,-10.942,30
Guinea-Bissau,2020-04-09,Guinea-Bisáu,12.125,-14.651,3
Haiti,2020-04-09,Haití,19.142,-72.278,3
Honduras,2020-04-09,Honduras,14.819,-86.863,31
Hungary,2020-04-09,Hungría,47.07,19.134,85
India,2020-04-09,India,21,78.5,809
Indonesia,2020-04-09,Indonesia,-0.976,114.252,337
Iraq,2020-04-09,Irak,33.048,43.772,30
Iran,2020-04-09,Irán,32.565,54.301,1634
Ireland,2020-04-09,Irlanda,53.177,-8.152,500
Iceland,2020-04-09,Islandia,64.764,-18.48,32
Israel,2020-04-09,Israel,31.026,34.851,564
Italy,2020-04-09,Italia,42.7,12.8,4204
Japan,2020-04-09,Japón,36.491,139.068,410
Jordan,2020-04-09,Jordania,30.703,36.319,14
Kazakhstan,2020-04-09,Kazajistán,48.16,67.301,54
Kenya,2020-04-09,Kenia,0.53,37.858,5
Kyrgyzstan,2020-04-09,Kirguistán,41.465,74.555,10
Kuwait,2020-04-09,Kuwait,29.476,47.376,55
Latvia,2020-04-09,Letonia,56.858,25.641,12
Lebanon,2020-04-09,Líbano,33.92,35.888,6
Libya,2020-04-09,Libia,27.044,18.023,3
Lithuania,2020-04-09,Lituania,55.336,23.897,43
Luxembourg,2020-04-09,Luxemburgo,49.771,6.088,81
North Macedonia,2020-04-09,Macedonia del Norte,41.6,21.698,46
Malaysia,2020-04-09,Malasia,4.201,102.195,109
Mali,2020-04-09,Mali,17.35,-3.524,15
Malta,2020-04-09,Malta,35.89,14.442,38
Morocco,2020-04-09,Marruecos,32.706,-5.758,99
Mauritius,2020-04-09,Mauricio,-20.255,57.583,41
Mauritania,2020-04-09,Mauritania,20.26,-10.332,1
Mexico,2020-04-09,México,23.951,-102.535,396
Moldova,2020-04-09,Moldavia,47.193,28.599,115
Monaco,2020-04-09,Mónaco,43.75,7.412,3
Montenegro,2020-04-09,Montenegro,42.792,19.254,4
Nicaragua,2020-04-09,Nicaragua,12.84,-85.034,1
Niger,2020-04-09,Níger,17.426,9.398,68
Nigeria,2020-04-09,Nigeria,9.594,8.105,12
Norway,2020-04-09,Noruega,61.152,8.74,125
New Zealand,2020-04-09,Nueva Zelanda,-42.634,172.235,29
Oman,2020-04-09,Omán,21.656,57.407,38
Netherlands,2020-04-09,Países Bajos,52.077,5.389,1221
Pakistan,2020-04-09,Pakistán,29.967,69.386,226
Panama,2020-04-09,Panamá,8.384,-80.92,279
Paraguay,2020-04-09,Paraguay,-23.236,-58.391,5
Peru,2020-04-09,Perú,-9.326,-75.552,914
Poland,2020-04-09,Polonia,52.125,19.401,370
Portugal,2020-04-09,Portugal,40.309,-8.058,815
Qatar,2020-04-09,Qatar,25.316,51.191,166
United Kingdom,2020-04-09,Reino Unido,53,-1.6,4398
Czechia,2020-04-09,República Checa,49.743,15.338,257
Dominican Republic,2020-04-09,República Dominicana,19.015,-70.729,238
Romania,2020-04-09,Rumanía,45.844,24.969,441
Russia,2020-04-09,Rusia,61.988,96.689,1459
San Marino,2020-04-09,San Marino,43.942,12.46,54
Saint Vincent and the Grenadines,2020-04-09,San Vicente y las Granadinas,13.248,-61.194,4
Senegal,2020-04-09,Senegal,15.013,-14.881,6
Serbia,2020-04-09,Serbia,44.032,20.806,201
Singapore,2020-04-09,Singapur,1.351,103.808,287
Sri Lanka,2020-04-09,Sri Lanka,7.612,80.704,1
South Africa,2020-04-09,Sudáfrica,-30.558,23.121,89
Sudan,2020-04-09,Sudán,13.832,30.05,1
Sweden,2020-04-09,Suecia,62.011,15.27,722
Switzerland,2020-04-09,Suiza,46.861,7.908,771
Thailand,2020-04-09,Tailandia,15.7,100.844,54
Taiwan*,2020-04-09,Taiwán,23.754,120.946,1
Togo,2020-04-09,Togo,8.799,1.081,3
Trinidad and Tobago,2020-04-09,Trinidad y Tobago,10.468,-61.253,2
Tunisia,2020-04-09,Túnez,35.383,9.596,15
Turkey,2020-04-09,Turquía,39.061,35.179,4056
Ukraine,2020-04-09,Ucrania,49.016,31.388,224
Uruguay,2020-04-09,Uruguay,-32.8,-56.012,32
Uzbekistan,2020-04-09,Uzbekistán,41.75,63.17,37
Venezuela,2020-04-09,Venezuela,7.125,-66.166,4
Vietnam,2020-04-09,Vietnam,21.491,105.314,4
Bahamas,2020-04-09,NA,NA,NA,1
Burma,2020-04-09,NA,NA,NA,1
Cote d'Ivoire,2020-04-09,NA,NA,NA,60
Laos,2020-04-09,NA,NA,NA,1
South Sudan,2020-04-09,NA,NA,NA,1
Afghanistan,2020-04-10,Afganistán,33.677,65.216,37
Albania,2020-04-10,Albania,41.143,20.068,7
Germany,2020-04-10,Alemania,51.11,9.851,3990
Andorra,2020-04-10,Andorra,42.549,1.576,18
Saudi Arabia,2020-04-10,Arabia Saudí,24.023,44.585,364
Algeria,2020-04-10,Argelia,28.163,2.632,95
Argentina,2020-04-10,Argentina,-35.377,-65.167,180
Armenia,2020-04-10,Armenia,40.534,44.563,16
Australia,2020-04-10,Australia,-24.973,136.189,107
Austria,2020-04-10,Austria,47.683,14.912,311
Azerbaijan,2020-04-10,Azerbaiyán,40.43,47.395,65
Bahrain,2020-04-10,Bahrein,26.019,50.562,38
Bangladesh,2020-04-10,Bangladesh,24.218,89.941,94
Barbados,2020-04-10,Barbados,13.153,-59.559,1
Belgium,2020-04-10,Bélgica,50.643,4.664,1684
Belize,2020-04-10,Belice,17.219,-88.602,1
Benin,2020-04-10,Benín,10.541,2.469,9
Belarus,2020-04-10,Bielorrusia,53.54,28.047,495
Bolivia,2020-04-10,Bolivia,-16.715,-64.671,4
Bosnia and Herzegovina,2020-04-10,Bosnia-Herzegovina,44.169,17.786,43
Brazil,2020-04-10,Brasil,-10.772,-53.089,1546
Brunei,2020-04-10,Brunei,4.468,114.591,1
Bulgaria,2020-04-10,Bulgaria,42.761,25.231,17
Cameroon,2020-04-10,Camerún,5.133,12.277,90
Canada,2020-04-10,Canadá,59.081,-109.433,1405
Chile,2020-04-10,Chile,-23.389,-69.433,529
China,2020-04-10,China,33.42,106.514,58
Cyprus,2020-04-10,Chipre,35.043,33.219,31
Colombia,2020-04-10,Colombia,3.9,-73.076,250
Congo (Kinshasa),2020-04-10,Congo (Kinshasa),-2.876,23.654,35
"Korea, South",2020-04-10,Corea del Sur,36.504,128.103,27
Costa Rica,2020-04-10,Costa Rica,9.971,-83.946,19
Croatia,2020-04-10,Croacia,45.723,16.693,88
Cuba,2020-04-10,Cuba,21.297,-77.781,49
Denmark,2020-04-10,Dinamarca,56.058,9.264,184
Dominica,2020-04-10,Dominica,15.475,-61.356,1
Ecuador,2020-04-10,Ecuador,-1.385,-78.497,2196
Egypt,2020-04-10,Egipto,26.494,29.872,95
El Salvador,2020-04-10,El Salvador,13.736,-88.866,14
United Arab Emirates,2020-04-10,Emiratos Árabes Unidos,23.549,54.163,370
Eritrea,2020-04-10,Eritrea,16.045,38.219,1
Slovakia,2020-04-10,Eslovaquia,48.707,19.491,14
Slovenia,2020-04-10,Eslovenia,46.124,14.827,36
Spain,2020-04-10,España,40.227,-3.649,5051
US,2020-04-10,Estados Unidos,39.622,-98.606,35098
Estonia,2020-04-10,Estonia,58.674,25.793,51
Ethiopia,2020-04-10,Etiopía,8.626,39.616,9
Philippines,2020-04-10,Filipinas,11.118,122.466,119
Finland,2020-04-10,Finlandia,64.504,26.272,164
Fiji,2020-04-10,Fiyi,-17.819,177.974,1
France,2020-04-10,Francia,46.565,2.55,7150
Georgia,2020-04-10,Georgia,42.176,43.518,16
Grenada,2020-04-10,Granada,12.118,-61.678,2
Greece,2020-04-10,Grecia,39.666,21.766,56
Guatemala,2020-04-10,Guatemala,15.256,-90.398,31
Guinea,2020-04-10,Guinea,10.439,-10.942,18
Haiti,2020-04-10,Haití,19.142,-72.278,1
Honduras,2020-04-10,Honduras,14.819,-86.863,39
Hungary,2020-04-10,Hungría,47.07,19.134,210
India,2020-04-10,India,21,78.5,873
Indonesia,2020-04-10,Indonesia,-0.976,114.252,219
Iraq,2020-04-10,Irak,33.048,43.772,47
Iran,2020-04-10,Irán,32.565,54.301,1972
Ireland,2020-04-10,Irlanda,53.177,-8.152,1515
Iceland,2020-04-10,Islandia,64.764,-18.48,27
Israel,2020-04-10,Israel,31.026,34.851,440
Italy,2020-04-10,Italia,42.7,12.8,3951
Japan,2020-04-10,Japón,36.491,139.068,863
Kazakhstan,2020-04-10,Kazajistán,48.16,67.301,31
Kenya,2020-04-10,Kenia,0.53,37.858,5
Kyrgyzstan,2020-04-10,Kirguistán,41.465,74.555,18
Kosovo,2020-04-10,Kosovo,42.516245,20.87686,66
Kuwait,2020-04-10,Kuwait,29.476,47.376,83
Latvia,2020-04-10,Letonia,56.858,25.641,23
Lebanon,2020-04-10,Líbano,33.92,35.888,27
Liberia,2020-04-10,Liberia,6.682,-9.657,6
Liechtenstein,2020-04-10,Liechtenstein,47.153,9.555,1
Lithuania,2020-04-10,Lituania,55.336,23.897,44
Luxembourg,2020-04-10,Luxemburgo,49.771,6.088,108
North Macedonia,2020-04-10,Macedonia del Norte,41.6,21.698,48
Malaysia,2020-04-10,Malasia,4.201,102.195,118
Malawi,2020-04-10,Malaui,-13.4,33.808,1
Mali,2020-04-10,Mali,17.35,-3.524,13
Malta,2020-04-10,Malta,35.89,14.442,13
Morocco,2020-04-10,Marruecos,32.706,-5.758,74
Mauritius,2020-04-10,Mauricio,-20.255,57.583,4
Mexico,2020-04-10,México,23.951,-102.535,260
Moldova,2020-04-10,Moldavia,47.193,28.599,149
Monaco,2020-04-10,Mónaco,43.75,7.412,6
Montenegro,2020-04-10,Montenegro,42.792,19.254,3
Mozambique,2020-04-10,Mozambique,-14.422,37.923,3
Niger,2020-04-10,Níger,17.426,9.398,28
Nigeria,2020-04-10,Nigeria,9.594,8.105,17
Norway,2020-04-10,Noruega,61.152,8.74,103
New Zealand,2020-04-10,Nueva Zelanda,-42.634,172.235,44
Oman,2020-04-10,Omán,21.656,57.407,27
Netherlands,2020-04-10,Países Bajos,52.077,5.389,1346
Pakistan,2020-04-10,Pakistán,29.967,69.386,206
Panama,2020-04-10,Panamá,8.384,-80.92,224
Paraguay,2020-04-10,Paraguay,-23.236,-58.391,5
Peru,2020-04-10,Perú,-9.326,-75.552,641
Poland,2020-04-10,Polonia,52.125,19.401,380
Portugal,2020-04-10,Portugal,40.309,-8.058,1516
Qatar,2020-04-10,Qatar,25.316,51.191,136
United Kingdom,2020-04-10,Reino Unido,53,-1.6,8733
Czechia,2020-04-10,República Checa,49.743,15.338,163
Dominican Republic,2020-04-10,República Dominicana,19.015,-70.729,271
Rwanda,2020-04-10,Ruanda,-1.998,29.917,8
Romania,2020-04-10,Rumanía,45.844,24.969,265
Russia,2020-04-10,Rusia,61.988,96.689,1786
Saint Kitts and Nevis,2020-04-10,San Cristóbal y Nieves,17.34,-62.769,1
San Marino,2020-04-10,San Marino,43.942,12.46,11
Saint Lucia,2020-04-10,Santa Lucía,13.898,-60.969,1
Senegal,2020-04-10,Senegal,15.013,-14.881,15
Serbia,2020-04-10,Serbia,44.032,20.806,238
Sierra Leone,2020-04-10,Sierra Leona,8.56,-11.792,1
Singapore,2020-04-10,Singapur,1.351,103.808,198
Somalia,2020-04-10,Somalia,9.774,48.316,9
South Africa,2020-04-10,Sudáfrica,-30.558,23.121,69
Sudan,2020-04-10,Sudán,13.832,30.05,2
Sweden,2020-04-10,Suecia,62.011,15.27,544
Switzerland,2020-04-10,Suiza,46.861,7.908,500
Thailand,2020-04-10,Tailandia,15.7,100.844,50
Taiwan*,2020-04-10,Taiwán,23.754,120.946,2
Tanzania,2020-04-10,Tanzania,-6.27,34.823,7
Timor-Leste,2020-04-10,Timor Oriental,-8.822,125.878,1
Togo,2020-04-10,Togo,8.799,1.081,3
Tunisia,2020-04-10,Túnez,35.383,9.596,28
Turkey,2020-04-10,Turquía,39.061,35.179,4747
Ukraine,2020-04-10,Ucrania,49.016,31.388,311
Uruguay,2020-04-10,Uruguay,-32.8,-56.012,17
Uzbekistan,2020-04-10,Uzbekistán,41.75,63.17,42
Vietnam,2020-04-10,Vietnam,21.491,105.314,2
Djibouti,2020-04-10,Yibuti,11.9,42.516,15
Zambia,2020-04-10,Zambia,-14.614,26.32,1
Zimbabwe,2020-04-10,Zimbabue,-19,29.872,2
Bahamas,2020-04-10,NA,NA,NA,1
Burma,2020-04-10,NA,NA,NA,4
South Sudan,2020-04-10,NA,NA,NA,1
West Bank and Gaza,2020-04-10,NA,NA,NA,4
Afghanistan,2020-04-11,Afganistán,33.677,65.216,34
Albania,2020-04-11,Albania,41.143,20.068,17
Germany,2020-04-11,Alemania,51.11,9.851,2737
Antigua and Barbuda,2020-04-11,Antigua y Barbuda,17.078,-61.783,2
Saudi Arabia,2020-04-11,Arabia Saudí,24.023,44.585,382
Algeria,2020-04-11,Argelia,28.163,2.632,64
Armenia,2020-04-11,Armenia,40.534,44.563,30
Australia,2020-04-11,Australia,-24.973,136.189,88
Austria,2020-04-11,Austria,47.683,14.912,251
Azerbaijan,2020-04-11,Azerbaiyán,40.43,47.395,67
Bahrain,2020-04-11,Bahrein,26.019,50.562,115
Bangladesh,2020-04-11,Bangladesh,24.218,89.941,58
Barbados,2020-04-11,Barbados,13.153,-59.559,1
Belgium,2020-04-11,Bélgica,50.643,4.664,1351
Belize,2020-04-11,Belice,17.219,-88.602,3
Belarus,2020-04-11,Bielorrusia,53.54,28.047,245
Bolivia,2020-04-11,Bolivia,-16.715,-64.671,7
Bosnia and Herzegovina,2020-04-11,Bosnia-Herzegovina,44.169,17.786,45
