ID_ACCIDENTE,ANIO,MES,HORA,DIASEMANA,PROVINCIA,COMUNIDAD_AUTONOMA,ISLA,MUNICIPIO,TOT_VICTIMAS,TOT_MUERTOS,TOT_HERIDOS_GRAVES,TOT_HERIDOS_LEVES,TOT_VEHICULOS_IMPLICADOS,ZONA,ZONA_AGRUPADA,CARRETERA,RED_CARRETERA,TIPO_VIA,TRAZADO_NO_INTERSEC,TIPO_INTERSEC,ACOND_CALZADA,PRIORIDAD,SUPERFICIE_CALZADA,LUMINOSIDAD,FACTORES_ATMOSFERICOS,VISIBILIDAD_RESTRINGIDA,OTRA_CIRCUNSTANCIA,ACERAS,TIPO_ACCIDENTE,DENSIDAD_CIRCULACION,MEDIDAS_ESPECIALES,COD_ANIMAL
2008200000170,2008,3,13:00,DOMINGO,Gipuzkoa,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,SS-2135,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,OTRA_CAUSA,NINGUNA,SI HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008200000343,2008,4,06:00,DOMINGO,Gipuzkoa,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,SS-2132,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL CON CARRIL LENTO,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008480000144,2008,2,05:00,VIERNES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-8,OTRAS TITULARIDADES,AUTOPISTA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animal conducido o en rebaño,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008480000204,2008,2,19:00,VIERNES,Bizkaia,País Vasco,,,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN SUFICIENTE,NIEBLA INTENSA,FACTORES ATMOSFÉRICOS,NINGUNA,SI HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008010000174,2008,6,23:00,SÁBADO,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-240,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",RAMAL DE ENLACE,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008480000607,2008,6,23:00,VIERNES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,BI-2757,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,OTRA,SI HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008200000501,2008,6,02:00,DOMINGO,Gipuzkoa,País Vasco,,,2,0,0,2,2,CARRETERA,VÍAS INTERURBANAS,N-1,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: ILUMINACIÓN INSUFICIENTE,LLUVIA FUERTE,FACTORES ATMOSFÉRICOS,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008010000170,2008,6,01:00,JUEVES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-3600,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,CREPÚSCULO,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008480000567,2008,6,22:00,MIÉRCOLES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,BI-633,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",OTRO TIPO,EN T Ó Y,,SIN DATO,"SEÑAL DE ""STOP""",SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008480000246,2008,3,01:00,LUNES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-8,OTRAS TITULARIDADES,RAMAL DE ENLACE,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN SUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008010000320,2008,11,18:00,LUNES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-132,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,CREPÚSCULO,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008010000218,2008,8,10:00,MARTES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-627,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008010000326,2008,11,21:00,LUNES,Araba/Álava,País Vasco,,,2,0,0,2,2,CARRETERA,VÍAS INTERURBANAS,N-1,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008010000229,2008,8,01:00,MARTES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-4211,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009170000101,2009,4,21:00,VIERNES,Girona,Cataluña,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,GE-641,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN DATO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009010000101,2009,5,05:00,LUNES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AP-1,OTRAS TITULARIDADES,AUTOPISTA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009200000399,2009,6,23:00,MIÉRCOLES,Gipuzkoa,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AP-1,OTRAS TITULARIDADES,AUTOPISTA,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009200000943,2009,11,12:00,SÁBADO,Gipuzkoa,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,SS-2133,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,,OTROS,OTRO TIPO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009010000090,2009,4,06:00,JUEVES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-3302,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,CONFIGURACIÓN DEL TERRENO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009200001046,2009,11,13:00,DOMINGO,Gipuzkoa,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-634,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009480000684,2009,7,20:00,DOMINGO,Bizkaia,País Vasco,,,1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,BI-3222,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009170014840,2009,7,16:00,MIÉRCOLES,Girona,Cataluña,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,C-252,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009080012725,2009,12,23:00,JUEVES,Barcelona,Cataluña,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,C-35,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009200000412,2009,6,16:00,MARTES,Gipuzkoa,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,SS-2632,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,PLENO DÍA,LLOVIZNANDO,SIN RESTRICCIÓN,NINGUNA,SI HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009480001234,2009,12,18:00,MARTES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,BI-2757,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,SI HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009010000117,2009,5,21:00,MARTES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-627,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,CREPÚSCULO,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009010000022,2009,2,21:00,DOMINGO,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-1,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: SIN ILUMINACIÓN,OTRO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009480000250,2009,3,19:00,JUEVES,Bizkaia,País Vasco,,,3,0,0,3,1,CARRETERA,VÍAS INTERURBANAS,BI-4331,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),OTRO TIPO,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,OTRA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009200050901,2009,5,11:00,JUEVES,Gipuzkoa,País Vasco,,,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,OTRA SEÑAL,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,OTRA_CAUSA,NINGUNA,SI HAY ACERA,Atropello a animales sueltos,FLUIDA,OTRA MEDIDA,Animal no identificado
2009010000107,2009,5,00:00,DOMINGO,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-622,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009480000268,2009,3,05:00,MIÉRCOLES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-629,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),HELADA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009010000183,2009,7,13:00,DOMINGO,Araba/Álava,País Vasco,,,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009170015872,2009,12,06:00,DOMINGO,Girona,Cataluña,,,3,0,1,2,1,CARRETERA,VÍAS INTERURBANAS,C-31,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,DESLUMBRAMIENTO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009010000148,2009,7,04:00,JUEVES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-1,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009010000301,2009,11,19:00,JUEVES,Araba/Álava,País Vasco,,,2,0,0,2,2,CARRETERA,VÍAS INTERURBANAS,VI-124,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009430018667,2009,3,21:00,MIÉRCOLES,Tarragona,Cataluña,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,N-420,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,DESLUMBRAMIENTO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2009200000033,2009,1,08:00,VIERNES,Gipuzkoa,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-634,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,CREPÚSCULO,BUEN TIEMPO,OTRA_CAUSA,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010250021738,2010,10,21:00,VIERNES,Lleida,Cataluña,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,L-500,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,OTRA_CAUSA,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010010000120,2010,6,23:00,DOMINGO,Araba/Álava,País Vasco,,,2,0,0,2,3,CARRETERA,VÍAS INTERURBANAS,VI-2622,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010010000093,2010,5,21:00,SÁBADO,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-2622,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010480000628,2010,7,23:00,DOMINGO,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,BI-3238,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010010000109,2010,5,22:00,VIERNES,Araba/Álava,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VI-625,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,OTRA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010010000243,2010,10,20:00,JUEVES,Araba/Álava,País Vasco,,,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,VI-2128,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",OTRO TIPO,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010480000439,2010,5,10:00,MIÉRCOLES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-240,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",RAMAL DE ENLACE,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2010480000646,2010,7,03:00,SÁBADO,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,BI-2120,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2011480000099,2011,1,18:00,MIÉRCOLES,Bizkaia,País Vasco,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,BI-631,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2011080015818,2011,11,18:00,DOMINGO,Barcelona,Cataluña,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,C-13,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,CONFIGURACIÓN DEL TERRENO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2011080015679,2011,11,14:00,JUEVES,Barcelona,Cataluña,,,2,0,2,0,2,CARRETERA,VÍAS INTERURBANAS,N-260,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN DATO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,SIN DATO,NINGUNA MEDIDA,Animal no identificado
2011430021010,2011,2,09:00,MARTES,Tarragona,Cataluña,,,1,0,1,0,2,CARRETERA,VÍAS INTERURBANAS,C-51,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2011430022621,2011,11,05:00,DOMINGO,Tarragona,Cataluña,,,4,2,1,1,1,CARRETERA,VÍAS INTERURBANAS,C-31B,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,DESLUMBRAMIENTO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2011010052327,2011,10,20:00,JUEVES,Araba/Álava,País Vasco,,,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,VÍA CONVENCIONAL,,EN T Ó Y,NADA ESPECIAL,"SEÑAL DE ""CEDA EL PASO""",SECA Y LIMPIA,CREPÚSCULO,BUEN TIEMPO,SIN RESTRICCIÓN,OTRA,SI HAY ACERA,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2012250020975,2012,8,10:00,JUEVES,Lleida,Cataluña,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,DES-99999,OTRAS TITULARIDADES,OTRO TIPO,EN T Ó Y,,SIN DATO,SIN DATO,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN DATO,NINGUNA,NO HAY ACERA,Atropello a animales sueltos,SIN DATO,NINGUNA MEDIDA,Animal no identificado
