ID_ACCIDENTE,ANIO,MES,HORA,DIASEMANA,PROVINCIA,COMUNIDAD_AUTONOMA,ISLA,MUNICIPIO,TOT_VICTIMAS,TOT_MUERTOS,TOT_HERIDOS_GRAVES,TOT_HERIDOS_LEVES,TOT_VEHICULOS_IMPLICADOS,ZONA,ZONA_AGRUPADA,CARRETERA,RED_CARRETERA,TIPO_VIA,TRAZADO_NO_INTERSEC,TIPO_INTERSEC,ACOND_CALZADA,PRIORIDAD,SUPERFICIE_CALZADA,LUMINOSIDAD,FACTORES_ATMOSFERICOS,VISIBILIDAD_RESTRINGIDA,OTRA_CIRCUNSTANCIA,ACERAS,TIPO_ACCIDENTE,DENSIDAD_CIRCULACION,MEDIDAS_ESPECIALES,COD_ANIMAL
2010150000822,2010,3,21:00,VIERNES,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",CAMINO VECINAL,,EN X Ó +,NADA ESPECIAL,NINGUNA (SOLO NORMA),SECA Y LIMPIA,CREPÚSCULO,VIENTO FUERTE,SIN RESTRICCIÓN,NINGUNA,N,Atropello a conductor de animales,FLUIDA,NINGUNA MEDIDA,Equino
2010150001447,2010,5,21:00,MARTES,"Coruña, A",Galicia,,,1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,,TITULARIDAD MUNICIPAL,CAMINO VECINAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Colisión de vehículos en marcha (Alcance),FLUIDA,NINGUNA MEDIDA,Vacuno
2010150001306,2010,5,19:00,LUNES,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CP-AC-0905,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Choque con árbol o poste),FLUIDA,NINGUNA MEDIDA,Canino
2012150001491,2012,6,10:00,SÁBADO,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CP-AC-0905,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,PLENO DÍA,OTRO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2013150001847,2013,7,00:45,MIÉRCOLES,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-144,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2009150000733,2009,3,13:00,LUNES,"Coruña, A",Galicia,,Mugardos,3,0,0,3,2,CARRETERA,VÍAS INTERURBANAS,AC-123,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Colisión de vehículos en marcha (Frontal),FLUIDA,NINGUNA MEDIDA,Felino
2010150003155,2010,10,23:00,VIERNES,"Coruña, A",Galicia,,Narón,1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,AG-64,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,VEGETACIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2010150003625,2010,11,21:00,MARTES,"Coruña, A",Galicia,,Narón,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AG-64,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),UMBRÍA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013150002347,2013,9,03:00,DOMINGO,"Coruña, A",Galicia,,Ordes,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,S/D,TITULARIDAD MUNICIPAL,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2008150000762,2008,3,22:00,JUEVES,"Coruña, A",Galicia,,Ortigueira,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-862,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2010150002465,2010,8,02:00,DOMINGO,"Coruña, A",Galicia,,Ortigueira,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-862,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2010150001226,2010,4,22:00,LUNES,"Coruña, A",Galicia,,Ortigueira,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-101,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Equino
2011150000793,2011,3,21:00,VIERNES,"Coruña, A",Galicia,,Ortigueira,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,DP-2503,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Corzo
2011150000561,2011,2,19:00,MIÉRCOLES,"Coruña, A",Galicia,,Ortigueira,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-101,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Equino
2009150002535,2009,8,00:00,SÁBADO,"Coruña, A",Galicia,,Outes,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-550,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013150003401,2013,12,13:15,SÁBADO,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-840,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,,EN T Ó Y,NADA ESPECIAL,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,CONFIGURACIÓN DEL TERRENO,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2013150003589,2013,12,21:00,VIERNES,"Coruña, A",Galicia,,,1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,N-634,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013150002970,2013,11,18:30,DOMINGO,"Coruña, A",Galicia,,,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,N-634,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,MOJADA,CREPÚSCULO,LLOVIZNANDO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2012150003639,2012,12,20:00,SÁBADO,"Coruña, A",Galicia,,Porto do Son,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-550,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2012150002631,2012,9,21:00,DOMINGO,"Coruña, A",Galicia,,Rianxo,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-305,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013150001774,2013,7,23:45,MARTES,"Coruña, A",Galicia,,Ribeira,1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,AG-11,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013150002651,2013,10,22:30,VIERNES,"Coruña, A",Galicia,,Sada,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,VG-1.3,TITULARIDAD AUTONÓMICA,VÍA PARA AUTOMÓVILES,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),UMBRÍA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013150000040,2013,1,16:20,VIERNES,"Coruña, A",Galicia,,Sada,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-OS,TITULARIDAD MUNICIPAL,CAMINO VECINAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,VEGETACIÓN,NINGUNA,N,Otro tipo de accidente,FLUIDA,NINGUNA MEDIDA,Equino
2008150001798,2008,6,20:00,MARTES,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-862,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,VEGETACIÓN,NINGUNA,N,Salida de la vía por la derecha con colisión (Choque con árbol o poste),FLUIDA,NINGUNA MEDIDA,Jabalí
2012150002074,2012,7,19:00,MARTES,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CP-AC-7603,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Ave
2013150002623,2013,9,22:15,MIÉRCOLES,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AG-64,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),UMBRÍA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013150002005,2013,7,21:30,LUNES,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,SD,TITULARIDAD MUNICIPAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,CREPÚSCULO,BUEN TIEMPO,VEGETACIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Corzo
2011150003331,2011,11,23:00,JUEVES,"Coruña, A",Galicia,,Santiago de Compostela,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,AG-56,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2012150000079,2012,1,05:00,LUNES,"Coruña, A",Galicia,,Santiago de Compostela,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,078,TITULARIDAD MUNICIPAL,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,NOCHE: ILUMINACIÓN SUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Equino
2010150003708,2010,11,03:00,DOMINGO,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CP-AC-4604,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: SIN ILUMINACIÓN,LLUVIA FUERTE,OTRA_CAUSA,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Vacuno
2011150000606,2011,2,20:00,DOMINGO,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CP-AC-4604,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animal conducido o en rebaño,FLUIDA,NINGUNA MEDIDA,Vacuno
2010150002387,2010,8,05:00,DOMINGO,"Coruña, A",Galicia,,Teo,2,0,0,2,3,CARRETERA,VÍAS INTERURBANAS,N-550,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Equino
2011150000782,2011,3,23:00,MIÉRCOLES,"Coruña, A",Galicia,,Teo,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-241,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: ILUMINACIÓN SUFICIENTE,LLOVIZNANDO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2008150000545,2008,2,17:00,JUEVES,"Coruña, A",Galicia,,Valdoviño,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-566,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2011150001847,2011,7,05:00,SÁBADO,"Coruña, A",Galicia,,Valdoviño,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-566,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Equino
2012150002438,2012,9,00:00,SÁBADO,"Coruña, A",Galicia,,Valdoviño,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AC-566,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2009150003767,2009,12,19:00,VIERNES,"Coruña, A",Galicia,,,3,0,0,3,1,CARRETERA,VÍAS INTERURBANAS,CP-AC-0701,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: SIN ILUMINACIÓN,OTRO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2014150000012,2013,12,16:00,SÁBADO,"Coruña, A",Galicia,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,PISTA,TITULARIDAD MUNICIPAL,CAMINO VECINAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Corzo
2009160000206,2009,3,20:00,LUNES,Cuenca,Castilla-La Mancha,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CM-2155,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2011160000299,2011,3,15:00,JUEVES,Cuenca,Castilla-La Mancha,,,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,CU-V-5009,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,ENLACE DE ENTRADA,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,CONFIGURACIÓN DEL TERRENO,NINGUNA,N,Salida de la vía por la izquierda sin colisión (Con vuelco),FLUIDA,NINGUNA MEDIDA,Felino
2013160000046,2013,1,22:10,LUNES,Cuenca,Castilla-La Mancha,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,A-3,TITULARIDAD ESTATAL,AUTOVÍA,,ENLACE DE ENTRADA,OTRO TIPO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: SIN ILUMINACIÓN,NIEBLA LIGERA,FACTORES ATMOSFÉRICOS,NINGUNA,N,Salida de la vía por la izquierda con colisión (Choque con cuneta o bordillo),FLUIDA,NINGUNA MEDIDA,Animal no identificado
2011160000369,2011,4,22:00,SÁBADO,Cuenca,Castilla-La Mancha,,,4,0,0,4,1,CARRETERA,VÍAS INTERURBANAS,CM-2202,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Choque con árbol o poste),FLUIDA,NINGUNA MEDIDA,Zorro
2009160000996,2009,12,19:00,SÁBADO,Cuenca,Castilla-La Mancha,,,3,0,0,3,1,CARRETERA,VÍAS INTERURBANAS,CM-215,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Ciervo
2011160000819,2011,9,21:00,VIERNES,Cuenca,Castilla-La Mancha,,,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,CM-2106,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Ciervo
2011160001077,2011,11,15:00,DOMINGO,Cuenca,Castilla-La Mancha,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-420,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,S,Salida de la vía por la izquierda con colisión (Choque con muro o edifício),DENSA,NINGUNA MEDIDA,Canino
2012160000363,2012,5,04:00,DOMINGO,Cuenca,Castilla-La Mancha,,,3,0,0,3,2,CARRETERA,VÍAS INTERURBANAS,N-301,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: SIN ILUMINACIÓN,LLUVIA FUERTE,SIN RESTRICCIÓN,NINGUNA,N,Colisión de vehículo con obstáculo en calzada (Vehículo estacionado o averiado),FLUIDA,NINGUNA MEDIDA,Jabalí
2013160000310,2013,3,08:50,JUEVES,Cuenca,Castilla-La Mancha,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,A-3,TITULARIDAD ESTATAL,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2010160000603,2010,7,00:00,DOMINGO,Cuenca,Castilla-La Mancha,,Cuenca,4,0,0,4,1,CARRETERA,VÍAS INTERURBANAS,A-40,TITULARIDAD ESTATAL,AUTOVÍA,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Choque con árbol o poste),FLUIDA,NINGUNA MEDIDA,Zorro
2011160000687,2011,7,11:00,MARTES,Cuenca,Castilla-La Mancha,,Cuenca,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,,EN X Ó +,NADA ESPECIAL,SEMÁFORO,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,EDIFICIOS,NINGUNA,S,Atropello a peatón aislado o en grupo,FLUIDA,NINGUNA MEDIDA,Ave
2011160000849,2011,9,20:00,JUEVES,Cuenca,Castilla-La Mancha,,Cuenca,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,EN T Ó Y,,SIN DATO,SEMÁFORO,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,S,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2012160000247,2012,3,20:00,MARTES,Cuenca,Castilla-La Mancha,,Cuenca,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,A-40,TITULARIDAD ESTATAL,AUTOVÍA,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2012160000641,2012,8,00:00,SÁBADO,Cuenca,Castilla-La Mancha,,Cuenca,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-320,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Otro tipo de choque),FLUIDA,NINGUNA MEDIDA,Canino
2013160001071,2013,11,22:10,MIÉRCOLES,Cuenca,Castilla-La Mancha,,Cuenca,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-420,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013160001078,2013,11,00:45,DOMINGO,Cuenca,Castilla-La Mancha,,Cuenca,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CM-2100,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Otro animal
2011160000619,2011,7,20:00,SÁBADO,Cuenca,Castilla-La Mancha,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CM-215,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Ciervo
