fecha	pais	continente	indicador	valor
2020-06-01	Afganistán	Asia	casos_media_movil_7dias	660.4
2020-06-01	Afganistán	Asia	ia_7dias	11.88
2020-06-01	Albania	Europa	casos_media_movil_7dias	19.9
2020-06-01	Albania	Europa	ia_7dias	4.83
2020-06-01	Argelia	África	casos_media_movil_7dias	155.4
2020-06-01	Argelia	África	ia_7dias	2.48
2020-06-01	Angola	África	casos_media_movil_7dias	2.4
2020-06-01	Angola	África	ia_7dias	0.05
2020-06-01	Argentina	América	casos_media_movil_7dias	682.1
2020-06-01	Argentina	América	ia_7dias	10.57
2020-06-01	Armenia	Asia	casos_media_movil_7dias	374.4
2020-06-01	Armenia	Asia	ia_7dias	88.45
2020-06-01	Australia	Oceanía	casos_media_movil_7dias	12.3
2020-06-01	Australia	Oceanía	ia_7dias	0.34
2020-06-01	Austria	Europa	casos_media_movil_7dias	29
2020-06-01	Austria	Europa	ia_7dias	2.25
2020-06-01	Azerbaiyán	Asia	casos_media_movil_7dias	196
2020-06-01	Azerbaiyán	Asia	ia_7dias	13.53
2020-06-01	Bahrein	Asia	casos_media_movil_7dias	322.9
2020-06-01	Bahrein	Asia	ia_7dias	132.82
2020-06-01	Bangladesh	Asia	casos_media_movil_7dias	1934.7
2020-06-01	Bangladesh	Asia	ia_7dias	8.22
2020-06-01	Bielorrusia	Europa	casos_media_movil_7dias	908.3
2020-06-01	Bielorrusia	Europa	ia_7dias	67.29
2020-06-01	Bélgica	Europa	casos_media_movil_7dias	159
2020-06-01	Bélgica	Europa	ia_7dias	9.6
2020-06-01	Benín	África	casos_media_movil_7dias	5.9
2020-06-01	Benín	África	ia_7dias	0.34
2020-06-01	Bolivia	América	casos_media_movil_7dias	531.3
2020-06-01	Bolivia	América	ia_7dias	31.86
2020-06-01	Bosnia-Herzegovina	Europa	casos_media_movil_7dias	15.6
2020-06-01	Bosnia-Herzegovina	Europa	ia_7dias	3.32
2020-06-01	Botsuana	África	casos_media_movil_7dias	0.4
2020-06-01	Botsuana	África	ia_7dias	0.13
2020-06-01	Brasil	América	casos_media_movil_7dias	21662.6
2020-06-01	Brasil	América	ia_7dias	71.34
2020-06-01	Bulgaria	Europa	casos_media_movil_7dias	11.4
2020-06-01	Bulgaria	Europa	ia_7dias	1.15
2020-06-01	Burkina Faso	África	casos_media_movil_7dias	7
2020-06-01	Burkina Faso	África	ia_7dias	0.23
2020-06-01	Burundi	África	casos_media_movil_7dias	3
2020-06-01	Burundi	África	ia_7dias	0.18
2020-06-01	Camboya	Asia	casos_media_movil_7dias	0.1
2020-06-01	Camboya	Asia	ia_7dias	0.01
2020-06-01	Camerún	África	casos_media_movil_7dias	144.9
2020-06-01	Camerún	África	ia_7dias	3.82
2020-06-01	Canadá	América	casos_media_movil_7dias	892.6
2020-06-01	Canadá	América	ia_7dias	16.55
2020-06-01	República Centroafricana	África	casos_media_movil_7dias	58.1
2020-06-01	República Centroafricana	África	ia_7dias	8.43
2020-06-01	Chad	África	casos_media_movil_7dias	14.7
2020-06-01	Chad	África	ia_7dias	0.63
2020-06-01	Chile	América	casos_media_movil_7dias	4369.4
2020-06-01	Chile	América	ia_7dias	160
2020-06-01	China	Asia	casos_media_movil_7dias	7.4
2020-06-01	China	Asia	ia_7dias	0
2020-06-01	Colombia	América	casos_media_movil_7dias	1172.6
2020-06-01	Colombia	América	ia_7dias	16.13
2020-06-01	Congo (Brazzaville)	África	casos_media_movil_7dias	17.7
2020-06-01	Congo (Brazzaville)	África	ia_7dias	2.25
2020-06-01	Congo (Brazzaville)	África	casos_media_movil_7dias	17.7
2020-06-01	Congo (Brazzaville)	África	ia_7dias	2.25
2020-06-01	Costa Rica	América	casos_media_movil_7dias	18
2020-06-01	Costa Rica	América	ia_7dias	2.47
2020-06-01	Costa de Marfil	África	casos_media_movil_7dias	65.3
2020-06-01	Costa de Marfil	África	ia_7dias	1.73
2020-06-01	Croacia	Europa	casos_media_movil_7dias	0.3
2020-06-01	Croacia	Europa	ia_7dias	0.05
2020-06-01	Cuba	América	casos_media_movil_7dias	14.9
2020-06-01	Cuba	América	ia_7dias	0.92
2020-06-01	República Checa	Europa	casos_media_movil_7dias	45.1
2020-06-01	República Checa	Europa	ia_7dias	2.95
2020-06-01	Congo (Kinshasa)	África	casos_media_movil_7dias	107.4
2020-06-01	Congo (Kinshasa)	África	ia_7dias	0.84
2020-06-01	Dinamarca	Europa	casos_media_movil_7dias	44.1
2020-06-01	Dinamarca	Europa	ia_7dias	5.33
2020-06-01	República Dominicana	América	casos_media_movil_7dias	409
2020-06-01	República Dominicana	América	ia_7dias	26.39
2020-06-01	Ecuador	América	casos_media_movil_7dias	334.6
2020-06-01	Ecuador	América	ia_7dias	13.27
2020-06-01	Egipto	África	casos_media_movil_7dias	1102.9
2020-06-01	Egipto	África	ia_7dias	7.54
2020-06-01	El Salvador	América	casos_media_movil_7dias	86
2020-06-01	El Salvador	América	ia_7dias	9.28
2020-06-01	Guinea Ecuatorial	África	casos_media_movil_7dias	37.6
2020-06-01	Guinea Ecuatorial	África	ia_7dias	18.75
2020-06-01	Eritrea	África	casos_media_movil_7dias	0
2020-06-01	Eritrea	África	ia_7dias	0
2020-06-01	Estonia	Europa	casos_media_movil_7dias	6.6
2020-06-01	Estonia	Europa	ia_7dias	3.47
2020-06-01	Etiopía	África	casos_media_movil_7dias	84.3
2020-06-01	Etiopía	África	ia_7dias	0.51
2020-06-01	Finlandia	Europa	casos_media_movil_7dias	40
2020-06-01	Finlandia	Europa	ia_7dias	5.05
2020-06-01	Francia	Europa	casos_media_movil_7dias	976
2020-06-01	Francia	Europa	ia_7dias	10.47
2020-06-01	Gabón	África	casos_media_movil_7dias	103
2020-06-01	Gabón	África	ia_7dias	32.39
2020-06-01	Gambia	África	casos_media_movil_7dias	0
2020-06-01	Gambia	África	ia_7dias	0
2020-06-01	Georgia	Asia	casos_media_movil_7dias	7.6
2020-06-01	Georgia	Asia	ia_7dias	1.33
2020-06-01	Alemania	Europa	casos_media_movil_7dias	463.6
2020-06-01	Alemania	Europa	ia_7dias	3.87
2020-06-01	Ghana	África	casos_media_movil_7dias	198.1
2020-06-01	Ghana	África	ia_7dias	4.46
2020-06-01	Grecia	Europa	casos_media_movil_7dias	5.6
2020-06-01	Grecia	Europa	ia_7dias	0.37
2020-06-01	Guatemala	América	casos_media_movil_7dias	237.6
2020-06-01	Guatemala	América	ia_7dias	9.28
2020-06-01	Guinea	África	casos_media_movil_7dias	70.9
2020-06-01	Guinea	África	ia_7dias	3.78
2020-06-01	Guinea-Bisáu	África	casos_media_movil_7dias	21.3
2020-06-01	Guinea-Bisáu	África	ia_7dias	7.57
2020-06-01	Haití	América	casos_media_movil_7dias	166.6
2020-06-01	Haití	América	ia_7dias	10.23
2020-06-01	Honduras	América	casos_media_movil_7dias	178.9
2020-06-01	Honduras	América	ia_7dias	12.64
2020-06-01	Hungría	Europa	casos_media_movil_7dias	17.1
2020-06-01	Hungría	Europa	ia_7dias	1.24
2020-06-01	India	Asia	casos_media_movil_7dias	7384.3
2020-06-01	India	Asia	ia_7dias	3.75
2020-06-01	Indonesia	Asia	casos_media_movil_7dias	600.3
2020-06-01	Indonesia	Asia	ia_7dias	1.54
2020-06-01	Irán	Asia	casos_media_movil_7dias	2252.1
2020-06-01	Irán	Asia	ia_7dias	18.77
2020-06-01	Irak	Asia	casos_media_movil_7dias	281.4
2020-06-01	Irak	Asia	ia_7dias	4.9
2020-06-01	Irlanda	Europa	casos_media_movil_7dias	50.1
2020-06-01	Irlanda	Europa	ia_7dias	7.11
2020-06-01	Israel	Asia	casos_media_movil_7dias	50.1
2020-06-01	Israel	Asia	ia_7dias	4.06
2020-06-01	Italia	Europa	casos_media_movil_7dias	451.6
2020-06-01	Italia	Europa	ia_7dias	5.23
2020-06-01	Jamaica	América	casos_media_movil_7dias	4.9
2020-06-01	Jamaica	América	ia_7dias	1.15
2020-06-01	Japón	Asia	casos_media_movil_7dias	43.3
2020-06-01	Japón	Asia	ia_7dias	0.24
2020-06-01	Jordania	Asia	casos_media_movil_7dias	4.4
2020-06-01	Jordania	Asia	ia_7dias	0.3
2020-06-01	Kazajistán	Asia	casos_media_movil_7dias	396.7
2020-06-01	Kazajistán	Asia	ia_7dias	14.79
2020-06-01	Kenia	África	casos_media_movil_7dias	106.9
2020-06-01	Kenia	África	ia_7dias	1.39
2020-06-01	Kosovo	Europa	casos_media_movil_7dias	7.3
2020-06-01	Kosovo	Europa	ia_7dias	2.64
2020-06-01	Kuwait	Asia	casos_media_movil_7dias	820.1
2020-06-01	Kuwait	Asia	ia_7dias	134.43
2020-06-01	Kirguistán	Asia	casos_media_movil_7dias	54.9
2020-06-01	Kirguistán	Asia	ia_7dias	5.89
2020-06-01	Laos	Asia	casos_media_movil_7dias	0
2020-06-01	Laos	Asia	ia_7dias	0
2020-06-01	Letonia	Europa	casos_media_movil_7dias	2.7
2020-06-01	Letonia	Europa	ia_7dias	1.01
2020-06-01	Líbano	Asia	casos_media_movil_7dias	15.1
2020-06-01	Líbano	Asia	ia_7dias	1.55
2020-06-01	Liberia	África	casos_media_movil_7dias	3.3
2020-06-01	Liberia	África	ia_7dias	0.45
2020-06-01	Libia	África	casos_media_movil_7dias	11.6
2020-06-01	Libia	África	ia_7dias	1.18
2020-06-01	Lituania	Europa	casos_media_movil_7dias	7.4
2020-06-01	Lituania	Europa	ia_7dias	1.91
2020-06-01	Macedonia del Norte	Europa	casos_media_movil_7dias	35.4
2020-06-01	Macedonia del Norte	Europa	ia_7dias	11.9
2020-06-01	Madagascar	África	casos_media_movil_7dias	34.9
2020-06-01	Madagascar	África	ia_7dias	0.88
2020-06-01	Malaui	África	casos_media_movil_7dias	28.7
2020-06-01	Malaui	África	ia_7dias	1.05
2020-06-01	Malasia	Asia	casos_media_movil_7dias	82
2020-06-01	Malasia	Asia	ia_7dias	1.77
2020-06-01	Mali	África	casos_media_movil_7dias	33.6
2020-06-01	Mali	África	ia_7dias	1.16
2020-06-01	Mauritania	África	casos_media_movil_7dias	41.9
2020-06-01	Mauritania	África	ia_7dias	6.3
2020-06-01	Mauricio	África	casos_media_movil_7dias	0.1
2020-06-01	Mauricio	África	ia_7dias	0.08
2020-06-01	México	América	casos_media_movil_7dias	3149.1
2020-06-01	México	América	ia_7dias	17.1
2020-06-01	Moldavia	Europa	casos_media_movil_7dias	165.4
2020-06-01	Moldavia	Europa	ia_7dias	28.71
2020-06-01	Mongolia	Asia	casos_media_movil_7dias	6.3
2020-06-01	Mongolia	Asia	ia_7dias	1.34
2020-06-01	Marruecos	África	casos_media_movil_7dias	53.4
2020-06-01	Marruecos	África	ia_7dias	1.01
2020-06-01	Mozambique	África	casos_media_movil_7dias	8.6
2020-06-01	Mozambique	África	ia_7dias	0.19
2020-06-01	Myanmar	Asia	casos_media_movil_7dias	3.9
2020-06-01	Myanmar	Asia	ia_7dias	0.05
2020-06-01	Namibia	África	casos_media_movil_7dias	0.4
2020-06-01	Namibia	África	ia_7dias	0.12
2020-06-01	Nepal	Asia	casos_media_movil_7dias	138.4
2020-06-01	Nepal	Asia	ia_7dias	3.33
2020-06-01	Países Bajos	Europa	casos_media_movil_7dias	172.3
2020-06-01	Países Bajos	Europa	ia_7dias	7.04
2020-06-01	Nueva Zelanda	Oceanía	casos_media_movil_7dias	0
2020-06-01	Nueva Zelanda	Oceanía	ia_7dias	0
2020-06-01	Nicaragua	América	casos_media_movil_7dias	68.6
2020-06-01	Nicaragua	América	ia_7dias	7.25
2020-06-01	Níger	África	casos_media_movil_7dias	1.9
2020-06-01	Níger	África	ia_7dias	0.05
2020-06-01	Nigeria	África	casos_media_movil_7dias	331.9
2020-06-01	Nigeria	África	ia_7dias	1.13
2020-06-01	Noruega	Europa	casos_media_movil_7dias	14.6
2020-06-01	Noruega	Europa	ia_7dias	1.88
2020-06-01	Omán	Asia	casos_media_movil_7dias	523.9
2020-06-01	Omán	Asia	ia_7dias	71.81
2020-06-01	Pakistán	Asia	casos_media_movil_7dias	2301.6
2020-06-01	Pakistán	Asia	ia_7dias	7.29
2020-06-01	Territorios Palestinos	Asia	casos_media_movil_7dias	3.6
2020-06-01	Territorios Palestinos	Asia	ia_7dias	0.49
2020-06-01	Panamá	América	casos_media_movil_7dias	362.4
2020-06-01	Panamá	América	ia_7dias	58.8
2020-06-01	Paraguay	América	casos_media_movil_7dias	17.7
2020-06-01	Paraguay	América	ia_7dias	1.74
2020-06-01	Perú	América	casos_media_movil_7dias	6359.6
2020-06-01	Perú	América	ia_7dias	135.02
2020-06-01	Filipinas	Asia	casos_media_movil_7dias	578.7
2020-06-01	Filipinas	Asia	ia_7dias	3.7
2020-06-01	Polonia	Europa	casos_media_movil_7dias	351.4
2020-06-01	Polonia	Europa	ia_7dias	6.5
2020-06-01	Portugal	Europa	casos_media_movil_7dias	268.1
2020-06-01	Portugal	Europa	ia_7dias	18.41
2020-06-01	Puerto Rico	América	casos_media_movil_7dias	83.9
2020-06-01	Puerto Rico	América	ia_7dias	20.52
2020-06-01	Qatar	Asia	casos_media_movil_7dias	1885.1
2020-06-01	Qatar	Asia	ia_7dias	458.03
2020-06-01	Rumanía	Europa	casos_media_movil_7dias	169.6
2020-06-01	Rumanía	Europa	ia_7dias	6.17
2020-06-01	Rusia	Europa	casos_media_movil_7dias	8766
2020-06-01	Rusia	Europa	ia_7dias	42.05
2020-06-01	Ruanda	África	casos_media_movil_7dias	6.1
2020-06-01	Ruanda	África	ia_7dias	0.33
2020-06-01	Arabia Saudí	Asia	casos_media_movil_7dias	1814.4
2020-06-01	Arabia Saudí	Asia	ia_7dias	36.48
2020-06-01	Senegal	África	casos_media_movil_7dias	85.4
2020-06-01	Senegal	África	ia_7dias	3.57
2020-06-01	Serbia	Europa	casos_media_movil_7dias	36.1
2020-06-01	Serbia	Europa	ia_7dias	3.72
2020-06-01	Sierra Leona	África	casos_media_movil_7dias	22
2020-06-01	Sierra Leona	África	ia_7dias	1.93
2020-06-01	Singapur	Asia	casos_media_movil_7dias	466.9
2020-06-01	Singapur	Asia	ia_7dias	55.86
2020-06-01	Eslovaquia	Europa	casos_media_movil_7dias	1.9
2020-06-01	Eslovaquia	Europa	ia_7dias	0.24
2020-06-01	Eslovenia	Europa	casos_media_movil_7dias	0.6
2020-06-01	Eslovenia	Europa	ia_7dias	0.19
2020-06-01	Somalia	África	casos_media_movil_7dias	54.6
2020-06-01	Somalia	África	ia_7dias	2.4
2020-06-01	Sudáfrica	África	casos_media_movil_7dias	1442.9
2020-06-01	Sudáfrica	África	ia_7dias	17.03
2020-06-01	Corea del Sur	Asia	casos_media_movil_7dias	42.4
2020-06-01	Corea del Sur	Asia	ia_7dias	0.58
2020-06-01	Sudán del Sur	África	casos_media_movil_7dias	61.6
2020-06-01	Sudán del Sur	África	ia_7dias	3.85
2020-06-01	España	Europa	casos_media_movil_7dias	605.4
2020-06-01	España	Europa	ia_7dias	9.06
2020-06-01	Sri Lanka	Asia	casos_media_movil_7dias	70.3
2020-06-01	Sri Lanka	Asia	ia_7dias	2.3
2020-06-01	Sudán	África	casos_media_movil_7dias	198.9
2020-06-01	Sudán	África	ia_7dias	3.17
2020-06-01	Suazilandia	África	casos_media_movil_7dias	5
2020-06-01	Suazilandia	África	ia_7dias	3.02
2020-06-01	Suecia	Europa	casos_media_movil_7dias	583.3
2020-06-01	Suecia	Europa	ia_7dias	40.43
2020-06-01	Suiza	Europa	casos_media_movil_7dias	18
2020-06-01	Suiza	Europa	ia_7dias	1.46
2020-06-01	Siria	Asia	casos_media_movil_7dias	5.1
2020-06-01	Siria	Asia	ia_7dias	0.21
2020-06-01	Taiwán	Asia	casos_media_movil_7dias	0.1
2020-06-01	Taiwán	Asia	ia_7dias	0
2020-06-01	Tayikistán	Asia	casos_media_movil_7dias	152.7
2020-06-01	Tayikistán	Asia	ia_7dias	11.21
2020-06-01	Tanzania	África	casos_media_movil_7dias	0
2020-06-01	Tanzania	África	ia_7dias	0
2020-06-01	Tailandia	Asia	casos_media_movil_7dias	5.6
2020-06-01	Tailandia	Asia	ia_7dias	0.06
2020-06-01	Timor Oriental	Asia	casos_media_movil_7dias	0
2020-06-01	Timor Oriental	Asia	ia_7dias	0
2020-06-01	Togo	África	casos_media_movil_7dias	8.7
2020-06-01	Togo	África	ia_7dias	0.74
2020-06-01	Trinidad y Tobago	América	casos_media_movil_7dias	0.1
2020-06-01	Trinidad y Tobago	América	ia_7dias	0.07
2020-06-01	Túnez	África	casos_media_movil_7dias	3.7
2020-06-01	Túnez	África	ia_7dias	0.22
2020-06-01	Turquía	Asia	casos_media_movil_7dias	1016.4
2020-06-01	Turquía	Asia	ia_7dias	8.44
2020-06-01	Uganda	África	casos_media_movil_7dias	35.1
2020-06-01	Uganda	África	ia_7dias	0.54
2020-06-01	Ucrania	Europa	casos_media_movil_7dias	383.7
2020-06-01	Ucrania	Europa	ia_7dias	6.14
2020-06-01	Emiratos Árabes Unidos	Asia	casos_media_movil_7dias	724.6
2020-06-01	Emiratos Árabes Unidos	Asia	ia_7dias	51.28
2020-06-01	Reino Unido	Europa	casos_media_movil_7dias	2171.9
2020-06-01	Reino Unido	Europa	ia_7dias	22.39
2020-06-01	Estados Unidos	América	casos_media_movil_7dias	20993.3
2020-06-01	Estados Unidos	América	ia_7dias	44.4
2020-06-01	Uruguay	América	casos_media_movil_7dias	7.7
2020-06-01	Uruguay	América	ia_7dias	1.55
2020-06-01	Uzbekistán	Asia	casos_media_movil_7dias	71.1
2020-06-01	Uzbekistán	Asia	ia_7dias	1.49
2020-06-01	Venezuela	América	casos_media_movil_7dias	55.6
2020-06-01	Venezuela	América	ia_7dias	1.37
2020-06-01	Vietnam	Asia	casos_media_movil_7dias	0.4
2020-06-01	Vietnam	Asia	ia_7dias	0
2020-06-01	Yemen	Asia	casos_media_movil_7dias	14.4
2020-06-01	Yemen	Asia	ia_7dias	0.34
2020-06-01	Zambia	África	casos_media_movil_7dias	19.6
2020-06-01	Zambia	África	ia_7dias	0.75
2020-06-01	Zimbabue	África	casos_media_movil_7dias	17.4
2020-06-01	Zimbabue	África	ia_7dias	0.82
2020-06-02	Afganistán	Asia	casos_media_movil_7dias	653.9
2020-06-02	Afganistán	Asia	ia_7dias	11.76
2020-06-02	Albania	Europa	casos_media_movil_7dias	19.9
2020-06-02	Albania	Europa	ia_7dias	4.83
2020-06-02	Argelia	África	casos_media_movil_7dias	144.3
2020-06-02	Argelia	África	ia_7dias	2.3
2020-06-02	Angola	África	casos_media_movil_7dias	2.4
2020-06-02	Angola	África	ia_7dias	0.05
2020-06-02	Argentina	América	casos_media_movil_7dias	683.9
2020-06-02	Argentina	América	ia_7dias	10.59
2020-06-02	Armenia	Asia	casos_media_movil_7dias	339.9
2020-06-02	Armenia	Asia	ia_7dias	80.28
2020-06-02	Australia	Oceanía	casos_media_movil_7dias	12.3
2020-06-02	Australia	Oceanía	ia_7dias	0.34
2020-06-02	Austria	Europa	casos_media_movil_7dias	29.1
2020-06-02	Austria	Europa	ia_7dias	2.27
2020-06-02	Azerbaiyán	Asia	casos_media_movil_7dias	198.7
2020-06-02	Azerbaiyán	Asia	ia_7dias	13.72
2020-06-02	Bahrein	Asia	casos_media_movil_7dias	376.1
2020-06-02	Bahrein	Asia	ia_7dias	154.74
2020-06-02	Bangladesh	Asia	casos_media_movil_7dias	1992.7
2020-06-02	Bangladesh	Asia	ia_7dias	8.47
2020-06-02	Bielorrusia	Europa	casos_media_movil_7dias	894.1
2020-06-02	Bielorrusia	Europa	ia_7dias	66.24
2020-06-02	Bélgica	Europa	casos_media_movil_7dias	123.9
2020-06-02	Bélgica	Europa	ia_7dias	7.48
2020-06-02	Benín	África	casos_media_movil_7dias	7.4
2020-06-02	Benín	África	ia_7dias	0.43
2020-06-02	Bolivia	América	casos_media_movil_7dias	553
2020-06-02	Bolivia	América	ia_7dias	33.16
2020-06-02	Bosnia-Herzegovina	Europa	casos_media_movil_7dias	16.9
2020-06-02	Bosnia-Herzegovina	Europa	ia_7dias	3.6
2020-06-02	Botsuana	África	casos_media_movil_7dias	0.4
2020-06-02	Botsuana	África	ia_7dias	0.13
2020-06-02	Brasil	América	casos_media_movil_7dias	21649.9
2020-06-02	Brasil	América	ia_7dias	71.3
2020-06-02	Bulgaria	Europa	casos_media_movil_7dias	11.4
2020-06-02	Bulgaria	Europa	ia_7dias	1.15
2020-06-02	Burkina Faso	África	casos_media_movil_7dias	5.7
2020-06-02	Burkina Faso	África	ia_7dias	0.19
2020-06-02	Burundi	África	casos_media_movil_7dias	3
2020-06-02	Burundi	África	ia_7dias	0.18
2020-06-02	Camboya	Asia	casos_media_movil_7dias	0.1
2020-06-02	Camboya	Asia	ia_7dias	0.01
2020-06-02	Camerún	África	casos_media_movil_7dias	193.3
2020-06-02	Camerún	África	ia_7dias	5.1
2020-06-02	Canadá	América	casos_media_movil_7dias	856.3
2020-06-02	Canadá	América	ia_7dias	15.88
2020-06-02	República Centroafricana	África	casos_media_movil_7dias	59.6
2020-06-02	República Centroafricana	África	ia_7dias	8.63
2020-06-02	Chad	África	casos_media_movil_7dias	14.7
2020-06-02	Chad	África	ia_7dias	0.63
2020-06-02	Chile	América	casos_media_movil_7dias	4451.7
2020-06-02	Chile	América	ia_7dias	163.01
2020-06-02	China	Asia	casos_media_movil_7dias	7.4
2020-06-02	China	Asia	ia_7dias	0
2020-06-02	Colombia	América	casos_media_movil_7dias	1216
2020-06-02	Colombia	América	ia_7dias	16.73
2020-06-02	Congo (Brazzaville)	África	casos_media_movil_7dias	11.4
2020-06-02	Congo (Brazzaville)	África	ia_7dias	1.45
2020-06-02	Congo (Brazzaville)	África	casos_media_movil_7dias	11.4
2020-06-02	Congo (Brazzaville)	África	ia_7dias	1.45
2020-06-02	Costa Rica	América	casos_media_movil_7dias	19
2020-06-02	Costa Rica	América	ia_7dias	2.61
2020-06-02	Costa de Marfil	África	casos_media_movil_7dias	75.4
2020-06-02	Costa de Marfil	África	ia_7dias	2
2020-06-02	Croacia	Europa	casos_media_movil_7dias	0.3
2020-06-02	Croacia	Europa	ia_7dias	0.05
2020-06-02	Cuba	América	casos_media_movil_7dias	19.4
2020-06-02	Cuba	América	ia_7dias	1.2
2020-06-02	República Checa	Europa	casos_media_movil_7dias	42.6
2020-06-02	República Checa	Europa	ia_7dias	2.78
2020-06-02	Congo (Kinshasa)	África	casos_media_movil_7dias	128.1
2020-06-02	Congo (Kinshasa)	África	ia_7dias	1
2020-06-02	Dinamarca	Europa	casos_media_movil_7dias	44.6
2020-06-02	Dinamarca	Europa	ia_7dias	5.39
2020-06-02	República Dominicana	América	casos_media_movil_7dias	357
2020-06-02	República Dominicana	América	ia_7dias	23.04
2020-06-02	Ecuador	América	casos_media_movil_7dias	377
2020-06-02	Ecuador	América	ia_7dias	14.96
2020-06-02	Egipto	África	casos_media_movil_7dias	1202.4
2020-06-02	Egipto	África	ia_7dias	8.22
2020-06-02	El Salvador	América	casos_media_movil_7dias	85.6
2020-06-02	El Salvador	América	ia_7dias	9.23
2020-06-02	Guinea Ecuatorial	África	casos_media_movil_7dias	37.6
2020-06-02	Guinea Ecuatorial	África	ia_7dias	18.75
2020-06-02	Eritrea	África	casos_media_movil_7dias	0
2020-06-02	Eritrea	África	ia_7dias	0
2020-06-02	Estonia	Europa	casos_media_movil_7dias	6.6
2020-06-02	Estonia	Europa	ia_7dias	3.47
2020-06-02	Etiopía	África	casos_media_movil_7dias	86
2020-06-02	Etiopía	África	ia_7dias	0.52
2020-06-02	Finlandia	Europa	casos_media_movil_7dias	40.9
2020-06-02	Finlandia	Europa	ia_7dias	5.16
2020-06-02	Francia	Europa	casos_media_movil_7dias	973.1
2020-06-02	Francia	Europa	ia_7dias	10.44
2020-06-02	Gabón	África	casos_media_movil_7dias	74.3
2020-06-02	Gabón	África	ia_7dias	23.36
2020-06-02	Gambia	África	casos_media_movil_7dias	0
2020-06-02	Gambia	África	ia_7dias	0
2020-06-02	Georgia	Asia	casos_media_movil_7dias	9.3
2020-06-02	Georgia	Asia	ia_7dias	1.63
2020-06-02	Alemania	Europa	casos_media_movil_7dias	432.3
2020-06-02	Alemania	Europa	ia_7dias	3.61
2020-06-02	Ghana	África	casos_media_movil_7dias	180.3
2020-06-02	Ghana	África	ia_7dias	4.06
2020-06-02	Grecia	Europa	casos_media_movil_7dias	5
2020-06-02	Grecia	Europa	ia_7dias	0.34
2020-06-02	Guatemala	América	casos_media_movil_7dias	225.1
2020-06-02	Guatemala	América	ia_7dias	8.8
2020-06-02	Guinea	África	casos_media_movil_7dias	81.3
2020-06-02	Guinea	África	ia_7dias	4.33
2020-06-02	Guinea-Bisáu	África	casos_media_movil_7dias	23.7
2020-06-02	Guinea-Bisáu	África	ia_7dias	8.43
2020-06-02	Haití	América	casos_media_movil_7dias	166.1
2020-06-02	Haití	América	ia_7dias	10.2
2020-06-02	Honduras	América	casos_media_movil_7dias	167.6
2020-06-02	Honduras	América	ia_7dias	11.84
2020-06-02	Hungría	Europa	casos_media_movil_7dias	21.4
2020-06-02	Hungría	Europa	ia_7dias	1.55
2020-06-02	India	Asia	casos_media_movil_7dias	7618
2020-06-02	India	Asia	ia_7dias	3.86
2020-06-02	Indonesia	Asia	casos_media_movil_7dias	598.6
2020-06-02	Indonesia	Asia	ia_7dias	1.53
2020-06-02	Irán	Asia	casos_media_movil_7dias	2388.7
2020-06-02	Irán	Asia	ia_7dias	19.91
2020-06-02	Irak	Asia	casos_media_movil_7dias	319.4
2020-06-02	Irak	Asia	ia_7dias	5.56
2020-06-02	Irlanda	Europa	casos_media_movil_7dias	52
2020-06-02	Irlanda	Europa	ia_7dias	7.37
2020-06-02	Israel	Asia	casos_media_movil_7dias	69.3
2020-06-02	Israel	Asia	ia_7dias	5.6
2020-06-02	Italia	Europa	casos_media_movil_7dias	434.1
2020-06-02	Italia	Europa	ia_7dias	5.03
2020-06-02	Jamaica	América	casos_media_movil_7dias	4.6
2020-06-02	Jamaica	América	ia_7dias	1.08
2020-06-02	Japón	Asia	casos_media_movil_7dias	43.9
2020-06-02	Japón	Asia	ia_7dias	0.24
2020-06-02	Jordania	Asia	casos_media_movil_7dias	5
2020-06-02	Jordania	Asia	ia_7dias	0.34
2020-06-02	Kazajistán	Asia	casos_media_movil_7dias	371.7
2020-06-02	Kazajistán	Asia	ia_7dias	13.86
2020-06-02	Kenia	África	casos_media_movil_7dias	105
2020-06-02	Kenia	África	ia_7dias	1.37
2020-06-02	Kosovo	Europa	casos_media_movil_7dias	10.3
2020-06-02	Kosovo	Europa	ia_7dias	3.73
2020-06-02	Kuwait	Asia	casos_media_movil_7dias	827.9
2020-06-02	Kuwait	Asia	ia_7dias	135.7
2020-06-02	Kirguistán	Asia	casos_media_movil_7dias	53.9
2020-06-02	Kirguistán	Asia	ia_7dias	5.78
2020-06-02	Laos	Asia	casos_media_movil_7dias	0
2020-06-02	Laos	Asia	ia_7dias	0
2020-06-02	Letonia	Europa	casos_media_movil_7dias	3.1
2020-06-02	Letonia	Europa	ia_7dias	1.17
2020-06-02	Líbano	Asia	casos_media_movil_7dias	16.3
2020-06-02	Líbano	Asia	ia_7dias	1.67
2020-06-02	Liberia	África	casos_media_movil_7dias	4.4
2020-06-02	Liberia	África	ia_7dias	0.61
2020-06-02	Libia	África	casos_media_movil_7dias	13.3
2020-06-02	Libia	África	ia_7dias	1.35
2020-06-02	Lituania	Europa	casos_media_movil_7dias	6.1
2020-06-02	Lituania	Europa	ia_7dias	1.58
2020-06-02	Macedonia del Norte	Europa	casos_media_movil_7dias	45.1
2020-06-02	Macedonia del Norte	Europa	ia_7dias	15.17
2020-06-02	Madagascar	África	casos_media_movil_7dias	40.6
2020-06-02	Madagascar	África	ia_7dias	1.03
