fecha	idpro	provincia	indicador	valor
2020-03-04	SE	Sevilla	pcr_diario	4
2020-03-04	SE	Sevilla	pcr_media_movil_7dias	3.9
2020-03-04	SE	Sevilla	ia_7dias	1.38
2020-03-04	SG	Segovia	pcr_diario	5
2020-03-04	SG	Segovia	pcr_media_movil_7dias	2.4
2020-03-04	SG	Segovia	ia_7dias	11.02
2020-03-04	SO	Soria	pcr_diario	5
2020-03-04	SO	Soria	pcr_media_movil_7dias	1.4
2020-03-04	SO	Soria	ia_7dias	11.12
2020-03-04	SS	Gipuzkoa	pcr_diario	3
2020-03-04	SS	Gipuzkoa	pcr_media_movil_7dias	1.9
2020-03-04	SS	Gipuzkoa	ia_7dias	1.81
2020-03-04	T	Tarragona	pcr_diario	3
2020-03-04	T	Tarragona	pcr_media_movil_7dias	1
2020-03-04	T	Tarragona	ia_7dias	0.86
2020-03-04	TE	Teruel	pcr_diario	0
2020-03-04	TE	Teruel	pcr_media_movil_7dias	0.3
2020-03-04	TE	Teruel	ia_7dias	1.5
2020-03-04	TF	Santa Cruz de Tenerife	pcr_diario	11
2020-03-04	TF	Santa Cruz de Tenerife	pcr_media_movil_7dias	6
2020-03-04	TF	Santa Cruz de Tenerife	ia_7dias	3.87
2020-03-04	TO	Toledo	pcr_diario	7
2020-03-04	TO	Toledo	pcr_media_movil_7dias	2.9
2020-03-04	TO	Toledo	ia_7dias	2.86
2020-03-04	V	Valencia	pcr_diario	18
2020-03-04	V	Valencia	pcr_media_movil_7dias	13.7
2020-03-04	V	Valencia	ia_7dias	3.74
2020-03-04	VA	Valladolid	pcr_diario	8
2020-03-04	VA	Valladolid	pcr_media_movil_7dias	3.7
2020-03-04	VA	Valladolid	ia_7dias	4.99
2020-03-04	VI	Álava	pcr_diario	48
2020-03-04	VI	Álava	pcr_media_movil_7dias	28.4
2020-03-04	VI	Álava	ia_7dias	60.33
2020-03-04	Z	Zaragoza	pcr_diario	14
2020-03-04	Z	Zaragoza	pcr_media_movil_7dias	6.4
2020-03-04	Z	Zaragoza	ia_7dias	4.61
2020-03-04	ZA	Zamora	pcr_diario	1
2020-03-04	ZA	Zamora	pcr_media_movil_7dias	1
2020-03-04	ZA	Zamora	ia_7dias	4.08
2020-03-05	A	Alicante	pcr_diario	20
2020-03-05	A	Alicante	pcr_media_movil_7dias	12.1
2020-03-05	A	Alicante	ia_7dias	4.51
2020-03-05	AB	Albacete	pcr_diario	5
2020-03-05	AB	Albacete	pcr_media_movil_7dias	2.3
2020-03-05	AB	Albacete	ia_7dias	4.1
2020-03-05	AL	Almería	pcr_diario	1
2020-03-05	AL	Almería	pcr_media_movil_7dias	0.4
2020-03-05	AL	Almería	ia_7dias	0.42
2020-03-05	AV	Ávila	pcr_diario	4
2020-03-05	AV	Ávila	pcr_media_movil_7dias	1.4
2020-03-05	AV	Ávila	ia_7dias	6.29
2020-03-05	B	Barcelona	pcr_diario	139
2020-03-05	B	Barcelona	pcr_media_movil_7dias	68.6
2020-03-05	B	Barcelona	ia_7dias	8.52
2020-03-05	BA	Badajoz	pcr_diario	0
2020-03-05	BA	Badajoz	pcr_media_movil_7dias	0.9
2020-03-05	BA	Badajoz	ia_7dias	0.89
2020-03-05	BI	Bizkaia	pcr_diario	26
2020-03-05	BI	Bizkaia	pcr_media_movil_7dias	15
2020-03-05	BI	Bizkaia	ia_7dias	9.19
2020-03-05	BU	Burgos	pcr_diario	14
2020-03-05	BU	Burgos	pcr_media_movil_7dias	7.9
2020-03-05	BU	Burgos	ia_7dias	15.46
2020-03-05	C	A Coruña	pcr_diario	7
2020-03-05	C	A Coruña	pcr_media_movil_7dias	4.7
2020-03-05	C	A Coruña	ia_7dias	2.94
2020-03-05	CA	Cádiz	pcr_diario	1
2020-03-05	CA	Cádiz	pcr_media_movil_7dias	1.9
2020-03-05	CA	Cádiz	ia_7dias	1.04
2020-03-05	CC	Cáceres	pcr_diario	5
2020-03-05	CC	Cáceres	pcr_media_movil_7dias	3.4
2020-03-05	CC	Cáceres	ia_7dias	6.14
2020-03-05	CE	Ceuta	pcr_diario	0
2020-03-05	CE	Ceuta	pcr_media_movil_7dias	0
2020-03-05	CE	Ceuta	ia_7dias	0
2020-03-05	CO	Córdoba	pcr_diario	7
2020-03-05	CO	Córdoba	pcr_media_movil_7dias	1.7
2020-03-05	CO	Córdoba	ia_7dias	1.53
2020-03-05	CR	Ciudad Real	pcr_diario	6
2020-03-05	CR	Ciudad Real	pcr_media_movil_7dias	5.3
2020-03-05	CR	Ciudad Real	ia_7dias	7.49
2020-03-05	CS	Castellón	pcr_diario	4
2020-03-05	CS	Castellón	pcr_media_movil_7dias	2.7
2020-03-05	CS	Castellón	ia_7dias	3.3
2020-03-05	CU	Cuenca	pcr_diario	3
2020-03-05	CU	Cuenca	pcr_media_movil_7dias	1.1
2020-03-05	CU	Cuenca	ia_7dias	4
2020-03-05	ES	España	pcr_diario	1170
2020-03-05	ES	España	pcr_media_movil_7dias	660.9
2020-03-05	ES	España	ia_7dias	9.77
2020-03-05	GC	Las Palmas	pcr_diario	1
2020-03-05	GC	Las Palmas	pcr_media_movil_7dias	1.9
2020-03-05	GC	Las Palmas	ia_7dias	1.13
2020-03-05	GI	Girona	pcr_diario	6
2020-03-05	GI	Girona	pcr_media_movil_7dias	4.7
2020-03-05	GI	Girona	ia_7dias	4.3
2020-03-05	GR	Granada	pcr_diario	4
2020-03-05	GR	Granada	pcr_media_movil_7dias	2.3
2020-03-05	GR	Granada	ia_7dias	1.73
2020-03-05	GU	Guadalajara	pcr_diario	1
2020-03-05	GU	Guadalajara	pcr_media_movil_7dias	0.9
2020-03-05	GU	Guadalajara	ia_7dias	2.29
2020-03-05	H	Huelva	pcr_diario	1
2020-03-05	H	Huelva	pcr_media_movil_7dias	0.4
2020-03-05	H	Huelva	ia_7dias	0.57
2020-03-05	HU	Huesca	pcr_diario	0
2020-03-05	HU	Huesca	pcr_media_movil_7dias	0.9
2020-03-05	HU	Huesca	ia_7dias	2.72
2020-03-05	J	Jaén	pcr_diario	8
2020-03-05	J	Jaén	pcr_media_movil_7dias	3.9
2020-03-05	J	Jaén	ia_7dias	4.29
2020-03-05	L	Lleida	pcr_diario	3
2020-03-05	L	Lleida	pcr_media_movil_7dias	2.3
2020-03-05	L	Lleida	ia_7dias	3.67
2020-03-05	LE	León	pcr_diario	6
2020-03-05	LE	León	pcr_media_movil_7dias	3.3
2020-03-05	LE	León	ia_7dias	5.01
2020-03-05	LO	La Rioja	pcr_diario	27
2020-03-05	LO	La Rioja	pcr_media_movil_7dias	21.9
2020-03-05	LO	La Rioja	ia_7dias	48.43
2020-03-05	LU	Lugo	pcr_diario	0
2020-03-05	LU	Lugo	pcr_media_movil_7dias	0.9
2020-03-05	LU	Lugo	ia_7dias	1.83
2020-03-05	M	Madrid	pcr_diario	651
2020-03-05	M	Madrid	pcr_media_movil_7dias	355
2020-03-05	M	Madrid	ia_7dias	36.83
2020-03-05	MA	Málaga	pcr_diario	23
2020-03-05	MA	Málaga	pcr_media_movil_7dias	12.3
2020-03-05	MA	Málaga	ia_7dias	5.11
2020-03-05	ME	Melilla	pcr_diario	1
2020-03-05	ME	Melilla	pcr_media_movil_7dias	0.1
2020-03-05	ME	Melilla	ia_7dias	1.18
2020-03-05	MU	Murcia	pcr_diario	10
2020-03-05	MU	Murcia	pcr_media_movil_7dias	4.4
2020-03-05	MU	Murcia	ia_7dias	2.06
2020-03-05	"NA"	Navarra	pcr_diario	19
2020-03-05	"NA"	Navarra	pcr_media_movil_7dias	10.9
2020-03-05	"NA"	Navarra	ia_7dias	11.58
2020-03-05	O	Asturias	pcr_diario	5
2020-03-05	O	Asturias	pcr_media_movil_7dias	2.4
2020-03-05	O	Asturias	ia_7dias	1.67
2020-03-05	OR	Ourense	pcr_diario	5
2020-03-05	OR	Ourense	pcr_media_movil_7dias	2.4
2020-03-05	OR	Ourense	ia_7dias	5.54
2020-03-05	P	Palencia	pcr_diario	0
2020-03-05	P	Palencia	pcr_media_movil_7dias	1
2020-03-05	P	Palencia	ia_7dias	4.38
2020-03-05	PM	Baleares	pcr_diario	12
2020-03-05	PM	Baleares	pcr_media_movil_7dias	5.3
2020-03-05	PM	Baleares	ia_7dias	3.06
2020-03-05	PO	Pontevedra	pcr_diario	6
2020-03-05	PO	Pontevedra	pcr_media_movil_7dias	3.1
2020-03-05	PO	Pontevedra	ia_7dias	2.33
2020-03-05	S	Cantabria	pcr_diario	0
2020-03-05	S	Cantabria	pcr_media_movil_7dias	0.3
2020-03-05	S	Cantabria	ia_7dias	0.34
2020-03-05	SA	Salamanca	pcr_diario	4
2020-03-05	SA	Salamanca	pcr_media_movil_7dias	2.3
2020-03-05	SA	Salamanca	ia_7dias	4.83
2020-03-05	SE	Sevilla	pcr_diario	10
2020-03-05	SE	Sevilla	pcr_media_movil_7dias	4.7
2020-03-05	SE	Sevilla	ia_7dias	1.69
2020-03-05	SG	Segovia	pcr_diario	3
2020-03-05	SG	Segovia	pcr_media_movil_7dias	2.9
2020-03-05	SG	Segovia	ia_7dias	12.97
2020-03-05	SO	Soria	pcr_diario	4
2020-03-05	SO	Soria	pcr_media_movil_7dias	1.9
2020-03-05	SO	Soria	ia_7dias	14.46
2020-03-05	SS	Gipuzkoa	pcr_diario	6
2020-03-05	SS	Gipuzkoa	pcr_media_movil_7dias	2.7
2020-03-05	SS	Gipuzkoa	ia_7dias	2.65
2020-03-05	T	Tarragona	pcr_diario	7
2020-03-05	T	Tarragona	pcr_media_movil_7dias	2
2020-03-05	T	Tarragona	ia_7dias	1.72
2020-03-05	TE	Teruel	pcr_diario	1
2020-03-05	TE	Teruel	pcr_media_movil_7dias	0.4
2020-03-05	TE	Teruel	ia_7dias	2.25
2020-03-05	TF	Santa Cruz de Tenerife	pcr_diario	14
2020-03-05	TF	Santa Cruz de Tenerife	pcr_media_movil_7dias	7.9
2020-03-05	TF	Santa Cruz de Tenerife	ia_7dias	5.06
2020-03-05	TO	Toledo	pcr_diario	5
2020-03-05	TO	Toledo	pcr_media_movil_7dias	3.6
2020-03-05	TO	Toledo	ia_7dias	3.58
2020-03-05	V	Valencia	pcr_diario	21
2020-03-05	V	Valencia	pcr_media_movil_7dias	15.3
2020-03-05	V	Valencia	ia_7dias	4.17
2020-03-05	VA	Valladolid	pcr_diario	8
2020-03-05	VA	Valladolid	pcr_media_movil_7dias	4.7
2020-03-05	VA	Valladolid	ia_7dias	6.34
2020-03-05	VI	Álava	pcr_diario	43
2020-03-05	VI	Álava	pcr_media_movil_7dias	33.4
2020-03-05	VI	Álava	ia_7dias	70.94
2020-03-05	Z	Zaragoza	pcr_diario	10
2020-03-05	Z	Zaragoza	pcr_media_movil_7dias	7.9
2020-03-05	Z	Zaragoza	ia_7dias	5.63
2020-03-05	ZA	Zamora	pcr_diario	3
2020-03-05	ZA	Zamora	pcr_media_movil_7dias	1.4
2020-03-05	ZA	Zamora	ia_7dias	5.83
2020-03-06	A	Alicante	pcr_diario	24
2020-03-06	A	Alicante	pcr_media_movil_7dias	14.7
2020-03-06	A	Alicante	ia_7dias	5.46
2020-03-06	AB	Albacete	pcr_diario	5
2020-03-06	AB	Albacete	pcr_media_movil_7dias	2.7
2020-03-06	AB	Albacete	ia_7dias	4.87
2020-03-06	AL	Almería	pcr_diario	2
2020-03-06	AL	Almería	pcr_media_movil_7dias	0.7
2020-03-06	AL	Almería	ia_7dias	0.7
2020-03-06	AV	Ávila	pcr_diario	4
2020-03-06	AV	Ávila	pcr_media_movil_7dias	2
2020-03-06	AV	Ávila	ia_7dias	8.81
2020-03-06	B	Barcelona	pcr_diario	211
2020-03-06	B	Barcelona	pcr_media_movil_7dias	95.1
2020-03-06	B	Barcelona	ia_7dias	11.82
2020-03-06	BA	Badajoz	pcr_diario	4
2020-03-06	BA	Badajoz	pcr_media_movil_7dias	1.1
2020-03-06	BA	Badajoz	ia_7dias	1.19
2020-03-06	BI	Bizkaia	pcr_diario	22
2020-03-06	BI	Bizkaia	pcr_media_movil_7dias	17.3
2020-03-06	BI	Bizkaia	ia_7dias	10.59
2020-03-06	BU	Burgos	pcr_diario	14
2020-03-06	BU	Burgos	pcr_media_movil_7dias	9.3
2020-03-06	BU	Burgos	ia_7dias	18.27
2020-03-06	C	A Coruña	pcr_diario	15
2020-03-06	C	A Coruña	pcr_media_movil_7dias	6.4
2020-03-06	C	A Coruña	ia_7dias	4.01
2020-03-06	CA	Cádiz	pcr_diario	2
2020-03-06	CA	Cádiz	pcr_media_movil_7dias	2.1
2020-03-06	CA	Cádiz	ia_7dias	1.2
2020-03-06	CC	Cáceres	pcr_diario	7
2020-03-06	CC	Cáceres	pcr_media_movil_7dias	4.1
2020-03-06	CC	Cáceres	ia_7dias	7.42
2020-03-06	CE	Ceuta	pcr_diario	0
2020-03-06	CE	Ceuta	pcr_media_movil_7dias	0
2020-03-06	CE	Ceuta	ia_7dias	0
2020-03-06	CO	Córdoba	pcr_diario	2
2020-03-06	CO	Córdoba	pcr_media_movil_7dias	2
2020-03-06	CO	Córdoba	ia_7dias	1.79
2020-03-06	CR	Ciudad Real	pcr_diario	6
2020-03-06	CR	Ciudad Real	pcr_media_movil_7dias	5.9
2020-03-06	CR	Ciudad Real	ia_7dias	8.3
2020-03-06	CS	Castellón	pcr_diario	4
2020-03-06	CS	Castellón	pcr_media_movil_7dias	3
2020-03-06	CS	Castellón	ia_7dias	3.65
2020-03-06	CU	Cuenca	pcr_diario	1
2020-03-06	CU	Cuenca	pcr_media_movil_7dias	1.3
2020-03-06	CU	Cuenca	ia_7dias	4.5
2020-03-06	ES	España	pcr_diario	1493
2020-03-06	ES	España	pcr_media_movil_7dias	831.9
2020-03-06	ES	España	ia_7dias	12.3
2020-03-06	GC	Las Palmas	pcr_diario	3
2020-03-06	GC	Las Palmas	pcr_media_movil_7dias	2.1
2020-03-06	GC	Las Palmas	ia_7dias	1.3
2020-03-06	GI	Girona	pcr_diario	14
2020-03-06	GI	Girona	pcr_media_movil_7dias	6.3
2020-03-06	GI	Girona	ia_7dias	5.74
2020-03-06	GR	Granada	pcr_diario	6
2020-03-06	GR	Granada	pcr_media_movil_7dias	3.1
2020-03-06	GR	Granada	ia_7dias	2.38
2020-03-06	GU	Guadalajara	pcr_diario	4
2020-03-06	GU	Guadalajara	pcr_media_movil_7dias	1.4
2020-03-06	GU	Guadalajara	ia_7dias	3.81
2020-03-06	H	Huelva	pcr_diario	2
2020-03-06	H	Huelva	pcr_media_movil_7dias	0.7
2020-03-06	H	Huelva	ia_7dias	0.95
2020-03-06	HU	Huesca	pcr_diario	1
2020-03-06	HU	Huesca	pcr_media_movil_7dias	1
2020-03-06	HU	Huesca	ia_7dias	3.17
2020-03-06	J	Jaén	pcr_diario	10
2020-03-06	J	Jaén	pcr_media_movil_7dias	5.3
2020-03-06	J	Jaén	ia_7dias	5.88
2020-03-06	L	Lleida	pcr_diario	6
2020-03-06	L	Lleida	pcr_media_movil_7dias	3.1
2020-03-06	L	Lleida	ia_7dias	5.05
2020-03-06	LE	León	pcr_diario	4
2020-03-06	LE	León	pcr_media_movil_7dias	3.7
2020-03-06	LE	León	ia_7dias	5.66
2020-03-06	LO	La Rioja	pcr_diario	44
2020-03-06	LO	La Rioja	pcr_media_movil_7dias	26.7
2020-03-06	LO	La Rioja	ia_7dias	59.19
2020-03-06	LU	Lugo	pcr_diario	2
2020-03-06	LU	Lugo	pcr_media_movil_7dias	1
2020-03-06	LU	Lugo	ia_7dias	2.13
2020-03-06	M	Madrid	pcr_diario	790
2020-03-06	M	Madrid	pcr_media_movil_7dias	444.9
2020-03-06	M	Madrid	ia_7dias	46.15
2020-03-06	MA	Málaga	pcr_diario	38
2020-03-06	MA	Málaga	pcr_media_movil_7dias	17.1
2020-03-06	MA	Málaga	ia_7dias	7.13
2020-03-06	ME	Melilla	pcr_diario	1
2020-03-06	ME	Melilla	pcr_media_movil_7dias	0.3
2020-03-06	ME	Melilla	ia_7dias	2.37
2020-03-06	MU	Murcia	pcr_diario	10
2020-03-06	MU	Murcia	pcr_media_movil_7dias	5.7
2020-03-06	MU	Murcia	ia_7dias	2.66
2020-03-06	"NA"	Navarra	pcr_diario	19
2020-03-06	"NA"	Navarra	pcr_media_movil_7dias	13.3
2020-03-06	"NA"	Navarra	ia_7dias	14.17
2020-03-06	O	Asturias	pcr_diario	12
2020-03-06	O	Asturias	pcr_media_movil_7dias	4
2020-03-06	O	Asturias	ia_7dias	2.75
2020-03-06	OR	Ourense	pcr_diario	4
2020-03-06	OR	Ourense	pcr_media_movil_7dias	2.7
2020-03-06	OR	Ourense	ia_7dias	6.19
2020-03-06	P	Palencia	pcr_diario	0
2020-03-06	P	Palencia	pcr_media_movil_7dias	1
2020-03-06	P	Palencia	ia_7dias	4.38
2020-03-06	PM	Baleares	pcr_diario	10
2020-03-06	PM	Baleares	pcr_media_movil_7dias	6.6
2020-03-06	PM	Baleares	ia_7dias	3.8
2020-03-06	PO	Pontevedra	pcr_diario	3
2020-03-06	PO	Pontevedra	pcr_media_movil_7dias	3.6
2020-03-06	PO	Pontevedra	ia_7dias	2.65
2020-03-06	S	Cantabria	pcr_diario	9
2020-03-06	S	Cantabria	pcr_media_movil_7dias	1.6
2020-03-06	S	Cantabria	ia_7dias	1.89
2020-03-06	SA	Salamanca	pcr_diario	7
2020-03-06	SA	Salamanca	pcr_media_movil_7dias	3.1
2020-03-06	SA	Salamanca	ia_7dias	6.65
2020-03-06	SE	Sevilla	pcr_diario	4
2020-03-06	SE	Sevilla	pcr_media_movil_7dias	4.9
2020-03-06	SE	Sevilla	ia_7dias	1.74
2020-03-06	SG	Segovia	pcr_diario	4
2020-03-06	SG	Segovia	pcr_media_movil_7dias	3.4
2020-03-06	SG	Segovia	ia_7dias	15.56
2020-03-06	SO	Soria	pcr_diario	5
2020-03-06	SO	Soria	pcr_media_movil_7dias	2.6
2020-03-06	SO	Soria	ia_7dias	20.02
2020-03-06	SS	Gipuzkoa	pcr_diario	5
2020-03-06	SS	Gipuzkoa	pcr_media_movil_7dias	3.4
2020-03-06	SS	Gipuzkoa	ia_7dias	3.35
2020-03-06	T	Tarragona	pcr_diario	7
2020-03-06	T	Tarragona	pcr_media_movil_7dias	3
2020-03-06	T	Tarragona	ia_7dias	2.58
2020-03-06	TE	Teruel	pcr_diario	1
2020-03-06	TE	Teruel	pcr_media_movil_7dias	0.6
2020-03-06	TE	Teruel	ia_7dias	3
2020-03-06	TF	Santa Cruz de Tenerife	pcr_diario	20
2020-03-06	TF	Santa Cruz de Tenerife	pcr_media_movil_7dias	9.9
2020-03-06	TF	Santa Cruz de Tenerife	ia_7dias	6.35
2020-03-06	TO	Toledo	pcr_diario	10
2020-03-06	TO	Toledo	pcr_media_movil_7dias	5
2020-03-06	TO	Toledo	ia_7dias	5.01
2020-03-06	V	Valencia	pcr_diario	38
2020-03-06	V	Valencia	pcr_media_movil_7dias	18.7
2020-03-06	V	Valencia	ia_7dias	5.1
2020-03-06	VA	Valladolid	pcr_diario	7
2020-03-06	VA	Valladolid	pcr_media_movil_7dias	5.6
2020-03-06	VA	Valladolid	ia_7dias	7.49
2020-03-06	VI	Álava	pcr_diario	53
2020-03-06	VI	Álava	pcr_media_movil_7dias	37.4
2020-03-06	VI	Álava	ia_7dias	79.43
2020-03-06	Z	Zaragoza	pcr_diario	13
2020-03-06	Z	Zaragoza	pcr_media_movil_7dias	9.3
2020-03-06	Z	Zaragoza	ia_7dias	6.66
2020-03-06	ZA	Zamora	pcr_diario	4
2020-03-06	ZA	Zamora	pcr_media_movil_7dias	1.9
2020-03-06	ZA	Zamora	ia_7dias	7.57
2020-03-07	A	Alicante	pcr_diario	18
2020-03-07	A	Alicante	pcr_media_movil_7dias	16.1
2020-03-07	A	Alicante	ia_7dias	5.99
2020-03-07	AB	Albacete	pcr_diario	6
2020-03-07	AB	Albacete	pcr_media_movil_7dias	3.4
2020-03-07	AB	Albacete	ia_7dias	6.16
2020-03-07	AL	Almería	pcr_diario	1
2020-03-07	AL	Almería	pcr_media_movil_7dias	0.9
2020-03-07	AL	Almería	ia_7dias	0.84
2020-03-07	AV	Ávila	pcr_diario	2
2020-03-07	AV	Ávila	pcr_media_movil_7dias	2.3
2020-03-07	AV	Ávila	ia_7dias	10.07
2020-03-07	B	Barcelona	pcr_diario	230
2020-03-07	B	Barcelona	pcr_media_movil_7dias	125.4
2020-03-07	B	Barcelona	ia_7dias	15.58
2020-03-07	BA	Badajoz	pcr_diario	2
2020-03-07	BA	Badajoz	pcr_media_movil_7dias	1.1
2020-03-07	BA	Badajoz	ia_7dias	1.19
2020-03-07	BI	Bizkaia	pcr_diario	18
2020-03-07	BI	Bizkaia	pcr_media_movil_7dias	18.9
2020-03-07	BI	Bizkaia	ia_7dias	11.55
2020-03-07	BU	Burgos	pcr_diario	16
2020-03-07	BU	Burgos	pcr_media_movil_7dias	10.9
2020-03-07	BU	Burgos	ia_7dias	21.36
2020-03-07	C	A Coruña	pcr_diario	15
2020-03-07	C	A Coruña	pcr_media_movil_7dias	8.6
2020-03-07	C	A Coruña	ia_7dias	5.34
2020-03-07	CA	Cádiz	pcr_diario	3
2020-03-07	CA	Cádiz	pcr_media_movil_7dias	2.4
2020-03-07	CA	Cádiz	ia_7dias	1.35
2020-03-07	CC	Cáceres	pcr_diario	10
2020-03-07	CC	Cáceres	pcr_media_movil_7dias	5.4
2020-03-07	CC	Cáceres	ia_7dias	9.72
2020-03-07	CE	Ceuta	pcr_diario	0
2020-03-07	CE	Ceuta	pcr_media_movil_7dias	0
2020-03-07	CE	Ceuta	ia_7dias	0
2020-03-07	CO	Córdoba	pcr_diario	4
2020-03-07	CO	Córdoba	pcr_media_movil_7dias	2.6
2020-03-07	CO	Córdoba	ia_7dias	2.3
2020-03-07	CR	Ciudad Real	pcr_diario	11
2020-03-07	CR	Ciudad Real	pcr_media_movil_7dias	7.3
2020-03-07	CR	Ciudad Real	ia_7dias	10.32
2020-03-07	CS	Castellón	pcr_diario	6
2020-03-07	CS	Castellón	pcr_media_movil_7dias	3.9
2020-03-07	CS	Castellón	ia_7dias	4.7
2020-03-07	CU	Cuenca	pcr_diario	2
2020-03-07	CU	Cuenca	pcr_media_movil_7dias	1.6
2020-03-07	CU	Cuenca	ia_7dias	5.5
2020-03-07	ES	España	pcr_diario	1641
2020-03-07	ES	España	pcr_media_movil_7dias	1034
2020-03-07	ES	España	ia_7dias	15.29
2020-03-07	GC	Las Palmas	pcr_diario	3
2020-03-07	GC	Las Palmas	pcr_media_movil_7dias	2.3
2020-03-07	GC	Las Palmas	ia_7dias	1.39
2020-03-07	GI	Girona	pcr_diario	12
2020-03-07	GI	Girona	pcr_media_movil_7dias	7.9
2020-03-07	GI	Girona	ia_7dias	7.17
2020-03-07	GR	Granada	pcr_diario	12
2020-03-07	GR	Granada	pcr_media_movil_7dias	4.7
2020-03-07	GR	Granada	ia_7dias	3.57
2020-03-07	GU	Guadalajara	pcr_diario	6
2020-03-07	GU	Guadalajara	pcr_media_movil_7dias	2.1
2020-03-07	GU	Guadalajara	ia_7dias	5.72
2020-03-07	H	Huelva	pcr_diario	3
2020-03-07	H	Huelva	pcr_media_movil_7dias	1.1
2020-03-07	H	Huelva	ia_7dias	1.51
2020-03-07	HU	Huesca	pcr_diario	2
2020-03-07	HU	Huesca	pcr_media_movil_7dias	1.1
2020-03-07	HU	Huesca	ia_7dias	3.63
2020-03-07	J	Jaén	pcr_diario	8
2020-03-07	J	Jaén	pcr_media_movil_7dias	6.3
2020-03-07	J	Jaén	ia_7dias	7
2020-03-07	L	Lleida	pcr_diario	9
2020-03-07	L	Lleida	pcr_media_movil_7dias	4.4
2020-03-07	L	Lleida	ia_7dias	7.12
2020-03-07	LE	León	pcr_diario	4
2020-03-07	LE	León	pcr_media_movil_7dias	4
2020-03-07	LE	León	ia_7dias	6.1
2020-03-07	LO	La Rioja	pcr_diario	39
2020-03-07	LO	La Rioja	pcr_media_movil_7dias	30.4
2020-03-07	LO	La Rioja	ia_7dias	67.42
2020-03-07	LU	Lugo	pcr_diario	3
2020-03-07	LU	Lugo	pcr_media_movil_7dias	1.4
2020-03-07	LU	Lugo	ia_7dias	3.05
2020-03-07	M	Madrid	pcr_diario	842
2020-03-07	M	Madrid	pcr_media_movil_7dias	549.9
2020-03-07	M	Madrid	ia_7dias	57.04
2020-03-07	MA	Málaga	pcr_diario	30
2020-03-07	MA	Málaga	pcr_media_movil_7dias	20.9
2020-03-07	MA	Málaga	ia_7dias	8.67
2020-03-07	ME	Melilla	pcr_diario	3
2020-03-07	ME	Melilla	pcr_media_movil_7dias	0.7
2020-03-07	ME	Melilla	ia_7dias	5.92
2020-03-07	MU	Murcia	pcr_diario	15
2020-03-07	MU	Murcia	pcr_media_movil_7dias	7.6
2020-03-07	MU	Murcia	ia_7dias	3.52
2020-03-07	"NA"	Navarra	pcr_diario	42
2020-03-07	"NA"	Navarra	pcr_media_movil_7dias	18.7
2020-03-07	"NA"	Navarra	ia_7dias	19.95
2020-03-07	O	Asturias	pcr_diario	12
2020-03-07	O	Asturias	pcr_media_movil_7dias	5.4
2020-03-07	O	Asturias	ia_7dias	3.73
2020-03-07	OR	Ourense	pcr_diario	6
2020-03-07	OR	Ourense	pcr_media_movil_7dias	3.6
2020-03-07	OR	Ourense	ia_7dias	8.15
2020-03-07	P	Palencia	pcr_diario	2
2020-03-07	P	Palencia	pcr_media_movil_7dias	1.3
2020-03-07	P	Palencia	ia_7dias	5.63
2020-03-07	PM	Baleares	pcr_diario	6
2020-03-07	PM	Baleares	pcr_media_movil_7dias	7.1
2020-03-07	PM	Baleares	ia_7dias	4.13
2020-03-07	PO	Pontevedra	pcr_diario	8
2020-03-07	PO	Pontevedra	pcr_media_movil_7dias	4.6
2020-03-07	PO	Pontevedra	ia_7dias	3.39
2020-03-07	S	Cantabria	pcr_diario	12
2020-03-07	S	Cantabria	pcr_media_movil_7dias	3.1
2020-03-07	S	Cantabria	ia_7dias	3.78
2020-03-07	SA	Salamanca	pcr_diario	14
2020-03-07	SA	Salamanca	pcr_media_movil_7dias	5.1
2020-03-07	SA	Salamanca	ia_7dias	10.87
2020-03-07	SE	Sevilla	pcr_diario	11
2020-03-07	SE	Sevilla	pcr_media_movil_7dias	6.3
2020-03-07	SE	Sevilla	ia_7dias	2.25
2020-03-07	SG	Segovia	pcr_diario	10
2020-03-07	SG	Segovia	pcr_media_movil_7dias	4.6
2020-03-07	SG	Segovia	ia_7dias	20.75
2020-03-07	SO	Soria	pcr_diario	7
2020-03-07	SO	Soria	pcr_media_movil_7dias	3.4
2020-03-07	SO	Soria	ia_7dias	26.69
2020-03-07	SS	Gipuzkoa	pcr_diario	9
2020-03-07	SS	Gipuzkoa	pcr_media_movil_7dias	4.4
2020-03-07	SS	Gipuzkoa	ia_7dias	4.33
2020-03-07	T	Tarragona	pcr_diario	11
2020-03-07	T	Tarragona	pcr_media_movil_7dias	4.6
2020-03-07	T	Tarragona	ia_7dias	3.93
2020-03-07	TE	Teruel	pcr_diario	4
2020-03-07	TE	Teruel	pcr_media_movil_7dias	1
2020-03-07	TE	Teruel	ia_7dias	5.25
2020-03-07	TF	Santa Cruz de Tenerife	pcr_diario	14
2020-03-07	TF	Santa Cruz de Tenerife	pcr_media_movil_7dias	11.3
2020-03-07	TF	Santa Cruz de Tenerife	ia_7dias	7.27
2020-03-07	TO	Toledo	pcr_diario	7
2020-03-07	TO	Toledo	pcr_media_movil_7dias	6
2020-03-07	TO	Toledo	ia_7dias	6.01
2020-03-07	V	Valencia	pcr_diario	39
2020-03-07	V	Valencia	pcr_media_movil_7dias	23.4
2020-03-07	V	Valencia	ia_7dias	6.38
2020-03-07	VA	Valladolid	pcr_diario	9
